Dalata.3	Eguineensis.14001
Dalata.6848	Eguineensis.18060
Dalata.6849	Eguineensis.21190
Dalata.6850	Eguineensis.19631
Dalata.6852	Eguineensis.18071
Dalata.21625	Eguineensis.5709
Dalata.6855	Eguineensis.15077
Dalata.6856	Eguineensis.19635
Dalata.6857	Eguineensis.19636
Dalata.22486	Eguineensis.5712
Dalata.22488	Eguineensis.5713
Dalata.6858	Eguineensis.19637
Dalata.6862	Eguineensis.18086
Dalata.6864	Eguineensis.15083
Dalata.6865	Eguineensis.15088
Dalata.6866	Eguineensis.19646
Dalata.6867	Eguineensis.17801
Dalata.6868	Eguineensis.17803
Dalata.6870	Eguineensis.17812
Dalata.6871	Eguineensis.5859
Dalata.6872	Eguineensis.17814
Dalata.21639	Eguineensis.5725
Dalata.6874	Eguineensis.17817
Dalata.21637	Eguineensis.5726
Dalata.6875	Eguineensis.17819
Dalata.6876	Eguineensis.17833
Dalata.21636	Eguineensis.5728
Dalata.24351	Eguineensis.5729
Dalata.21641	Eguineensis.5730
Dalata.6879	Eguineensis.17841
Dalata.6880	Eguineensis.19669
Dalata.22470	Eguineensis.5737
Dalata.6881	Eguineensis.17845
Dalata.7001	Eguineensis.5740
Dalata.6883	Eguineensis.17848
Dalata.6884	Eguineensis.19674
Dalata.6888	Eguineensis.19678
Dalata.6889	Eguineensis.19679
Dalata.6890	Eguineensis.19680
Dalata.6891	Eguineensis.17858
Dalata.6893	Eguineensis.17861
Dalata.22465	Eguineensis.5749
Dalata.6894	Eguineensis.17862
Dalata.21647	Eguineensis.5750
Dalata.6895	Eguineensis.20561
Dalata.21649	Eguineensis.5753
Dalata.6896	Eguineensis.17865
Dalata.6899	Eguineensis.19683
Dalata.6995	Eguineensis.5755
Dalata.6902	Eguineensis.5913
Dalata.6904	Eguineensis.15145
Dalata.6906	Eguineensis.17757
Dalata.6907	Eguineensis.17759
Dalata.6909	Eguineensis.17769
Dalata.6913	Eguineensis.17783
Dalata.21658	Eguineensis.5767
Dalata.6916	Eguineensis.17793
Dalata.6918	Eguineensis.5878
Dalata.6924	Eguineensis.15181
Dalata.7040	Eguineensis.5781
Dalata.6927	Eguineensis.18124
Dalata.6928	Eguineensis.18125
Dalata.21668	Eguineensis.5783
Dalata.6929	Eguineensis.18126
Dalata.6932	Eguineensis.19486
Dalata.6934	Eguineensis.18131
Dalata.6935	Eguineensis.18128
Dalata.6938	Eguineensis.18169
Dalata.6940	Eguineensis.18164
Dalata.6942	Eguineensis.19473
Dalata.6943	Eguineensis.18152
Dalata.6944	Eguineensis.18161
Dalata.21686	Eguineensis.5800
Dalata.6948	Eguineensis.18137
Dalata.21688	Eguineensis.5802
Dalata.6949	Eguineensis.18138
Dalata.6950	Eguineensis.11490
Dalata.6951	Eguineensis.18151
Dalata.6952	Eguineensis.23027
Dalata.21689	Eguineensis.5806
Dalata.6953	Eguineensis.19456
Dalata.6954	Eguineensis.23019
Dalata.6956	Eguineensis.18192
Dalata.21690	Eguineensis.5807
Dalata.6964	Eguineensis.18174
Dalata.22388	Eguineensis.5817
Dalata.21693	Eguineensis.5818
Dalata.6966	Eguineensis.18182
Dalata.21574	Eguineensis.5820
Dalata.21576	Eguineensis.5823
Dalata.6972	Eguineensis.19450
Dalata.8139	Eguineensis.5824
Dalata.21579	Eguineensis.5826
Dalata.14737	Eguineensis.5827
Dalata.6975	Eguineensis.10338
Dalata.6976	Eguineensis.23036
Dalata.21580	Eguineensis.5828
Dalata.6977	Eguineensis.17938
Dalata.6979	Eguineensis.17934
Dalata.6980	Eguineensis.19401
Dalata.6981	Eguineensis.17930
Dalata.6982	Eguineensis.17928
Dalata.6984	Eguineensis.19406
Dalata.6985	Eguineensis.19407
Dalata.6987	Eguineensis.19409
Dalata.6989	Eguineensis.17919
Dalata.6992	Eguineensis.17916
Dalata.8143	Eguineensis.5835
Dalata.21773	Eguineensis.5836
Dalata.21870	Eguineensis.5837
Dalata.6994	Eguineensis.17914
Dalata.8145	Eguineensis.5839
Dalata.6999	Eguineensis.17908
Dalata.7000	Eguineensis.17905
Dalata.7004	Eguineensis.19423
Dalata.7005	Eguineensis.17901
Dalata.7006	Eguineensis.17900
Dalata.8150	Eguineensis.5847
Dalata.8152	Eguineensis.5849
Dalata.7010	Eguineensis.17887
Dalata.21859	Eguineensis.5851
Dalata.7012	Eguineensis.19430
Dalata.7013	Eguineensis.17881
Dalata.7014	Eguineensis.23054
Dalata.7015	Eguineensis.23043
Dalata.21849	Eguineensis.5855
Dalata.21848	Eguineensis.5856
Dalata.21847	Eguineensis.5857
Dalata.7017	Eguineensis.23045
Dalata.8159	Eguineensis.5860
Dalata.21063	Eguineensis.5861
Dalata.7019	Eguineensis.19436
Dalata.21060	Eguineensis.5862
Dalata.7021	Eguineensis.23040
Dalata.7022	Eguineensis.11189
Dalata.21758	Eguineensis.5866
Dalata.7025	Eguineensis.17945
Dalata.7518	Eguineensis.5868
Dalata.21057	Eguineensis.5869
Dalata.21056	Eguineensis.5870
Dalata.7028	Eguineensis.17948
Dalata.8161	Eguineensis.5871
Dalata.7029	Eguineensis.17950
Dalata.7030	Eguineensis.17952
Dalata.21054	Eguineensis.5873
Dalata.7034	Eguineensis.19389
Dalata.7036	Eguineensis.19387
Dalata.21053	Eguineensis.5874
Dalata.7039	Eguineensis.17966
Dalata.7041	Eguineensis.19382
Dalata.7042	Eguineensis.19381
Dalata.7043	Eguineensis.17969
Dalata.7044	Eguineensis.11517
Dalata.7045	Eguineensis.26517
Dalata.21834	Eguineensis.5879
Dalata.7046	Eguineensis.17972
Dalata.7048	Eguineensis.19570
Dalata.21049	Eguineensis.5881
Dalata.7049	Eguineensis.17977
Dalata.7050	Eguineensis.17981
Dalata.22850	Eguineensis.5885
Dalata.7053	Eguineensis.19579
Dalata.7054	Eguineensis.26088
Dalata.8131	Eguineensis.5893
Dalata.7058	Eguineensis.17997
Dalata.11506	Eguineensis.5894
Dalata.8130	Eguineensis.5895
Dalata.7059	Eguineensis.18004
Dalata.21572	Eguineensis.5896
Dalata.7060	Eguineensis.18005
Dalata.7061	Eguineensis.18006
Dalata.19718	Eguineensis.5898
Dalata.7064	Eguineensis.18007
Dalata.8125	Eguineensis.5901
Dalata.7066	Eguineensis.11583
Dalata.21566	Eguineensis.5902
Dalata.7067	Eguineensis.19592
Dalata.7068	Eguineensis.19595
Dalata.7069	Eguineensis.18014
Dalata.8118	Eguineensis.5911
Dalata.21555	Eguineensis.5912
Dalata.21545	Eguineensis.5916
Dalata.7074	Eguineensis.21809
Dalata.21544	Eguineensis.5917
Dalata.7075	Eguineensis.21172
Dalata.21542	Eguineensis.5920
Dalata.21537	Eguineensis.5922
Dalata.21535	Eguineensis.5924
Dalata.7084	Eguineensis.23881
Dalata.7990	Eguineensis.5928
Dalata.7086	Eguineensis.21175
Dalata.7988	Eguineensis.5931
Dalata.7088	Eguineensis.21179
Dalata.7089	Eguineensis.15360
Dalata.7090	Eguineensis.13056
Dalata.7091	Eguineensis.21801
Dalata.7092	Eguineensis.21180
Dalata.7093	Eguineensis.21183
Dalata.7094	Eguineensis.15309
Dalata.7096	Eguineensis.21777
Dalata.9837	Eguineensis.5937
Dalata.7097	Eguineensis.21188
Dalata.7098	Eguineensis.21189
Dalata.21694	Eguineensis.5940
Dalata.21695	Eguineensis.5941
Dalata.21696	Eguineensis.5942
Dalata.20970	Eguineensis.5944
Dalata.7100	Eguineensis.12088
Dalata.8227	Eguineensis.5946
Dalata.8226	Eguineensis.5947
Dalata.20972	Eguineensis.5948
Dalata.20973	Eguineensis.5949
Dalata.7102	Eguineensis.13088
Dalata.7103	Eguineensis.13086
Dalata.20975	Eguineensis.5951
Dalata.20976	Eguineensis.5953
Dalata.8225	Eguineensis.5956
Dalata.7110	Eguineensis.17158
Dalata.20980	Eguineensis.5957
Dalata.21700	Eguineensis.5959
Dalata.8224	Eguineensis.5961
Dalata.7113	Eguineensis.14849
Dalata.7114	Eguineensis.12785
Dalata.8223	Eguineensis.5965
Dalata.8222	Eguineensis.5966
Dalata.7116	Eguineensis.21192
Dalata.7117	Eguineensis.21376
Dalata.7118	Eguineensis.21518
Dalata.7119	Eguineensis.21374
Dalata.20986	Eguineensis.5967
Dalata.8221	Eguineensis.5968
Dalata.7122	Eguineensis.21364
Dalata.20988	Eguineensis.5970
Dalata.7124	Eguineensis.13045
Dalata.20998	Eguineensis.5973
Dalata.20997	Eguineensis.5976
Dalata.7130	Eguineensis.21357
Dalata.8216	Eguineensis.5979
Dalata.8214	Eguineensis.5980
Dalata.7131	Eguineensis.13038
Dalata.8204	Eguineensis.5981
Dalata.11079	Eguineensis.5983
Dalata.21002	Eguineensis.5986
Dalata.17303	Eguineensis.5990
Dalata.7132	Eguineensis.13036
Dalata.21004	Eguineensis.5992
Dalata.7133	Eguineensis.21352
Dalata.21005	Eguineensis.5994
Dalata.7134	Eguineensis.21350
Dalata.7135	Eguineensis.21349
Dalata.7136	Eguineensis.13031
Dalata.8200	Eguineensis.5996
Dalata.7137	Eguineensis.21347
Dalata.7139	Eguineensis.13028
Dalata.7140	Eguineensis.21343
Dalata.8193	Eguineensis.5998
Dalata.7141	Eguineensis.21341
Dalata.7142	Eguineensis.13025
Dalata.21013	Eguineensis.6000
Dalata.7144	Eguineensis.21336
Dalata.21011	Eguineensis.6003
Dalata.8196	Eguineensis.6004
Dalata.7149	Eguineensis.21332
Dalata.21009	Eguineensis.6007
Dalata.21718	Eguineensis.6009
Dalata.7150	Eguineensis.12461
Dalata.7151	Eguineensis.21331
Dalata.7155	Eguineensis.13016
Dalata.8188	Eguineensis.6012
Dalata.7157	Eguineensis.21320
Dalata.7158	Eguineensis.21319
Dalata.8185	Eguineensis.6020
Dalata.7160	Eguineensis.21318
Dalata.7163	Eguineensis.21317
Dalata.8184	Eguineensis.6023
Dalata.8182	Eguineensis.6025
Dalata.7165	Eguineensis.21316
Dalata.21036	Eguineensis.6028
Dalata.7166	Eguineensis.13011
Dalata.7167	Eguineensis.21315
Dalata.8177	Eguineensis.6030
Dalata.8178	Eguineensis.6031
Dalata.8175	Eguineensis.6032
Dalata.7168	Eguineensis.19726
Dalata.7169	Eguineensis.12985
Dalata.21039	Eguineensis.6035
Dalata.8276	Eguineensis.6036
Dalata.8173	Eguineensis.6038
Dalata.8172	Eguineensis.6039
Dalata.21040	Eguineensis.6040
Dalata.21744	Eguineensis.6041
Dalata.7174	Eguineensis.12980
Dalata.7175	Eguineensis.12979
Dalata.7178	Eguineensis.12975
Dalata.21751	Eguineensis.6046
Dalata.7179	Eguineensis.11997
Dalata.21045	Eguineensis.6048
Dalata.21044	Eguineensis.6050
Dalata.7181	Eguineensis.12965
Dalata.8170	Eguineensis.6053
Dalata.19624	Eguineensis.6054
Dalata.7184	Eguineensis.12959
Dalata.7185	Eguineensis.8903
Dalata.21478	Eguineensis.6059
Dalata.22617	Eguineensis.6061
Dalata.7188	Eguineensis.12953
Dalata.7193	Eguineensis.12948
Dalata.21503	Eguineensis.6068
Dalata.21502	Eguineensis.6069
Dalata.21496	Eguineensis.6070
Dalata.7197	Eguineensis.12941
Dalata.7198	Eguineensis.12940
Dalata.7199	Eguineensis.12938
Dalata.21495	Eguineensis.6071
Dalata.12291	Eguineensis.6073
Dalata.17036	Eguineensis.6075
Dalata.7204	Eguineensis.12934
Dalata.7205	Eguineensis.12933
Dalata.7206	Eguineensis.12932
Dalata.7207	Eguineensis.12931
Dalata.7209	Eguineensis.12692
Dalata.17038	Eguineensis.6081
Dalata.20553	Eguineensis.6085
Dalata.7216	Eguineensis.12684
Dalata.7218	Eguineensis.12921
Dalata.7220	Eguineensis.12918
Dalata.12288	Eguineensis.6090
Dalata.7223	Eguineensis.12679
Dalata.7224	Eguineensis.12677
Dalata.17035	Eguineensis.6091
Dalata.12286	Eguineensis.6095
Dalata.7234	Eguineensis.12909
Dalata.16659	Eguineensis.6106
Dalata.7240	Eguineensis.12112
Dalata.7242	Eguineensis.12901
Dalata.7244	Eguineensis.12898
Dalata.22826	Eguineensis.6108
Dalata.22734	Eguineensis.6109
Dalata.7248	Eguineensis.12880
Dalata.22244	Eguineensis.6111
Dalata.7249	Eguineensis.12878
Dalata.7251	Eguineensis.15322
Dalata.7252	Eguineensis.15323
Dalata.15930	Eguineensis.6112
Dalata.15929	Eguineensis.6113
Dalata.7254	Eguineensis.9558
Dalata.10769	Eguineensis.6114
Dalata.22246	Eguineensis.6115
Dalata.7255	Eguineensis.25246
Dalata.7256	Eguineensis.24101
Dalata.7258	Eguineensis.24642
Dalata.7259	Eguineensis.14815
Dalata.7262	Eguineensis.14813
Dalata.18059	Eguineensis.6122
Dalata.22254	Eguineensis.6128
Dalata.7272	Eguineensis.20697
Dalata.7273	Eguineensis.20698
Dalata.22255	Eguineensis.6130
Dalata.22256	Eguineensis.6131
Dalata.15889	Eguineensis.6132
Dalata.7281	Eguineensis.24739
Dalata.25114	Eguineensis.6137
Dalata.7284	Eguineensis.20706
Dalata.22239	Eguineensis.6142
Dalata.22237	Eguineensis.6143
Dalata.7295	Eguineensis.20716
Dalata.15907	Eguineensis.6147
Dalata.7296	Eguineensis.18563
Dalata.22233	Eguineensis.6149
Dalata.15914	Eguineensis.6154
Dalata.7304	Eguineensis.20731
Dalata.22230	Eguineensis.6156
Dalata.22229	Eguineensis.6157
Dalata.15940	Eguineensis.6160
Dalata.22224	Eguineensis.6161
Dalata.7307	Eguineensis.20727
Dalata.22223	Eguineensis.6162
Dalata.21429	Eguineensis.6163
Dalata.20081	Eguineensis.6166
Dalata.7314	Eguineensis.20720
Dalata.7315	Eguineensis.9017
Dalata.7317	Eguineensis.20721
Dalata.8834	Eguineensis.6169
Dalata.7319	Eguineensis.19735
Dalata.7323	Eguineensis.14672
Dalata.7327	Eguineensis.18658
Dalata.22270	Eguineensis.6173
Dalata.7331	Eguineensis.8459
Dalata.8726	Eguineensis.6175
Dalata.22271	Eguineensis.6176
Dalata.7339	Eguineensis.14700
Dalata.7341	Eguineensis.14699
Dalata.7342	Eguineensis.18610
Dalata.16475	Eguineensis.6178
Dalata.15931	Eguineensis.6179
Dalata.15941	Eguineensis.6181
Dalata.22845	Eguineensis.6182
Dalata.22842	Eguineensis.6183
Dalata.7349	Eguineensis.8499
Dalata.19849	Eguineensis.6185
Dalata.22851	Eguineensis.6187
Dalata.7354	Eguineensis.14705
Dalata.7355	Eguineensis.14704
Dalata.7358	Eguineensis.14708
Dalata.21118	Eguineensis.6193
Dalata.7361	Eguineensis.14717
Dalata.7362	Eguineensis.14718
Dalata.22752	Eguineensis.6195
Dalata.7364	Eguineensis.18724
Dalata.7368	Eguineensis.14727
Dalata.22753	Eguineensis.6196
Dalata.7371	Eguineensis.8940
Dalata.22761	Eguineensis.6198
Dalata.15950	Eguineensis.6200
Dalata.7373	Eguineensis.14732
Dalata.7377	Eguineensis.8542
Dalata.7384	Eguineensis.14740
Dalata.7386	Eguineensis.14744
Dalata.7387	Eguineensis.8564
Dalata.7388	Eguineensis.14747
Dalata.7390	Eguineensis.8578
Dalata.7392	Eguineensis.14756
Dalata.7393	Eguineensis.14757
Dalata.8712	Eguineensis.6209
Dalata.15975	Eguineensis.6212
Dalata.7400	Eguineensis.14768
Dalata.7401	Eguineensis.8601
Dalata.7404	Eguineensis.18659
Dalata.22869	Eguineensis.6225
Dalata.7410	Eguineensis.14783
Dalata.15978	Eguineensis.6227
Dalata.22871	Eguineensis.6229
Dalata.15979	Eguineensis.6230
Dalata.7417	Eguineensis.22354
Dalata.7418	Eguineensis.22346
Dalata.7420	Eguineensis.14800
Dalata.7422	Eguineensis.13843
Dalata.7423	Eguineensis.8643
Dalata.7424	Eguineensis.20761
Dalata.22785	Eguineensis.6234
Dalata.22781	Eguineensis.6235
Dalata.7435	Eguineensis.20900
Dalata.7436	Eguineensis.20901
Dalata.18197	Eguineensis.6244
Dalata.22787	Eguineensis.6245
Dalata.22788	Eguineensis.6247
Dalata.22789	Eguineensis.6248
Dalata.22790	Eguineensis.6249
Dalata.7442	Eguineensis.22310
Dalata.7444	Eguineensis.18777
Dalata.22795	Eguineensis.6252
Dalata.7448	Eguineensis.20909
Dalata.7449	Eguineensis.8675
Dalata.16896	Eguineensis.6260
Dalata.18218	Eguineensis.6261
Dalata.22800	Eguineensis.6262
Dalata.16020	Eguineensis.6263
Dalata.16021	Eguineensis.6265
Dalata.7452	Eguineensis.22313
Dalata.22801	Eguineensis.6266
Dalata.9601	Eguineensis.6269
Dalata.7455	Eguineensis.22322
Dalata.15494	Eguineensis.6270
Dalata.16026	Eguineensis.6273
Dalata.16027	Eguineensis.6274
Dalata.16029	Eguineensis.6275
Dalata.7461	Eguineensis.8668
Dalata.10837	Eguineensis.6278
Dalata.19806	Eguineensis.6282
Dalata.7467	Eguineensis.22337
Dalata.9978	Eguineensis.6283
Dalata.7468	Eguineensis.14810
Dalata.21669	Eguineensis.6284
Dalata.22820	Eguineensis.6285
Dalata.7471	Eguineensis.19018
Dalata.16039	Eguineensis.6287
Dalata.7472	Eguineensis.23747
Dalata.7473	Eguineensis.14581
Dalata.7474	Eguineensis.8791
Dalata.7476	Eguineensis.8156
Dalata.7478	Eguineensis.9854
Dalata.7479	Eguineensis.24818
Dalata.22823	Eguineensis.6294
Dalata.10845	Eguineensis.6297
Dalata.10846	Eguineensis.6298
Dalata.18261	Eguineensis.6299
Dalata.22824	Eguineensis.6300
Dalata.7484	Eguineensis.7151
Dalata.16041	Eguineensis.6302
Dalata.7486	Eguineensis.20756
Dalata.14062	Eguineensis.6303
Dalata.7488	Eguineensis.13558
Dalata.22833	Eguineensis.6306
Dalata.7489	Eguineensis.9840
Dalata.22834	Eguineensis.6307
Dalata.18271	Eguineensis.6308
Dalata.7490	Eguineensis.11819
Dalata.16044	Eguineensis.6309
Dalata.22835	Eguineensis.6310
Dalata.22836	Eguineensis.6311
Dalata.22838	Eguineensis.6312
Dalata.7495	Eguineensis.11834
Dalata.7496	Eguineensis.20772
Dalata.7497	Eguineensis.11840
Dalata.7498	Eguineensis.18926
Dalata.22839	Eguineensis.6315
Dalata.7500	Eguineensis.23978
Dalata.22840	Eguineensis.6316
Dalata.7503	Eguineensis.19326
Dalata.22733	Eguineensis.6319
Dalata.16050	Eguineensis.6321
Dalata.7504	Eguineensis.19322
Dalata.7505	Eguineensis.21674
Dalata.10858	Eguineensis.6322
Dalata.7509	Eguineensis.19336
Dalata.18286	Eguineensis.6323
Dalata.7510	Eguineensis.19352
Dalata.7511	Eguineensis.14526
Dalata.7513	Eguineensis.14525
Dalata.16051	Eguineensis.6324
Dalata.7515	Eguineensis.23324
Dalata.10860	Eguineensis.6325
Dalata.7516	Eguineensis.23323
Dalata.20792	Eguineensis.6331
Dalata.7610	Eguineensis.6333
Dalata.9961	Eguineensis.6334
Dalata.15024	Eguineensis.6335
Dalata.14456	Eguineensis.6350
Dalata.22248	Eguineensis.6352
Dalata.14415	Eguineensis.6354
Dalata.15596	Eguineensis.6356
Dalata.18226	Eguineensis.6361
Dalata.7563	Eguineensis.23314
Dalata.7565	Eguineensis.23313
Dalata.16408	Eguineensis.6370
Dalata.16407	Eguineensis.6371
Dalata.7568	Eguineensis.24202
Dalata.7571	Eguineensis.23310
Dalata.7572	Eguineensis.8805
Dalata.7573	Eguineensis.8802
Dalata.7574	Eguineensis.8800
Dalata.7577	Eguineensis.23308
Dalata.7578	Eguineensis.23309
Dalata.16405	Eguineensis.6378
Dalata.16390	Eguineensis.6379
Dalata.16404	Eguineensis.6380
Dalata.16401	Eguineensis.6382
Dalata.7590	Eguineensis.20852
Dalata.7592	Eguineensis.23585
Dalata.7594	Eguineensis.18886
Dalata.7599	Eguineensis.20860
Dalata.12762	Eguineensis.6392
Dalata.7600	Eguineensis.20862
Dalata.18845	Eguineensis.6399
Dalata.18849	Eguineensis.6402
Dalata.18850	Eguineensis.6405
Dalata.7612	Eguineensis.20866
Dalata.7614	Eguineensis.21669
Dalata.7616	Eguineensis.6954
Dalata.7621	Eguineensis.24902
Dalata.7622	Eguineensis.20835
Dalata.7627	Eguineensis.11891
Dalata.7629	Eguineensis.20825
Dalata.7631	Eguineensis.20822
Dalata.18855	Eguineensis.6418
Dalata.18856	Eguineensis.6419
Dalata.19654	Eguineensis.6420
Dalata.18858	Eguineensis.6421
Dalata.18094	Eguineensis.6424
Dalata.7642	Eguineensis.15286
Dalata.7644	Eguineensis.20815
Dalata.7647	Eguineensis.20817
Dalata.7652	Eguineensis.20814
Dalata.7654	Eguineensis.20811
Dalata.7657	Eguineensis.9860
Dalata.7659	Eguineensis.23006
Dalata.7661	Eguineensis.15139
Dalata.16488	Eguineensis.6444
Dalata.16489	Eguineensis.6446
Dalata.7663	Eguineensis.20803
Dalata.16490	Eguineensis.6447
Dalata.7664	Eguineensis.18389
Dalata.7665	Eguineensis.20802
Dalata.7672	Eguineensis.26910
Dalata.16500	Eguineensis.6453
Dalata.16498	Eguineensis.6454
Dalata.7684	Eguineensis.11861
Dalata.7686	Eguineensis.11854
Dalata.7687	Eguineensis.18897
Dalata.7689	Eguineensis.11849
Dalata.17439	Eguineensis.6473
Dalata.16521	Eguineensis.6475
Dalata.7690	Eguineensis.22003
Dalata.16523	Eguineensis.6476
Dalata.16526	Eguineensis.6477
Dalata.16527	Eguineensis.6480
Dalata.7701	Eguineensis.24332
Dalata.7702	Eguineensis.22987
Dalata.7703	Eguineensis.12099
Dalata.7705	Eguineensis.21640
Dalata.16536	Eguineensis.6488
Dalata.7707	Eguineensis.21638
Dalata.16641	Eguineensis.6496
Dalata.7716	Eguineensis.14569
Dalata.7718	Eguineensis.14570
Dalata.7719	Eguineensis.15683
Dalata.7721	Eguineensis.14571
Dalata.7723	Eguineensis.14608
Dalata.13851	Eguineensis.6512
Dalata.7736	Eguineensis.8869
Dalata.17154	Eguineensis.6520
Dalata.7739	Eguineensis.8870
Dalata.7743	Eguineensis.8904
Dalata.17159	Eguineensis.6526
Dalata.7749	Eguineensis.14552
Dalata.7750	Eguineensis.14550
Dalata.17160	Eguineensis.6529
Dalata.7751	Eguineensis.14549
Dalata.7752	Eguineensis.8876
Dalata.12027	Eguineensis.6539
Dalata.22080	Eguineensis.6540
Dalata.7758	Eguineensis.12327
Dalata.17167	Eguineensis.6543
Dalata.17166	Eguineensis.6544
Dalata.7761	Eguineensis.14546
Dalata.14034	Eguineensis.6545
Dalata.7762	Eguineensis.8882
Dalata.17391	Eguineensis.6549
Dalata.7766	Eguineensis.18822
Dalata.17423	Eguineensis.6556
Dalata.7767	Eguineensis.14538
Dalata.7768	Eguineensis.18820
Dalata.7769	Eguineensis.14536
Dalata.7770	Eguineensis.14537
Dalata.17432	Eguineensis.6561
Dalata.7781	Eguineensis.8912
Dalata.7782	Eguineensis.14533
Dalata.17482	Eguineensis.6565
Dalata.7783	Eguineensis.18797
Dalata.23053	Eguineensis.6567
Dalata.7784	Eguineensis.8706
Dalata.23054	Eguineensis.6568
Dalata.7793	Eguineensis.8918
Dalata.23060	Eguineensis.6574
Dalata.17134	Eguineensis.6575
Dalata.17316	Eguineensis.6576
Dalata.23058	Eguineensis.6577
Dalata.13807	Eguineensis.6579
Dalata.13806	Eguineensis.6580
Dalata.17314	Eguineensis.6582
Dalata.7805	Eguineensis.21651
Dalata.17312	Eguineensis.6584
Dalata.7806	Eguineensis.21655
Dalata.7807	Eguineensis.21660
Dalata.17311	Eguineensis.6585
Dalata.7808	Eguineensis.24517
Dalata.7811	Eguineensis.15253
Dalata.7813	Eguineensis.21428
Dalata.7817	Eguineensis.11447
Dalata.13769	Eguineensis.6587
Dalata.7819	Eguineensis.21613
Dalata.7821	Eguineensis.11443
Dalata.9210	Eguineensis.6590
Dalata.7823	Eguineensis.11440
Dalata.7824	Eguineensis.23997
Dalata.9976	Eguineensis.6595
Dalata.7830	Eguineensis.11435
Dalata.22029	Eguineensis.6599
Dalata.7833	Eguineensis.11431
Dalata.11992	Eguineensis.6605
Dalata.7836	Eguineensis.21152
Dalata.15577	Eguineensis.6606
Dalata.16377	Eguineensis.6609
Dalata.7840	Eguineensis.9103
Dalata.16381	Eguineensis.6614
Dalata.7844	Eguineensis.11423
Dalata.16385	Eguineensis.6619
Dalata.7846	Eguineensis.17290
Dalata.7848	Eguineensis.24956
Dalata.16386	Eguineensis.6622
Dalata.16387	Eguineensis.6625
Dalata.7856	Eguineensis.11418
Dalata.7857	Eguineensis.11416
Dalata.7858	Eguineensis.11415
Dalata.17232	Eguineensis.6629
Dalata.7859	Eguineensis.11413
Dalata.22950	Eguineensis.6630
Dalata.22953	Eguineensis.6633
Dalata.7866	Eguineensis.10651
Dalata.22957	Eguineensis.6634
Dalata.17236	Eguineensis.6637
Dalata.17237	Eguineensis.6638
Dalata.7870	Eguineensis.24115
Dalata.17238	Eguineensis.6639
Dalata.17239	Eguineensis.6640
Dalata.7879	Eguineensis.14222
Dalata.22966	Eguineensis.6647
Dalata.7881	Eguineensis.11393
Dalata.22967	Eguineensis.6649
Dalata.13715	Eguineensis.6650
Dalata.22968	Eguineensis.6653
Dalata.17246	Eguineensis.6654
Dalata.7892	Eguineensis.12565
Dalata.7893	Eguineensis.12916
Dalata.16410	Eguineensis.6657
Dalata.15421	Eguineensis.6659
Dalata.16400	Eguineensis.6660
Dalata.7897	Eguineensis.8760
Dalata.22940	Eguineensis.6663
Dalata.17226	Eguineensis.6664
Dalata.7899	Eguineensis.8763
Dalata.7900	Eguineensis.20908
Dalata.17225	Eguineensis.6665
Dalata.7901	Eguineensis.14659
Dalata.22938	Eguineensis.6668
Dalata.13865	Eguineensis.6669
Dalata.22937	Eguineensis.6671
Dalata.22934	Eguineensis.6672
Dalata.16366	Eguineensis.6673
Dalata.7908	Eguineensis.22628
Dalata.16363	Eguineensis.6677
Dalata.7911	Eguineensis.14575
Dalata.7912	Eguineensis.18951
Dalata.7913	Eguineensis.23572
Dalata.7914	Eguineensis.12410
Dalata.16358	Eguineensis.6681
Dalata.16356	Eguineensis.6683
Dalata.7916	Eguineensis.23575
Dalata.7917	Eguineensis.23576
Dalata.13890	Eguineensis.6685
Dalata.7919	Eguineensis.25224
Dalata.16354	Eguineensis.6686
Dalata.7920	Eguineensis.14572
Dalata.7921	Eguineensis.11584
Dalata.7922	Eguineensis.21630
Dalata.17485	Eguineensis.6689
Dalata.7926	Eguineensis.21624
Dalata.7928	Eguineensis.19368
Dalata.16302	Eguineensis.6694
Dalata.7930	Eguineensis.8149
Dalata.7931	Eguineensis.21618
Dalata.7934	Eguineensis.21616
Dalata.7935	Eguineensis.22345
Dalata.16299	Eguineensis.6701
Dalata.16297	Eguineensis.6702
Dalata.7937	Eguineensis.19374
Dalata.7941	Eguineensis.24173
Dalata.7942	Eguineensis.21426
Dalata.7943	Eguineensis.21425
Dalata.7944	Eguineensis.19560
Dalata.7945	Eguineensis.21419
Dalata.7946	Eguineensis.21418
Dalata.7947	Eguineensis.19558
Dalata.13936	Eguineensis.6722
Dalata.7958	Eguineensis.21416
Dalata.7959	Eguineensis.21414
Dalata.7964	Eguineensis.21411
Dalata.7965	Eguineensis.21410
Dalata.7966	Eguineensis.19545
Dalata.7969	Eguineensis.19544
Dalata.7971	Eguineensis.21405
Dalata.16325	Eguineensis.6734
Dalata.16324	Eguineensis.6739
Dalata.7976	Eguineensis.21401
Dalata.7979	Eguineensis.19522
Dalata.7980	Eguineensis.21393
Dalata.7982	Eguineensis.21390
Dalata.13947	Eguineensis.6748
Dalata.16322	Eguineensis.6749
Dalata.7985	Eguineensis.21383
Dalata.16321	Eguineensis.6750
Dalata.7986	Eguineensis.19517
Dalata.16327	Eguineensis.6755
Dalata.16221	Eguineensis.6756
Dalata.7991	Eguineensis.18100
Dalata.7992	Eguineensis.19514
Dalata.16218	Eguineensis.6758
