Dalata.17	Eguineensis.17323
Dalata.13069	Eguineensis.1946
Dalata.13070	Eguineensis.1947
Dalata.13078	Eguineensis.1952
Dalata.12383	Eguineensis.3426
Dalata.12384	Eguineensis.3424
Dalata.12388	Eguineensis.3417
Dalata.12413	Eguineensis.3430
Dalata.12421	Eguineensis.3431
Dalata.12427	Eguineensis.3446
Dalata.12483	Eguineensis.3455
Dalata.12510	Eguineensis.3367
Dalata.12513	Eguineensis.3365
Dalata.12515	Eguineensis.3363
Dalata.12520	Eguineensis.3362
Dalata.12523	Eguineensis.3354
Dalata.12528	Eguineensis.3358
Dalata.12538	Eguineensis.3352
Dalata.12544	Eguineensis.3348
Dalata.12553	Eguineensis.3335
Dalata.12565	Eguineensis.3325
Dalata.12569	Eguineensis.3324
Dalata.12591	Eguineensis.3311
Dalata.12612	Eguineensis.3167
Dalata.12640	Eguineensis.3181
Dalata.12642	Eguineensis.3183
Dalata.12660	Eguineensis.3206
Dalata.12661	Eguineensis.3205
Dalata.12662	Eguineensis.3202
Dalata.12670	Eguineensis.3197
Dalata.12672	Eguineensis.3199
Dalata.12683	Eguineensis.3213
Dalata.12687	Eguineensis.3219
Dalata.12692	Eguineensis.3222
Dalata.12702	Eguineensis.3223
Dalata.12703	Eguineensis.3225
Dalata.12704	Eguineensis.3227
Dalata.12705	Eguineensis.3228
Dalata.12708	Eguineensis.3232
Dalata.12729	Eguineensis.3246
Dalata.12736	Eguineensis.3249
Dalata.12744	Eguineensis.3256
Dalata.12757	Eguineensis.3271
Dalata.12758	Eguineensis.3272
Dalata.12816	Eguineensis.3113
Dalata.12823	Eguineensis.3119
Dalata.12824	Eguineensis.3121
Dalata.12830	Eguineensis.3110
Dalata.12831	Eguineensis.3108
Dalata.12832	Eguineensis.3107
Dalata.12836	Eguineensis.3101
Dalata.12838	Eguineensis.3098
Dalata.12845	Eguineensis.3094
Dalata.12855	Eguineensis.3087
Dalata.12860	Eguineensis.3078
Dalata.12861	Eguineensis.3076
Dalata.12867	Eguineensis.3066
Dalata.12882	Eguineensis.3058
Dalata.12891	Eguineensis.3047
Dalata.12897	Eguineensis.3042
Dalata.12918	Eguineensis.3037
Dalata.12924	Eguineensis.3034
Dalata.12925	Eguineensis.3033
Dalata.12936	Eguineensis.3025
Dalata.12939	Eguineensis.3022
Dalata.12940	Eguineensis.3020
Dalata.12952	Eguineensis.3016
Dalata.12956	Eguineensis.3013
Dalata.12977	Eguineensis.2995
Dalata.12982	Eguineensis.2991
Dalata.12983	Eguineensis.2989
Dalata.12985	Eguineensis.2985
Dalata.12993	Eguineensis.2972
Dalata.12994	Eguineensis.2971
Dalata.12997	Eguineensis.2969
Dalata.12998	Eguineensis.2965
Dalata.13001	Eguineensis.2960
Dalata.13004	Eguineensis.2957
Dalata.13007	Eguineensis.2956
Dalata.13009	Eguineensis.2953
Dalata.13012	Eguineensis.2952
Dalata.13013	Eguineensis.2950
Dalata.13016	Eguineensis.2945
Dalata.13018	Eguineensis.2944
Dalata.13037	Eguineensis.2922
Dalata.13044	Eguineensis.2913
Dalata.13052	Eguineensis.2908
Dalata.13053	Eguineensis.2907
Dalata.13065	Eguineensis.2899
Dalata.13076	Eguineensis.2893
Dalata.13077	Eguineensis.2892
Dalata.13081	Eguineensis.2889
Dalata.13082	Eguineensis.2888
Dalata.13087	Eguineensis.2881
Dalata.13089	Eguineensis.2878
Dalata.13090	Eguineensis.2873
Dalata.13091	Eguineensis.2871
Dalata.13092	Eguineensis.2870
Dalata.13093	Eguineensis.2868
Dalata.12219	Eguineensis.11738
Dalata.12251	Eguineensis.11722
Dalata.12261	Eguineensis.11719
Dalata.12267	Eguineensis.11713
Dalata.12271	Eguineensis.11711
Dalata.12273	Eguineensis.11708
Dalata.12319	Eguineensis.11674
Dalata.12334	Eguineensis.11663
Dalata.12150	Eguineensis.13327
Dalata.12158	Eguineensis.13318
Dalata.12159	Eguineensis.13317
Dalata.12160	Eguineensis.13315
Dalata.12164	Eguineensis.13313
Dalata.12166	Eguineensis.13310
Dalata.12168	Eguineensis.13308
Dalata.12169	Eguineensis.13305
Dalata.12172	Eguineensis.13299
Dalata.12178	Eguineensis.13295
Dalata.12180	Eguineensis.13293
Dalata.12184	Eguineensis.13336
Dalata.12186	Eguineensis.13337
Dalata.12193	Eguineensis.13351
Dalata.12199	Eguineensis.13364
Dalata.12200	Eguineensis.13363
Dalata.12201	Eguineensis.13355
Dalata.12204	Eguineensis.13375
Dalata.12210	Eguineensis.13390
Dalata.12248	Eguineensis.13421
Dalata.12250	Eguineensis.13423
Dalata.12252	Eguineensis.13434
Dalata.12314	Eguineensis.13461
Dalata.12315	Eguineensis.13462
Dalata.12320	Eguineensis.13471
Dalata.12337	Eguineensis.13447
Dalata.12346	Eguineensis.13452
Dalata.12434	Eguineensis.13499
Dalata.12459	Eguineensis.13501
Dalata.12499	Eguineensis.13506
Dalata.12500	Eguineensis.13507
Dalata.12505	Eguineensis.13515
Dalata.12512	Eguineensis.13521
Dalata.12516	Eguineensis.13528
Dalata.12522	Eguineensis.13536
Dalata.12524	Eguineensis.13534
Dalata.12529	Eguineensis.13531
Dalata.12547	Eguineensis.13549
Dalata.12548	Eguineensis.13551
Dalata.12561	Eguineensis.13560
Dalata.12562	Eguineensis.13562
Dalata.12563	Eguineensis.13566
Dalata.12564	Eguineensis.13567
Dalata.12568	Eguineensis.13574
Dalata.12579	Eguineensis.13576
Dalata.12583	Eguineensis.13579
Dalata.12584	Eguineensis.13580
Dalata.12586	Eguineensis.13582
Dalata.12588	Eguineensis.13586
Dalata.12589	Eguineensis.13588
Dalata.12590	Eguineensis.13590
Dalata.12592	Eguineensis.13597
Dalata.12593	Eguineensis.13598
Dalata.12594	Eguineensis.13599
Dalata.12595	Eguineensis.14004
Dalata.12596	Eguineensis.14008
Dalata.12597	Eguineensis.14011
Dalata.12606	Eguineensis.14028
Dalata.12608	Eguineensis.14030
Dalata.12610	Eguineensis.14034
Dalata.12614	Eguineensis.14044
Dalata.12617	Eguineensis.14047
Dalata.12618	Eguineensis.14046
Dalata.12620	Eguineensis.14048
Dalata.12622	Eguineensis.14050
Dalata.12633	Eguineensis.14062
Dalata.12636	Eguineensis.14067
Dalata.12637	Eguineensis.14068
Dalata.12643	Eguineensis.13848
Dalata.12646	Eguineensis.13839
Dalata.12647	Eguineensis.13828
Dalata.12648	Eguineensis.13825
Dalata.12649	Eguineensis.13823
Dalata.12653	Eguineensis.13785
Dalata.12654	Eguineensis.13786
Dalata.12665	Eguineensis.13811
Dalata.12671	Eguineensis.13809
Dalata.12674	Eguineensis.13805
Dalata.12675	Eguineensis.13814
Dalata.12676	Eguineensis.13815
Dalata.12677	Eguineensis.13817
Dalata.12678	Eguineensis.13819
Dalata.12680	Eguineensis.13783
Dalata.12685	Eguineensis.13771
Dalata.12707	Eguineensis.13749
Dalata.12714	Eguineensis.13737
Dalata.12716	Eguineensis.13736
Dalata.12731	Eguineensis.13723
Dalata.12734	Eguineensis.13711
Dalata.12735	Eguineensis.13709
Dalata.12739	Eguineensis.13702
Dalata.12740	Eguineensis.13701
Dalata.12741	Eguineensis.13700
Dalata.12753	Eguineensis.13672
Dalata.12754	Eguineensis.13671
Dalata.12759	Eguineensis.13663
Dalata.12760	Eguineensis.13662
Dalata.12763	Eguineensis.13657
Dalata.12764	Eguineensis.13656
Dalata.12765	Eguineensis.13655
Dalata.12766	Eguineensis.13650
Dalata.12768	Eguineensis.13647
Dalata.12770	Eguineensis.13646
Dalata.12774	Eguineensis.13643
Dalata.12776	Eguineensis.13642
Dalata.12777	Eguineensis.13640
Dalata.12779	Eguineensis.13638
Dalata.12784	Eguineensis.13631
Dalata.12785	Eguineensis.13630
Dalata.12788	Eguineensis.13627
Dalata.12794	Eguineensis.13615
Dalata.12798	Eguineensis.13610
Dalata.12800	Eguineensis.13609
Dalata.12804	Eguineensis.13998
Dalata.12806	Eguineensis.13990
Dalata.12810	Eguineensis.13985
Dalata.12814	Eguineensis.13970
Dalata.12815	Eguineensis.13971
Dalata.12817	Eguineensis.13975
Dalata.12818	Eguineensis.13976
Dalata.12826	Eguineensis.13981
Dalata.12833	Eguineensis.13963
Dalata.12834	Eguineensis.13962
Dalata.12835	Eguineensis.13961
Dalata.12837	Eguineensis.13952
Dalata.12839	Eguineensis.13950
Dalata.12840	Eguineensis.13947
Dalata.12842	Eguineensis.13943
Dalata.12844	Eguineensis.13937
Dalata.12847	Eguineensis.13940
Dalata.12848	Eguineensis.13941
Dalata.12849	Eguineensis.13926
Dalata.12850	Eguineensis.13936
Dalata.12851	Eguineensis.13934
Dalata.12852	Eguineensis.13927
Dalata.12854	Eguineensis.13925
Dalata.12859	Eguineensis.13901
Dalata.12865	Eguineensis.13889
Dalata.12878	Eguineensis.13873
Dalata.12880	Eguineensis.13869
Dalata.12881	Eguineensis.13859
Dalata.12885	Eguineensis.13866
Dalata.12888	Eguineensis.13856
Dalata.12890	Eguineensis.13855
Dalata.12893	Eguineensis.14114
Dalata.12895	Eguineensis.14111
Dalata.12898	Eguineensis.14105
Dalata.12916	Eguineensis.14103
Dalata.12919	Eguineensis.14096
Dalata.12922	Eguineensis.14092
Dalata.12923	Eguineensis.14093
Dalata.12926	Eguineensis.14089
Dalata.12929	Eguineensis.14086
Dalata.12930	Eguineensis.14125
Dalata.12938	Eguineensis.14135
Dalata.12942	Eguineensis.14145
Dalata.12943	Eguineensis.14148
Dalata.12951	Eguineensis.14151
Dalata.12965	Eguineensis.14161
Dalata.12971	Eguineensis.14169
Dalata.12972	Eguineensis.14170
Dalata.12980	Eguineensis.14269
Dalata.12981	Eguineensis.14267
Dalata.12986	Eguineensis.14256
Dalata.12987	Eguineensis.14255
Dalata.12988	Eguineensis.14252
Dalata.12995	Eguineensis.14238
Dalata.13006	Eguineensis.14229
Dalata.13010	Eguineensis.14225
Dalata.13011	Eguineensis.14224
Dalata.13015	Eguineensis.14220
Dalata.13017	Eguineensis.14219
Dalata.13033	Eguineensis.14194
Dalata.13034	Eguineensis.14193
Dalata.12147	Eguineensis.21201
Dalata.12153	Eguineensis.21212
Dalata.12170	Eguineensis.21233
Dalata.12173	Eguineensis.21231
Dalata.12177	Eguineensis.21229
Dalata.12179	Eguineensis.21228
Dalata.12183	Eguineensis.21236
Dalata.12189	Eguineensis.21243
Dalata.12192	Eguineensis.21251
Dalata.12194	Eguineensis.21266
Dalata.12202	Eguineensis.21263
Dalata.13040	Eguineensis.23712
Dalata.13042	Eguineensis.23719
Dalata.13043	Eguineensis.23722
Dalata.13046	Eguineensis.23724
Dalata.13049	Eguineensis.23732
Dalata.13050	Eguineensis.23730
Dalata.13055	Eguineensis.23734
Dalata.13059	Eguineensis.23739
Dalata.13106	Eguineensis.16468
Dalata.13142	Eguineensis.16414
Dalata.13144	Eguineensis.16408
Dalata.13156	Eguineensis.16437
Dalata.13158	Eguineensis.16439
Dalata.13177	Eguineensis.16431
Dalata.13179	Eguineensis.16613
Dalata.13180	Eguineensis.16615
Dalata.13185	Eguineensis.16619
Dalata.13186	Eguineensis.16618
Dalata.13189	Eguineensis.16622
Dalata.13191	Eguineensis.16624
Dalata.13199	Eguineensis.16289
Dalata.13205	Eguineensis.16302
Dalata.13211	Eguineensis.16310
Dalata.13215	Eguineensis.16317
Dalata.13225	Eguineensis.16326
Dalata.13226	Eguineensis.16329
Dalata.13230	Eguineensis.16336
Dalata.13232	Eguineensis.16338
Dalata.13235	Eguineensis.16342
Dalata.13236	Eguineensis.16343
Dalata.13348	Eguineensis.16629
Dalata.13350	Eguineensis.16633
Dalata.13352	Eguineensis.16634
Dalata.13353	Eguineensis.16636
Dalata.13355	Eguineensis.16642
Dalata.13356	Eguineensis.16641
Dalata.13372	Eguineensis.16656
Dalata.13378	Eguineensis.16669
Dalata.13521	Eguineensis.16770
Dalata.13522	Eguineensis.16771
Dalata.13523	Eguineensis.16775
Dalata.13525	Eguineensis.16777
Dalata.13533	Eguineensis.16768
Dalata.13536	Eguineensis.16761
Dalata.13538	Eguineensis.16755
Dalata.13542	Eguineensis.16746
Dalata.13558	Eguineensis.16735
Dalata.13564	Eguineensis.16724
Dalata.13567	Eguineensis.16719
Dalata.13569	Eguineensis.16717
Dalata.13570	Eguineensis.16715
Dalata.13572	Eguineensis.16714
Dalata.13574	Eguineensis.16710
Dalata.13589	Eguineensis.16702
Dalata.13592	Eguineensis.16700
Dalata.13593	Eguineensis.16699
Dalata.13595	Eguineensis.16693
Dalata.13617	Eguineensis.16361
Dalata.13618	Eguineensis.16362
Dalata.13619	Eguineensis.16363
Dalata.13623	Eguineensis.16365
Dalata.13627	Eguineensis.16370
Dalata.13632	Eguineensis.16375
Dalata.13640	Eguineensis.16784
Dalata.13647	Eguineensis.16787
Dalata.13650	Eguineensis.16788
Dalata.13654	Eguineensis.16790
Dalata.13657	Eguineensis.16793
Dalata.13660	Eguineensis.16804
Dalata.13683	Eguineensis.16813
Dalata.13686	Eguineensis.16816
Dalata.13697	Eguineensis.16824
Dalata.13698	Eguineensis.16825
Dalata.13699	Eguineensis.16826
Dalata.13700	Eguineensis.16827
Dalata.13702	Eguineensis.17082
Dalata.13709	Eguineensis.17071
Dalata.13710	Eguineensis.17070
Dalata.13714	Eguineensis.17062
Dalata.13716	Eguineensis.17061
Dalata.13717	Eguineensis.17058
Dalata.13723	Eguineensis.17046
Dalata.13725	Eguineensis.17040
Dalata.13726	Eguineensis.17039
Dalata.13727	Eguineensis.17038
Dalata.13734	Eguineensis.17028
Dalata.13735	Eguineensis.17027
Dalata.13741	Eguineensis.17021
Dalata.13742	Eguineensis.17019
Dalata.13746	Eguineensis.17014
Dalata.13755	Eguineensis.16971
Dalata.13756	Eguineensis.16972
Dalata.13757	Eguineensis.16973
Dalata.13759	Eguineensis.16968
Dalata.13760	Eguineensis.16964
Dalata.13764	Eguineensis.16958
Dalata.13766	Eguineensis.16957
Dalata.13767	Eguineensis.16956
Dalata.13770	Eguineensis.16952
Dalata.13772	Eguineensis.16947
Dalata.13776	Eguineensis.16941
Dalata.13792	Eguineensis.16924
Dalata.13802	Eguineensis.16917
Dalata.13804	Eguineensis.16915
Dalata.13811	Eguineensis.16912
Dalata.13816	Eguineensis.16906
Dalata.13817	Eguineensis.16905
Dalata.13821	Eguineensis.16899
Dalata.13822	Eguineensis.16897
Dalata.13823	Eguineensis.16896
Dalata.13828	Eguineensis.16893
Dalata.13830	Eguineensis.16883
Dalata.13832	Eguineensis.16880
Dalata.13833	Eguineensis.16868
Dalata.13835	Eguineensis.16863
Dalata.13838	Eguineensis.16861
Dalata.13840	Eguineensis.16856
Dalata.13841	Eguineensis.16855
Dalata.13843	Eguineensis.16851
Dalata.13847	Eguineensis.16845
Dalata.13852	Eguineensis.16837
Dalata.13855	Eguineensis.16834
Dalata.13856	Eguineensis.16832
Dalata.13857	Eguineensis.16833
Dalata.13858	Eguineensis.16830
Dalata.13864	Eguineensis.16548
Dalata.13869	Eguineensis.16553
Dalata.13888	Eguineensis.16561
Dalata.13902	Eguineensis.16566
Dalata.13903	Eguineensis.16567
Dalata.13904	Eguineensis.16568
Dalata.13906	Eguineensis.16485
Dalata.13908	Eguineensis.16490
Dalata.13921	Eguineensis.16506
Dalata.13922	Eguineensis.16509
Dalata.13923	Eguineensis.16510
Dalata.13925	Eguineensis.16523
Dalata.13932	Eguineensis.16540
Dalata.13938	Eguineensis.17090
Dalata.13941	Eguineensis.17096
Dalata.13942	Eguineensis.17099
Dalata.13946	Eguineensis.17103
Dalata.13957	Eguineensis.17117
Dalata.13961	Eguineensis.17125
Dalata.13962	Eguineensis.17128
Dalata.13972	Eguineensis.17133
Dalata.13976	Eguineensis.17142
Dalata.13977	Eguineensis.17144
Dalata.13978	Eguineensis.17146
Dalata.13980	Eguineensis.17149
Dalata.13987	Eguineensis.17151
Dalata.13993	Eguineensis.17155
Dalata.14003	Eguineensis.17162
Dalata.14005	Eguineensis.17165
Dalata.14007	Eguineensis.17164
Dalata.14020	Eguineensis.17171
Dalata.14021	Eguineensis.17172
Dalata.14025	Eguineensis.17179
Dalata.14026	Eguineensis.17180
Dalata.14035	Eguineensis.17210
Dalata.14036	Eguineensis.17213
Dalata.14037	Eguineensis.17208
Dalata.14044	Eguineensis.17205
Dalata.14046	Eguineensis.17201
Dalata.14047	Eguineensis.17199
Dalata.14048	Eguineensis.17198
Dalata.14049	Eguineensis.17196
Dalata.14057	Eguineensis.17220
Dalata.14065	Eguineensis.17226
Dalata.14072	Eguineensis.17229
Dalata.14074	Eguineensis.17234
Dalata.14091	Eguineensis.17254
Dalata.14093	Eguineensis.17257
Dalata.14094	Eguineensis.17263
Dalata.14097	Eguineensis.17260
Dalata.14099	Eguineensis.17264
Dalata.14103	Eguineensis.17269
Dalata.14108	Eguineensis.17279
Dalata.14111	Eguineensis.17280
Dalata.14115	Eguineensis.17283
Dalata.14116	Eguineensis.17286
Dalata.14118	Eguineensis.17287
Dalata.14121	Eguineensis.17294
Dalata.14124	Eguineensis.17297
Dalata.14125	Eguineensis.17301
Dalata.14133	Eguineensis.17310
Dalata.14140	Eguineensis.17321
Dalata.14141	Eguineensis.17322
Dalata.13102	Eguineensis.20228
Dalata.13105	Eguineensis.20242
Dalata.13118	Eguineensis.20253
Dalata.13119	Eguineensis.20254
Dalata.13122	Eguineensis.20260
Dalata.13123	Eguineensis.20192
Dalata.13124	Eguineensis.20191
Dalata.13129	Eguineensis.20183
Dalata.13137	Eguineensis.20312
Dalata.13140	Eguineensis.20266
Dalata.13143	Eguineensis.20355
Dalata.13150	Eguineensis.20359
Dalata.13151	Eguineensis.20360
Dalata.13152	Eguineensis.20363
Dalata.13157	Eguineensis.20364
Dalata.13188	Eguineensis.20413
Dalata.13190	Eguineensis.20416
Dalata.13279	Eguineensis.20389
Dalata.13282	Eguineensis.20393
Dalata.13283	Eguineensis.20394
Dalata.13334	Eguineensis.20418
Dalata.13354	Eguineensis.20437
Dalata.13358	Eguineensis.20431
Dalata.13361	Eguineensis.20435
Dalata.13364	Eguineensis.20440
Dalata.13366	Eguineensis.20442
Dalata.13368	Eguineensis.20444
Dalata.13400	Eguineensis.20154
Dalata.13401	Eguineensis.20153
Dalata.13402	Eguineensis.20152
Dalata.13433	Eguineensis.20157
Dalata.13448	Eguineensis.20172
Dalata.13450	Eguineensis.20177
Dalata.13454	Eguineensis.20181
Dalata.13497	Eguineensis.20222
Dalata.13499	Eguineensis.20223
Dalata.13526	Eguineensis.20524
Dalata.13537	Eguineensis.20512
Dalata.13540	Eguineensis.20508
Dalata.13557	Eguineensis.20499
Dalata.13580	Eguineensis.20482
Dalata.13597	Eguineensis.20474
Dalata.13599	Eguineensis.20472
Dalata.13600	Eguineensis.20471
Dalata.13602	Eguineensis.20466
Dalata.13603	Eguineensis.20460
Dalata.13645	Eguineensis.20529
Dalata.13646	Eguineensis.20530
Dalata.13659	Eguineensis.20537
Dalata.13682	Eguineensis.20545
Dalata.13695	Eguineensis.20551
Dalata.13701	Eguineensis.20022
Dalata.13703	Eguineensis.20026
Dalata.13705	Eguineensis.20028
Dalata.13708	Eguineensis.20029
Dalata.13713	Eguineensis.20034
Dalata.13722	Eguineensis.20041
Dalata.13724	Eguineensis.20044
Dalata.13730	Eguineensis.20054
Dalata.13733	Eguineensis.20051
Dalata.13737	Eguineensis.20045
Dalata.13738	Eguineensis.20047
Dalata.13739	Eguineensis.20056
Dalata.13740	Eguineensis.20057
Dalata.13744	Eguineensis.20062
Dalata.13745	Eguineensis.20063
Dalata.13747	Eguineensis.20065
Dalata.13765	Eguineensis.20090
Dalata.13777	Eguineensis.20099
Dalata.13778	Eguineensis.20103
Dalata.13801	Eguineensis.20118
Dalata.13803	Eguineensis.20120
Dalata.13805	Eguineensis.20122
Dalata.13818	Eguineensis.20128
Dalata.13819	Eguineensis.20131
Dalata.13820	Eguineensis.20132
Dalata.13831	Eguineensis.20141
Dalata.13836	Eguineensis.20147
Dalata.13863	Eguineensis.20020
Dalata.13867	Eguineensis.20017
Dalata.13871	Eguineensis.20012
Dalata.13892	Eguineensis.20008
Dalata.13911	Eguineensis.20001
Dalata.13924	Eguineensis.19992
Dalata.13931	Eguineensis.19984
Dalata.13949	Eguineensis.19961
Dalata.13954	Eguineensis.19955
Dalata.13955	Eguineensis.19954
Dalata.13956	Eguineensis.19953
Dalata.13960	Eguineensis.19946
Dalata.13964	Eguineensis.19941
Dalata.13968	Eguineensis.19938
Dalata.13992	Eguineensis.19922
Dalata.13995	Eguineensis.19918
Dalata.14001	Eguineensis.19919
Dalata.14015	Eguineensis.19913
Dalata.14018	Eguineensis.19908
Dalata.14022	Eguineensis.19902
Dalata.14023	Eguineensis.19900
Dalata.14024	Eguineensis.19899
Dalata.14027	Eguineensis.19896
Dalata.14028	Eguineensis.19895
Dalata.14029	Eguineensis.19894
Dalata.14030	Eguineensis.19892
Dalata.14039	Eguineensis.19862
Dalata.14043	Eguineensis.19864
Dalata.14050	Eguineensis.19874
Dalata.14054	Eguineensis.19857
Dalata.14056	Eguineensis.19854
Dalata.14058	Eguineensis.19849
Dalata.14059	Eguineensis.19848
Dalata.14061	Eguineensis.19845
Dalata.14064	Eguineensis.19843
Dalata.14068	Eguineensis.19842
Dalata.14086	Eguineensis.19837
Dalata.14087	Eguineensis.19836
Dalata.14147	Eguineensis.2353
Dalata.14149	Eguineensis.2361
Dalata.14155	Eguineensis.2364
Dalata.14159	Eguineensis.2369
Dalata.14161	Eguineensis.2371
Dalata.14163	Eguineensis.2372
Dalata.14165	Eguineensis.2375
Dalata.14166	Eguineensis.2376
Dalata.14184	Eguineensis.8407
Dalata.14185	Eguineensis.8409
Dalata.14191	Eguineensis.8423
Dalata.14194	Eguineensis.8440
Dalata.14199	Eguineensis.8442
Dalata.14203	Eguineensis.8454
Dalata.14206	Eguineensis.8460
Dalata.14208	Eguineensis.8464
Dalata.14209	Eguineensis.8475
Dalata.14210	Eguineensis.8481
Dalata.14220	Eguineensis.8501
Dalata.14222	Eguineensis.8503
Dalata.14223	Eguineensis.8504
Dalata.14226	Eguineensis.8509
Dalata.14231	Eguineensis.8520
Dalata.14232	Eguineensis.8522
Dalata.14237	Eguineensis.8529
Dalata.14259	Eguineensis.8539
Dalata.14260	Eguineensis.8537
Dalata.14261	Eguineensis.8535
Dalata.14264	Eguineensis.8533
Dalata.14265	Eguineensis.8544
Dalata.14266	Eguineensis.8549
Dalata.14281	Eguineensis.8573
Dalata.14285	Eguineensis.8580
Dalata.14290	Eguineensis.8586
Dalata.14296	Eguineensis.8593
Dalata.14299	Eguineensis.8600
Dalata.14300	Eguineensis.8604
Dalata.14312	Eguineensis.8609
Dalata.14345	Eguineensis.8624
Dalata.14348	Eguineensis.8634
Dalata.14350	Eguineensis.8638
Dalata.14352	Eguineensis.8645
Dalata.14358	Eguineensis.8690
Dalata.14362	Eguineensis.8674
Dalata.14364	Eguineensis.8670
Dalata.14385	Eguineensis.8667
Dalata.14392	Eguineensis.8657
Dalata.14576	Eguineensis.8738
Dalata.14577	Eguineensis.8737
Dalata.14578	Eguineensis.8736
Dalata.14580	Eguineensis.8732
Dalata.14581	Eguineensis.8731
Dalata.14582	Eguineensis.8728
Dalata.14586	Eguineensis.8723
Dalata.14587	Eguineensis.8711
Dalata.14588	Eguineensis.8710
Dalata.14589	Eguineensis.8722
Dalata.14596	Eguineensis.8707
Dalata.14608	Eguineensis.8700
Dalata.14681	Eguineensis.8400
Dalata.14682	Eguineensis.8398
Dalata.14686	Eguineensis.8394
Dalata.14688	Eguineensis.8393
Dalata.14689	Eguineensis.8392
Dalata.14694	Eguineensis.8384
Dalata.14699	Eguineensis.8382
Dalata.14705	Eguineensis.8374
Dalata.14709	Eguineensis.8362
Dalata.14711	Eguineensis.8359
Dalata.14712	Eguineensis.8358
Dalata.14719	Eguineensis.8348
Dalata.14729	Eguineensis.8328
Dalata.14730	Eguineensis.8327
Dalata.14742	Eguineensis.8318
Dalata.14743	Eguineensis.8311
Dalata.14752	Eguineensis.8293
Dalata.14753	Eguineensis.8292
Dalata.14757	Eguineensis.8289
Dalata.14758	Eguineensis.8288
Dalata.14761	Eguineensis.8272
Dalata.14769	Eguineensis.8231
Dalata.14772	Eguineensis.8233
Dalata.14773	Eguineensis.8234
Dalata.14777	Eguineensis.8242
Dalata.14778	Eguineensis.8245
Dalata.14779	Eguineensis.8246
Dalata.14792	Eguineensis.8254
Dalata.14793	Eguineensis.8262
Dalata.14794	Eguineensis.8265
Dalata.14795	Eguineensis.8187
Dalata.14797	Eguineensis.8190
Dalata.14804	Eguineensis.8200
Dalata.14809	Eguineensis.8215
Dalata.14815	Eguineensis.8221
Dalata.14816	Eguineensis.8185
Dalata.14817	Eguineensis.8184
Dalata.14819	Eguineensis.8180
Dalata.14822	Eguineensis.8176
Dalata.14826	Eguineensis.8171
Dalata.14829	Eguineensis.8167
Dalata.14833	Eguineensis.8154
Dalata.14838	Eguineensis.8143
Dalata.14839	Eguineensis.8142
Dalata.14842	Eguineensis.8137
Dalata.14849	Eguineensis.8127
Dalata.14856	Eguineensis.8114
Dalata.14860	Eguineensis.8111
Dalata.14861	Eguineensis.8110
Dalata.14864	Eguineensis.8108
Dalata.14865	Eguineensis.8107
Dalata.14869	Eguineensis.8099
Dalata.14870	Eguineensis.8098
Dalata.14876	Eguineensis.8091
Dalata.14878	Eguineensis.8088
Dalata.14881	Eguineensis.8083
Dalata.14886	Eguineensis.8077
Dalata.14887	Eguineensis.8076
Dalata.14890	Eguineensis.8074
Dalata.14891	Eguineensis.8073
Dalata.14892	Eguineensis.8072
Dalata.14898	Eguineensis.8065
Dalata.14913	Eguineensis.8042
Dalata.14924	Eguineensis.8051
Dalata.14927	Eguineensis.8054
Dalata.14934	Eguineensis.8061
Dalata.14942	Eguineensis.8035
Dalata.14943	Eguineensis.8034
Dalata.14949	Eguineensis.8030
Dalata.14951	Eguineensis.8028
Dalata.14953	Eguineensis.8025
Dalata.14968	Eguineensis.8002
Dalata.14975	Eguineensis.8013
Dalata.14977	Eguineensis.8022
Dalata.14978	Eguineensis.8021
Dalata.14990	Eguineensis.7988
Dalata.14997	Eguineensis.7981
Dalata.14999	Eguineensis.7978
Dalata.15014	Eguineensis.7970
Dalata.15020	Eguineensis.7956
Dalata.15030	Eguineensis.7945
Dalata.15032	Eguineensis.7942
Dalata.15035	Eguineensis.7934
Dalata.15036	Eguineensis.7933
Dalata.15037	Eguineensis.7932
Dalata.15039	Eguineensis.7931
Dalata.15040	Eguineensis.7930
Dalata.15041	Eguineensis.7926
Dalata.15046	Eguineensis.7920
Dalata.15047	Eguineensis.7919
Dalata.15058	Eguineensis.7901
Dalata.15076	Eguineensis.7884
Dalata.14465	Eguineensis.11790
Dalata.14467	Eguineensis.11798
Dalata.14471	Eguineensis.11801
Dalata.14474	Eguineensis.11775
Dalata.14477	Eguineensis.11796
Dalata.14497	Eguineensis.11793
Dalata.14511	Eguineensis.11776
Dalata.14517	Eguineensis.11767
Dalata.14535	Eguineensis.11782
Dalata.14540	Eguineensis.11805
Dalata.14542	Eguineensis.11806
Dalata.14551	Eguineensis.11809
Dalata.14182	Eguineensis.18561
Dalata.14193	Eguineensis.18574
Dalata.14200	Eguineensis.18585
Dalata.14202	Eguineensis.18596
Dalata.14216	Eguineensis.18614
Dalata.14217	Eguineensis.18618
Dalata.14218	Eguineensis.18619
Dalata.14238	Eguineensis.18736
Dalata.14242	Eguineensis.18732
Dalata.14247	Eguineensis.18728
Dalata.14258	Eguineensis.18705
Dalata.14263	Eguineensis.18707
Dalata.14271	Eguineensis.18695
Dalata.14272	Eguineensis.18689
Dalata.14278	Eguineensis.18686
Dalata.14309	Eguineensis.18661
Dalata.14310	Eguineensis.18660
Dalata.14311	Eguineensis.18657
