Dalata.4	Dzingiberensis.15593
Dalata.11346	Dzingiberensis.522
Dalata.11348	Dzingiberensis.523
Dalata.11350	Dzingiberensis.525
Dalata.11351	Dzingiberensis.526
Dalata.11352	Dzingiberensis.527
Dalata.11353	Dzingiberensis.528
Dalata.11354	Dzingiberensis.529
Dalata.11355	Dzingiberensis.530
Dalata.11356	Dzingiberensis.531
Dalata.11357	Dzingiberensis.532
Dalata.11358	Dzingiberensis.533
Dalata.11367	Dzingiberensis.544
Dalata.11368	Dzingiberensis.545
Dalata.11369	Dzingiberensis.546
Dalata.11370	Dzingiberensis.547
Dalata.11371	Dzingiberensis.548
Dalata.11372	Dzingiberensis.549
Dalata.11373	Dzingiberensis.550
Dalata.11374	Dzingiberensis.551
Dalata.11376	Dzingiberensis.552
Dalata.11377	Dzingiberensis.554
Dalata.11379	Dzingiberensis.556
Dalata.11380	Dzingiberensis.557
Dalata.11381	Dzingiberensis.558
Dalata.11382	Dzingiberensis.559
Dalata.11384	Dzingiberensis.561
Dalata.11385	Dzingiberensis.562
Dalata.11386	Dzingiberensis.563
Dalata.11387	Dzingiberensis.565
Dalata.11388	Dzingiberensis.566
Dalata.11389	Dzingiberensis.567
Dalata.11390	Dzingiberensis.568
Dalata.11391	Dzingiberensis.569
Dalata.11392	Dzingiberensis.570
Dalata.11394	Dzingiberensis.571
Dalata.11394	Dzingiberensis.572
Dalata.11394	Dzingiberensis.573
Dalata.11396	Dzingiberensis.575
Dalata.11397	Dzingiberensis.576
Dalata.11401	Dzingiberensis.578
Dalata.11402	Dzingiberensis.581
Dalata.11403	Dzingiberensis.583
Dalata.11404	Dzingiberensis.584
Dalata.11406	Dzingiberensis.585
Dalata.11408	Dzingiberensis.586
Dalata.11409	Dzingiberensis.590
Dalata.11410	Dzingiberensis.591
Dalata.11411	Dzingiberensis.592
Dalata.11412	Dzingiberensis.593
Dalata.11413	Dzingiberensis.594
Dalata.11414	Dzingiberensis.596
Dalata.11415	Dzingiberensis.598
Dalata.11417	Dzingiberensis.600
Dalata.11418	Dzingiberensis.601
Dalata.11419	Dzingiberensis.602
Dalata.11420	Dzingiberensis.603
Dalata.11421	Dzingiberensis.604
Dalata.11422	Dzingiberensis.605
Dalata.11423	Dzingiberensis.606
Dalata.11425	Dzingiberensis.607
Dalata.11426	Dzingiberensis.608
Dalata.11427	Dzingiberensis.609
Dalata.11428	Dzingiberensis.610
Dalata.11429	Dzingiberensis.611
Dalata.11430	Dzingiberensis.612
Dalata.11431	Dzingiberensis.613
Dalata.11432	Dzingiberensis.614
Dalata.11433	Dzingiberensis.615
Dalata.11434	Dzingiberensis.616
Dalata.11435	Dzingiberensis.617
Dalata.11436	Dzingiberensis.618
Dalata.11437	Dzingiberensis.619
Dalata.11438	Dzingiberensis.621
Dalata.11445	Dzingiberensis.622
Dalata.11446	Dzingiberensis.623
Dalata.11447	Dzingiberensis.625
Dalata.11448	Dzingiberensis.626
Dalata.11449	Dzingiberensis.627
Dalata.11452	Dzingiberensis.629
Dalata.11453	Dzingiberensis.630
Dalata.11454	Dzingiberensis.631
Dalata.11456	Dzingiberensis.632
Dalata.11457	Dzingiberensis.633
Dalata.11458	Dzingiberensis.634
Dalata.11460	Dzingiberensis.636
Dalata.11461	Dzingiberensis.637
Dalata.11462	Dzingiberensis.638
Dalata.11467	Dzingiberensis.644
Dalata.11469	Dzingiberensis.646
Dalata.11471	Dzingiberensis.649
Dalata.11472	Dzingiberensis.650
Dalata.11473	Dzingiberensis.651
Dalata.11474	Dzingiberensis.1350
Dalata.11476	Dzingiberensis.1351
Dalata.11477	Dzingiberensis.1343
Dalata.11479	Dzingiberensis.1347
Dalata.11480	Dzingiberensis.1344
Dalata.11480	Dzingiberensis.1345
Dalata.11483	Dzingiberensis.1322
Dalata.11484	Dzingiberensis.1309
Dalata.11485	Dzingiberensis.1311
Dalata.11487	Dzingiberensis.1313
Dalata.11488	Dzingiberensis.1312
Dalata.11490	Dzingiberensis.1315
Dalata.11491	Dzingiberensis.1316
Dalata.11492	Dzingiberensis.1317
Dalata.11497	Dzingiberensis.1318
Dalata.11498	Dzingiberensis.1319
Dalata.11499	Dzingiberensis.1320
Dalata.11504	Dzingiberensis.1308
Dalata.11506	Dzingiberensis.1307
Dalata.11510	Dzingiberensis.1301
Dalata.11511	Dzingiberensis.1305
Dalata.11512	Dzingiberensis.1306
Dalata.11513	Dzingiberensis.1323
Dalata.11516	Dzingiberensis.1324
Dalata.11518	Dzingiberensis.1325
Dalata.11519	Dzingiberensis.1326
Dalata.11522	Dzingiberensis.1327
Dalata.11523	Dzingiberensis.1328
Dalata.11529	Dzingiberensis.1339
Dalata.11530	Dzingiberensis.1331
Dalata.11531	Dzingiberensis.1330
Dalata.11536	Dzingiberensis.1342
Dalata.11548	Dzingiberensis.756
Dalata.11549	Dzingiberensis.755
Dalata.11550	Dzingiberensis.754
Dalata.11551	Dzingiberensis.753
Dalata.11552	Dzingiberensis.752
Dalata.11553	Dzingiberensis.750
Dalata.11554	Dzingiberensis.749
Dalata.11556	Dzingiberensis.751
Dalata.11557	Dzingiberensis.748
Dalata.11558	Dzingiberensis.746
Dalata.11573	Dzingiberensis.745
Dalata.11574	Dzingiberensis.744
Dalata.11575	Dzingiberensis.743
Dalata.11579	Dzingiberensis.742
Dalata.11583	Dzingiberensis.738
Dalata.11583	Dzingiberensis.737
Dalata.11586	Dzingiberensis.736
Dalata.11588	Dzingiberensis.734
Dalata.11589	Dzingiberensis.733
Dalata.11591	Dzingiberensis.731
Dalata.11592	Dzingiberensis.732
Dalata.11596	Dzingiberensis.728
Dalata.11596	Dzingiberensis.729
Dalata.11598	Dzingiberensis.730
Dalata.11599	Dzingiberensis.727
Dalata.11603	Dzingiberensis.725
Dalata.11605	Dzingiberensis.719
Dalata.11607	Dzingiberensis.720
Dalata.11612	Dzingiberensis.718
Dalata.11613	Dzingiberensis.717
Dalata.11614	Dzingiberensis.715
Dalata.11617	Dzingiberensis.713
Dalata.11621	Dzingiberensis.711
Dalata.11622	Dzingiberensis.710
Dalata.11623	Dzingiberensis.709
Dalata.11624	Dzingiberensis.701
Dalata.11628	Dzingiberensis.700
Dalata.11629	Dzingiberensis.699
Dalata.11630	Dzingiberensis.698
Dalata.11639	Dzingiberensis.697
Dalata.11642	Dzingiberensis.694
Dalata.11644	Dzingiberensis.693
Dalata.11645	Dzingiberensis.692
Dalata.11646	Dzingiberensis.691
Dalata.11647	Dzingiberensis.690
Dalata.11651	Dzingiberensis.689
Dalata.11652	Dzingiberensis.688
Dalata.11655	Dzingiberensis.687
Dalata.11656	Dzingiberensis.686
Dalata.11657	Dzingiberensis.685
Dalata.11658	Dzingiberensis.684
Dalata.11659	Dzingiberensis.683
Dalata.11663	Dzingiberensis.680
Dalata.11664	Dzingiberensis.678
Dalata.11666	Dzingiberensis.676
Dalata.11666	Dzingiberensis.677
Dalata.11669	Dzingiberensis.675
Dalata.11671	Dzingiberensis.674
Dalata.11672	Dzingiberensis.673
Dalata.11673	Dzingiberensis.659
Dalata.11675	Dzingiberensis.662
Dalata.11677	Dzingiberensis.663
Dalata.11677	Dzingiberensis.664
Dalata.11681	Dzingiberensis.665
Dalata.11682	Dzingiberensis.666
Dalata.11683	Dzingiberensis.667
Dalata.11685	Dzingiberensis.669
Dalata.11688	Dzingiberensis.671
Dalata.11689	Dzingiberensis.672
Dalata.11691	Dzingiberensis.656
Dalata.11693	Dzingiberensis.655
Dalata.11694	Dzingiberensis.654
Dalata.11695	Dzingiberensis.653
Dalata.11697	Dzingiberensis.1348
Dalata.11699	Dzingiberensis.1352
Dalata.11700	Dzingiberensis.1353
Dalata.11701	Dzingiberensis.1354
Dalata.11702	Dzingiberensis.1355
Dalata.11703	Dzingiberensis.1356
Dalata.11704	Dzingiberensis.1357
Dalata.11705	Dzingiberensis.1358
Dalata.11706	Dzingiberensis.1364
Dalata.11711	Dzingiberensis.1359
Dalata.11712	Dzingiberensis.1360
Dalata.11716	Dzingiberensis.1367
Dalata.11717	Dzingiberensis.1368
Dalata.11718	Dzingiberensis.1370
Dalata.11720	Dzingiberensis.1369
Dalata.11724	Dzingiberensis.1385
Dalata.11725	Dzingiberensis.1381
Dalata.11732	Dzingiberensis.1371
Dalata.11739	Dzingiberensis.1388
Dalata.11740	Dzingiberensis.1389
Dalata.11741	Dzingiberensis.1390
Dalata.11742	Dzingiberensis.1391
Dalata.11743	Dzingiberensis.1392
Dalata.11744	Dzingiberensis.1393
Dalata.11745	Dzingiberensis.1395
Dalata.11746	Dzingiberensis.1396
Dalata.11748	Dzingiberensis.1397
Dalata.11749	Dzingiberensis.1398
Dalata.11750	Dzingiberensis.1399
Dalata.11751	Dzingiberensis.1400
Dalata.11752	Dzingiberensis.1401
Dalata.11754	Dzingiberensis.1403
Dalata.11755	Dzingiberensis.1432
Dalata.11756	Dzingiberensis.1430
Dalata.11760	Dzingiberensis.1427
Dalata.11761	Dzingiberensis.1426
Dalata.11762	Dzingiberensis.1425
Dalata.11763	Dzingiberensis.1424
Dalata.11767	Dzingiberensis.1423
Dalata.11768	Dzingiberensis.1422
Dalata.11769	Dzingiberensis.1421
Dalata.11770	Dzingiberensis.1420
Dalata.11771	Dzingiberensis.1419
Dalata.11772	Dzingiberensis.1418
Dalata.11773	Dzingiberensis.1417
Dalata.11774	Dzingiberensis.1416
Dalata.11775	Dzingiberensis.1415
Dalata.11776	Dzingiberensis.1414
Dalata.11777	Dzingiberensis.1413
Dalata.11778	Dzingiberensis.1412
Dalata.11780	Dzingiberensis.1407
Dalata.11781	Dzingiberensis.1406
Dalata.11782	Dzingiberensis.1405
Dalata.11783	Dzingiberensis.1404
Dalata.11784	Dzingiberensis.1433
Dalata.11786	Dzingiberensis.1434
Dalata.11787	Dzingiberensis.1435
Dalata.11788	Dzingiberensis.1437
Dalata.11789	Dzingiberensis.1440
Dalata.11791	Dzingiberensis.1439
Dalata.11792	Dzingiberensis.1441
Dalata.11793	Dzingiberensis.1443
Dalata.11794	Dzingiberensis.1444
Dalata.11795	Dzingiberensis.1445
Dalata.11799	Dzingiberensis.1447
Dalata.11802	Dzingiberensis.1450
Dalata.11803	Dzingiberensis.1451
Dalata.11804	Dzingiberensis.1452
Dalata.11805	Dzingiberensis.1453
Dalata.11806	Dzingiberensis.1454
Dalata.11807	Dzingiberensis.1455
Dalata.11808	Dzingiberensis.1456
Dalata.11812	Dzingiberensis.1457
Dalata.11813	Dzingiberensis.1458
Dalata.11814	Dzingiberensis.1459
Dalata.11818	Dzingiberensis.1461
Dalata.11820	Dzingiberensis.1463
Dalata.11822	Dzingiberensis.1485
Dalata.11823	Dzingiberensis.1484
Dalata.11824	Dzingiberensis.1483
Dalata.11825	Dzingiberensis.1482
Dalata.11827	Dzingiberensis.1480
Dalata.11828	Dzingiberensis.1479
Dalata.11829	Dzingiberensis.1478
Dalata.11830	Dzingiberensis.1477
Dalata.11831	Dzingiberensis.1476
Dalata.11833	Dzingiberensis.1474
Dalata.11839	Dzingiberensis.1468
Dalata.11841	Dzingiberensis.1466
Dalata.11842	Dzingiberensis.1465
Dalata.11843	Dzingiberensis.1464
Dalata.11849	Dzingiberensis.1486
Dalata.11850	Dzingiberensis.1488
Dalata.11853	Dzingiberensis.1491
Dalata.11854	Dzingiberensis.1492
Dalata.11855	Dzingiberensis.1493
Dalata.11856	Dzingiberensis.1494
Dalata.11857	Dzingiberensis.1495
Dalata.11858	Dzingiberensis.1498
Dalata.11859	Dzingiberensis.1499
Dalata.11859	Dzingiberensis.1500
Dalata.11861	Dzingiberensis.1502
Dalata.11864	Dzingiberensis.1505
Dalata.11868	Dzingiberensis.1490
Dalata.11870	Dzingiberensis.121
Dalata.11871	Dzingiberensis.120
Dalata.11872	Dzingiberensis.119
Dalata.11873	Dzingiberensis.118
Dalata.11874	Dzingiberensis.116
Dalata.11875	Dzingiberensis.115
Dalata.11876	Dzingiberensis.114
Dalata.11877	Dzingiberensis.113
Dalata.11878	Dzingiberensis.112
Dalata.11879	Dzingiberensis.143
Dalata.11880	Dzingiberensis.144
Dalata.11881	Dzingiberensis.145
Dalata.11882	Dzingiberensis.146
Dalata.11883	Dzingiberensis.147
Dalata.11884	Dzingiberensis.148
Dalata.11888	Dzingiberensis.150
Dalata.11888	Dzingiberensis.151
Dalata.11890	Dzingiberensis.154
Dalata.11890	Dzingiberensis.153
Dalata.11892	Dzingiberensis.156
Dalata.11893	Dzingiberensis.157
Dalata.11894	Dzingiberensis.158
Dalata.11895	Dzingiberensis.159
Dalata.11896	Dzingiberensis.160
Dalata.11897	Dzingiberensis.161
Dalata.11898	Dzingiberensis.162
Dalata.11899	Dzingiberensis.163
Dalata.11900	Dzingiberensis.164
Dalata.11901	Dzingiberensis.165
Dalata.11902	Dzingiberensis.166
Dalata.11904	Dzingiberensis.168
Dalata.11906	Dzingiberensis.169
Dalata.11907	Dzingiberensis.170
Dalata.11908	Dzingiberensis.171
Dalata.11909	Dzingiberensis.172
Dalata.11910	Dzingiberensis.173
Dalata.11911	Dzingiberensis.174
Dalata.11912	Dzingiberensis.175
Dalata.11913	Dzingiberensis.176
Dalata.11914	Dzingiberensis.177
Dalata.11915	Dzingiberensis.178
Dalata.11916	Dzingiberensis.179
Dalata.11917	Dzingiberensis.180
Dalata.11918	Dzingiberensis.181
Dalata.11919	Dzingiberensis.182
Dalata.11920	Dzingiberensis.183
Dalata.11921	Dzingiberensis.184
Dalata.11922	Dzingiberensis.185
Dalata.11923	Dzingiberensis.187
Dalata.11924	Dzingiberensis.188
Dalata.11925	Dzingiberensis.189
Dalata.11926	Dzingiberensis.190
Dalata.11927	Dzingiberensis.191
Dalata.11928	Dzingiberensis.192
Dalata.11929	Dzingiberensis.193
Dalata.11930	Dzingiberensis.194
Dalata.11931	Dzingiberensis.195
Dalata.11932	Dzingiberensis.196
Dalata.11932	Dzingiberensis.198
Dalata.11932	Dzingiberensis.197
Dalata.11933	Dzingiberensis.199
Dalata.11934	Dzingiberensis.200
Dalata.11935	Dzingiberensis.201
Dalata.11936	Dzingiberensis.202
Dalata.11937	Dzingiberensis.203
Dalata.11938	Dzingiberensis.205
Dalata.11939	Dzingiberensis.206
Dalata.11940	Dzingiberensis.207
Dalata.11941	Dzingiberensis.208
Dalata.11942	Dzingiberensis.209
Dalata.11943	Dzingiberensis.210
Dalata.11944	Dzingiberensis.211
Dalata.11946	Dzingiberensis.213
Dalata.11947	Dzingiberensis.214
Dalata.11948	Dzingiberensis.215
Dalata.11948	Dzingiberensis.222
Dalata.11948	Dzingiberensis.221
Dalata.11948	Dzingiberensis.220
Dalata.11948	Dzingiberensis.219
Dalata.11948	Dzingiberensis.218
Dalata.11948	Dzingiberensis.217
Dalata.11948	Dzingiberensis.216
Dalata.11949	Dzingiberensis.223
Dalata.11950	Dzingiberensis.224
Dalata.11951	Dzingiberensis.225
Dalata.11952	Dzingiberensis.226
Dalata.11953	Dzingiberensis.227
Dalata.11954	Dzingiberensis.228
Dalata.11955	Dzingiberensis.229
Dalata.11956	Dzingiberensis.230
Dalata.11957	Dzingiberensis.231
Dalata.11959	Dzingiberensis.233
Dalata.11960	Dzingiberensis.234
Dalata.11962	Dzingiberensis.235
Dalata.11963	Dzingiberensis.236
Dalata.11965	Dzingiberensis.240
Dalata.11968	Dzingiberensis.241
Dalata.11969	Dzingiberensis.242
Dalata.11970	Dzingiberensis.243
Dalata.11971	Dzingiberensis.244
Dalata.11972	Dzingiberensis.245
Dalata.11973	Dzingiberensis.246
Dalata.11974	Dzingiberensis.247
Dalata.11975	Dzingiberensis.249
Dalata.11977	Dzingiberensis.250
Dalata.11980	Dzingiberensis.252
Dalata.11981	Dzingiberensis.253
Dalata.11983	Dzingiberensis.255
Dalata.11984	Dzingiberensis.256
Dalata.11985	Dzingiberensis.257
Dalata.11986	Dzingiberensis.258
Dalata.11988	Dzingiberensis.261
Dalata.11989	Dzingiberensis.262
Dalata.11990	Dzingiberensis.263
Dalata.11992	Dzingiberensis.264
Dalata.11994	Dzingiberensis.268
Dalata.11995	Dzingiberensis.269
Dalata.11997	Dzingiberensis.271
Dalata.12000	Dzingiberensis.274
Dalata.12002	Dzingiberensis.276
Dalata.12003	Dzingiberensis.277
Dalata.12004	Dzingiberensis.278
Dalata.12005	Dzingiberensis.279
Dalata.12006	Dzingiberensis.280
Dalata.12007	Dzingiberensis.281
Dalata.12009	Dzingiberensis.283
Dalata.12010	Dzingiberensis.284
Dalata.12012	Dzingiberensis.286
Dalata.12013	Dzingiberensis.287
Dalata.12014	Dzingiberensis.288
Dalata.12015	Dzingiberensis.289
Dalata.12017	Dzingiberensis.290
Dalata.12018	Dzingiberensis.291
Dalata.12019	Dzingiberensis.292
Dalata.12020	Dzingiberensis.293
Dalata.12021	Dzingiberensis.294
Dalata.12023	Dzingiberensis.296
Dalata.12024	Dzingiberensis.297
Dalata.12026	Dzingiberensis.299
Dalata.12027	Dzingiberensis.300
Dalata.12028	Dzingiberensis.301
Dalata.12029	Dzingiberensis.302
Dalata.12031	Dzingiberensis.304
Dalata.12032	Dzingiberensis.305
Dalata.12035	Dzingiberensis.307
Dalata.12036	Dzingiberensis.308
Dalata.12037	Dzingiberensis.309
Dalata.12038	Dzingiberensis.310
Dalata.12039	Dzingiberensis.311
Dalata.12041	Dzingiberensis.313
Dalata.12042	Dzingiberensis.314
Dalata.12043	Dzingiberensis.315
Dalata.12050	Dzingiberensis.317
Dalata.12050	Dzingiberensis.318
Dalata.12051	Dzingiberensis.319
Dalata.12052	Dzingiberensis.320
Dalata.12053	Dzingiberensis.321
Dalata.12054	Dzingiberensis.322
Dalata.12056	Dzingiberensis.346
Dalata.12057	Dzingiberensis.343
Dalata.12057	Dzingiberensis.345
Dalata.12057	Dzingiberensis.344
Dalata.12058	Dzingiberensis.342
Dalata.12059	Dzingiberensis.341
Dalata.12060	Dzingiberensis.340
Dalata.12065	Dzingiberensis.339
Dalata.12066	Dzingiberensis.338
Dalata.12067	Dzingiberensis.337
Dalata.12068	Dzingiberensis.336
Dalata.12071	Dzingiberensis.333
Dalata.12072	Dzingiberensis.332
Dalata.12073	Dzingiberensis.330
Dalata.12075	Dzingiberensis.328
Dalata.12076	Dzingiberensis.327
Dalata.12077	Dzingiberensis.326
Dalata.12078	Dzingiberensis.325
Dalata.12079	Dzingiberensis.324
Dalata.12080	Dzingiberensis.365
Dalata.12081	Dzingiberensis.364
Dalata.12082	Dzingiberensis.363
Dalata.12083	Dzingiberensis.362
Dalata.12084	Dzingiberensis.361
Dalata.12086	Dzingiberensis.359
Dalata.12087	Dzingiberensis.358
Dalata.12088	Dzingiberensis.357
Dalata.12089	Dzingiberensis.356
Dalata.12091	Dzingiberensis.355
Dalata.12098	Dzingiberensis.354
Dalata.12099	Dzingiberensis.353
Dalata.12100	Dzingiberensis.352
Dalata.12101	Dzingiberensis.351
Dalata.12102	Dzingiberensis.350
Dalata.12104	Dzingiberensis.347
Dalata.12104	Dzingiberensis.348
Dalata.12105	Dzingiberensis.349
Dalata.12106	Dzingiberensis.366
Dalata.12107	Dzingiberensis.368
Dalata.12108	Dzingiberensis.369
Dalata.12109	Dzingiberensis.370
Dalata.12110	Dzingiberensis.371
Dalata.12111	Dzingiberensis.372
Dalata.12112	Dzingiberensis.373
Dalata.12113	Dzingiberensis.374
Dalata.12114	Dzingiberensis.375
Dalata.12115	Dzingiberensis.376
Dalata.12116	Dzingiberensis.377
Dalata.12117	Dzingiberensis.378
Dalata.12118	Dzingiberensis.379
Dalata.12119	Dzingiberensis.380
Dalata.12120	Dzingiberensis.381
Dalata.12121	Dzingiberensis.382
Dalata.12122	Dzingiberensis.383
Dalata.12123	Dzingiberensis.384
Dalata.12124	Dzingiberensis.385
Dalata.12125	Dzingiberensis.386
Dalata.12126	Dzingiberensis.387
Dalata.12127	Dzingiberensis.388
Dalata.12128	Dzingiberensis.389
Dalata.12129	Dzingiberensis.390
Dalata.12130	Dzingiberensis.391
Dalata.12131	Dzingiberensis.392
Dalata.12132	Dzingiberensis.393
Dalata.12133	Dzingiberensis.394
Dalata.12134	Dzingiberensis.395
Dalata.12135	Dzingiberensis.396
Dalata.12139	Dzingiberensis.9549
Dalata.12140	Dzingiberensis.9548
Dalata.12143	Dzingiberensis.9546
Dalata.12146	Dzingiberensis.9545
Dalata.12147	Dzingiberensis.9544
Dalata.12148	Dzingiberensis.9543
Dalata.12150	Dzingiberensis.9541
Dalata.12152	Dzingiberensis.9539
Dalata.12153	Dzingiberensis.9538
Dalata.12155	Dzingiberensis.9537
Dalata.12156	Dzingiberensis.9536
Dalata.12157	Dzingiberensis.9535
Dalata.12158	Dzingiberensis.9534
Dalata.12159	Dzingiberensis.9533
Dalata.12160	Dzingiberensis.9532
Dalata.12161	Dzingiberensis.9531
Dalata.12162	Dzingiberensis.9530
Dalata.12163	Dzingiberensis.9529
Dalata.12164	Dzingiberensis.9528
Dalata.12165	Dzingiberensis.9527
Dalata.12166	Dzingiberensis.9526
Dalata.12168	Dzingiberensis.9525
Dalata.12169	Dzingiberensis.9520
Dalata.12170	Dzingiberensis.9519
Dalata.12172	Dzingiberensis.9518
Dalata.12177	Dzingiberensis.9516
Dalata.12178	Dzingiberensis.9515
Dalata.12179	Dzingiberensis.9514
Dalata.12180	Dzingiberensis.9513
Dalata.12182	Dzingiberensis.9512
Dalata.12183	Dzingiberensis.9511
Dalata.12189	Dzingiberensis.9510
Dalata.12190	Dzingiberensis.9509
Dalata.12191	Dzingiberensis.9508
Dalata.12192	Dzingiberensis.9507
Dalata.12193	Dzingiberensis.9506
Dalata.12194	Dzingiberensis.9505
Dalata.12195	Dzingiberensis.9503
Dalata.12196	Dzingiberensis.9502
Dalata.12198	Dzingiberensis.9500
Dalata.12200	Dzingiberensis.9498
Dalata.12201	Dzingiberensis.9497
Dalata.12202	Dzingiberensis.9496
Dalata.12203	Dzingiberensis.9495
Dalata.12205	Dzingiberensis.9494
Dalata.12206	Dzingiberensis.9493
Dalata.12207	Dzingiberensis.9492
Dalata.12208	Dzingiberensis.9491
Dalata.12209	Dzingiberensis.9490
Dalata.12210	Dzingiberensis.9488
Dalata.12211	Dzingiberensis.9487
Dalata.12212	Dzingiberensis.9486
Dalata.12213	Dzingiberensis.9485
Dalata.12214	Dzingiberensis.9484
Dalata.12215	Dzingiberensis.9483
Dalata.12219	Dzingiberensis.9481
Dalata.12220	Dzingiberensis.9480
Dalata.12224	Dzingiberensis.10313
Dalata.12246	Dzingiberensis.10310
Dalata.12248	Dzingiberensis.10305
Dalata.12249	Dzingiberensis.10304
Dalata.12250	Dzingiberensis.10303
Dalata.12251	Dzingiberensis.10297
Dalata.12252	Dzingiberensis.10299
Dalata.12255	Dzingiberensis.10302
Dalata.12261	Dzingiberensis.10296
Dalata.12262	Dzingiberensis.10295
Dalata.12263	Dzingiberensis.10293
Dalata.12266	Dzingiberensis.10292
Dalata.12267	Dzingiberensis.10291
Dalata.12268	Dzingiberensis.10290
Dalata.12273	Dzingiberensis.10287
Dalata.12274	Dzingiberensis.10285
Dalata.12275	Dzingiberensis.10284
Dalata.12276	Dzingiberensis.10329
Dalata.12277	Dzingiberensis.10328
Dalata.12281	Dzingiberensis.10326
Dalata.12282	Dzingiberensis.10321
Dalata.12283	Dzingiberensis.10322
Dalata.12288	Dzingiberensis.10324
Dalata.12289	Dzingiberensis.10325
Dalata.12302	Dzingiberensis.10317
Dalata.12303	Dzingiberensis.10316
Dalata.12298	Dzingiberensis.10255
Dalata.12305	Dzingiberensis.10236
Dalata.12307	Dzingiberensis.10244
Dalata.12309	Dzingiberensis.10245
Dalata.12312	Dzingiberensis.10246
Dalata.12314	Dzingiberensis.10249
Dalata.12315	Dzingiberensis.10250
Dalata.12317	Dzingiberensis.10251
Dalata.12318	Dzingiberensis.10234
Dalata.12319	Dzingiberensis.10233
Dalata.12328	Dzingiberensis.10237
Dalata.12334	Dzingiberensis.10232
Dalata.12337	Dzingiberensis.10257
Dalata.12346	Dzingiberensis.10229
Dalata.12347	Dzingiberensis.10260
Dalata.12348	Dzingiberensis.10227
Dalata.12349	Dzingiberensis.10228
Dalata.12391	Dzingiberensis.10254
Dalata.12392	Dzingiberensis.10253
Dalata.12393	Dzingiberensis.10252
Dalata.12407	Dzingiberensis.10275
Dalata.12409	Dzingiberensis.10274
Dalata.12411	Dzingiberensis.10261
Dalata.12383	Dzingiberensis.10883
Dalata.12384	Dzingiberensis.10884
Dalata.12385	Dzingiberensis.10885
Dalata.12388	Dzingiberensis.10890
Dalata.12394	Dzingiberensis.10888
Dalata.12405	Dzingiberensis.10887
Dalata.12413	Dzingiberensis.10882
Dalata.12421	Dzingiberensis.10881
Dalata.12422	Dzingiberensis.10880
Dalata.12423	Dzingiberensis.10878
Dalata.12424	Dzingiberensis.10877
Dalata.12425	Dzingiberensis.10876
Dalata.12426	Dzingiberensis.10874
Dalata.12427	Dzingiberensis.10871
Dalata.12429	Dzingiberensis.10872
Dalata.12430	Dzingiberensis.10873
Dalata.12431	Dzingiberensis.10875
Dalata.12433	Dzingiberensis.10870
Dalata.12434	Dzingiberensis.10869
Dalata.12435	Dzingiberensis.10868
Dalata.12438	Dzingiberensis.10867
Dalata.12439	Dzingiberensis.10866
Dalata.12443	Dzingiberensis.10865
Dalata.12449	Dzingiberensis.10861
Dalata.12449	Dzingiberensis.10862
Dalata.12450	Dzingiberensis.10860
Dalata.12451	Dzingiberensis.10859
Dalata.12455	Dzingiberensis.10857
Dalata.12457	Dzingiberensis.10854
Dalata.12464	Dzingiberensis.10850
Dalata.12465	Dzingiberensis.10849
Dalata.12466	Dzingiberensis.10844
Dalata.12468	Dzingiberensis.10843
Dalata.12473	Dzingiberensis.10842
Dalata.12475	Dzingiberensis.10841
Dalata.12476	Dzingiberensis.10839
Dalata.12477	Dzingiberensis.10838
Dalata.12478	Dzingiberensis.10837
Dalata.12480	Dzingiberensis.10836
Dalata.12481	Dzingiberensis.10835
Dalata.12483	Dzingiberensis.10834
Dalata.12484	Dzingiberensis.10833
Dalata.12486	Dzingiberensis.10832
Dalata.12487	Dzingiberensis.10830
Dalata.12488	Dzingiberensis.10823
Dalata.12491	Dzingiberensis.10821
Dalata.12492	Dzingiberensis.10820
Dalata.12494	Dzingiberensis.10819
Dalata.12495	Dzingiberensis.10818
Dalata.12499	Dzingiberensis.10817
Dalata.12500	Dzingiberensis.10816
Dalata.12501	Dzingiberensis.10815
Dalata.12504	Dzingiberensis.10812
Dalata.12505	Dzingiberensis.10811
Dalata.12507	Dzingiberensis.10810
Dalata.12508	Dzingiberensis.10809
Dalata.12509	Dzingiberensis.10808
Dalata.12510	Dzingiberensis.10807
Dalata.12511	Dzingiberensis.10806
Dalata.12512	Dzingiberensis.10805
Dalata.12513	Dzingiberensis.10802
Dalata.12514	Dzingiberensis.10801
Dalata.12515	Dzingiberensis.10800
Dalata.12516	Dzingiberensis.10799
Dalata.12519	Dzingiberensis.10798
Dalata.12520	Dzingiberensis.10797
Dalata.12521	Dzingiberensis.10796
Dalata.12522	Dzingiberensis.10795
Dalata.12523	Dzingiberensis.10794
Dalata.12524	Dzingiberensis.10793
Dalata.12528	Dzingiberensis.10791
Dalata.12529	Dzingiberensis.10790
Dalata.12534	Dzingiberensis.10783
Dalata.12534	Dzingiberensis.10785
Dalata.12538	Dzingiberensis.10137
Dalata.12540	Dzingiberensis.10134
Dalata.12541	Dzingiberensis.10133
Dalata.12542	Dzingiberensis.10129
Dalata.12543	Dzingiberensis.10131
Dalata.12545	Dzingiberensis.10128
Dalata.12546	Dzingiberensis.10127
Dalata.12547	Dzingiberensis.10122
Dalata.12548	Dzingiberensis.10121
Dalata.12549	Dzingiberensis.10117
Dalata.12552	Dzingiberensis.10116
Dalata.12553	Dzingiberensis.10109
