Dalata.10	Drotundata.1288
Dalata.20284	Drotundata.24176
Dalata.20285	Drotundata.24203
Dalata.20285	Drotundata.24204
Dalata.20287	Drotundata.35247
Dalata.2029	Drotundata.3675
Dalata.20295	Drotundata.1855
Dalata.2030	Drotundata.3674
Dalata.20300	Drotundata.13507
Dalata.2031	Drotundata.3671
Dalata.2033	Drotundata.3669
Dalata.2034	Drotundata.3667
Dalata.20345	Drotundata.24232
Dalata.20346	Drotundata.24229
Dalata.20349	Drotundata.28920
Dalata.2035	Drotundata.3666
Dalata.20353	Drotundata.24231
Dalata.20354	Drotundata.22731
Dalata.20356	Drotundata.24171
Dalata.20357	Drotundata.24173
Dalata.20358	Drotundata.24187
Dalata.20359	Drotundata.24186
Dalata.2036	Drotundata.3665
Dalata.20360	Drotundata.6357
Dalata.20363	Drotundata.24182
Dalata.20364	Drotundata.24178
Dalata.20368	Drotundata.24313
Dalata.20369	Drotundata.12660
Dalata.20369	Drotundata.12661
Dalata.2037	Drotundata.3664
Dalata.20373	Drotundata.24255
Dalata.20374	Drotundata.24254
Dalata.20375	Drotundata.24251
Dalata.20377	Drotundata.24245
Dalata.20378	Drotundata.1314
Dalata.2038	Drotundata.3663
Dalata.20381	Drotundata.24264
Dalata.20384	Drotundata.24268
Dalata.20388	Drotundata.24166
Dalata.20389	Drotundata.24168
Dalata.20390	Drotundata.10873
Dalata.20394	Drotundata.24165
Dalata.20397	Drotundata.24159
Dalata.2040	Drotundata.3661
Dalata.20400	Drotundata.24157
Dalata.20401	Drotundata.24155
Dalata.20403	Drotundata.24153
Dalata.20405	Drotundata.24150
Dalata.20406	Drotundata.24148
Dalata.20407	Drotundata.24688
Dalata.20408	Drotundata.24690
Dalata.2041	Drotundata.3658
Dalata.20411	Drotundata.24140
Dalata.20412	Drotundata.24139
Dalata.20413	Drotundata.24138
Dalata.20414	Drotundata.24137
Dalata.20415	Drotundata.24136
Dalata.20416	Drotundata.24135
Dalata.20417	Drotundata.24132
Dalata.20419	Drotundata.24131
Dalata.2042	Drotundata.3657
Dalata.20421	Drotundata.24128
Dalata.20422	Drotundata.24127
Dalata.20423	Drotundata.24126
Dalata.20424	Drotundata.24125
Dalata.20425	Drotundata.24085
Dalata.20426	Drotundata.24088
Dalata.20427	Drotundata.13931
Dalata.20428	Drotundata.24089
Dalata.20429	Drotundata.24079
Dalata.20430	Drotundata.24093
Dalata.20432	Drotundata.24095
Dalata.20437	Drotundata.24096
Dalata.20439	Drotundata.24097
Dalata.2044	Drotundata.3654
Dalata.20440	Drotundata.24098
Dalata.20445	Drotundata.24108
Dalata.20446	Drotundata.24074
Dalata.20447	Drotundata.24073
Dalata.20448	Drotundata.24072
Dalata.20449	Drotundata.24071
Dalata.20451	Drotundata.24069
Dalata.20452	Drotundata.24076
Dalata.20454	Drotundata.24077
Dalata.20457	Drotundata.24058
Dalata.20458	Drotundata.24059
Dalata.20459	Drotundata.24061
Dalata.2046	Drotundata.3650
Dalata.20463	Drotundata.24053
Dalata.20466	Drotundata.24025
Dalata.20466	Drotundata.24027
Dalata.20469	Drotundata.24021
Dalata.20470	Drotundata.24020
Dalata.20472	Drotundata.24019
Dalata.20474	Drotundata.24015
Dalata.20476	Drotundata.24013
Dalata.20477	Drotundata.24011
Dalata.20478	Drotundata.24010
Dalata.20479	Drotundata.24009
Dalata.2048	Drotundata.3649
Dalata.20480	Drotundata.24007
Dalata.20481	Drotundata.24006
Dalata.20482	Drotundata.24005
Dalata.20485	Drotundata.24000
Dalata.20486	Drotundata.23999
Dalata.20487	Drotundata.23998
Dalata.20489	Drotundata.23995
Dalata.20490	Drotundata.24031
Dalata.20491	Drotundata.24036
Dalata.20492	Drotundata.24037
Dalata.20495	Drotundata.24039
Dalata.20496	Drotundata.24042
Dalata.20497	Drotundata.24043
Dalata.20498	Drotundata.24045
Dalata.2050	Drotundata.3648
Dalata.20506	Drotundata.23993
Dalata.20507	Drotundata.23992
Dalata.20508	Drotundata.23991
Dalata.20509	Drotundata.23990
Dalata.2051	Drotundata.3647
Dalata.20510	Drotundata.23984
Dalata.20511	Drotundata.23983
Dalata.20512	Drotundata.23982
Dalata.20515	Drotundata.23980
Dalata.20517	Drotundata.23973
Dalata.20518	Drotundata.23972
Dalata.20519	Drotundata.23971
Dalata.20520	Drotundata.23970
Dalata.20522	Drotundata.23968
Dalata.20523	Drotundata.23944
Dalata.20524	Drotundata.23939
Dalata.20526	Drotundata.23942
Dalata.20527	Drotundata.23941
Dalata.20528	Drotundata.23940
Dalata.2053	Drotundata.3645
Dalata.20533	Drotundata.23950
Dalata.20535	Drotundata.23951
Dalata.20537	Drotundata.23952
Dalata.20538	Drotundata.23953
Dalata.20539	Drotundata.23955
Dalata.2054	Drotundata.3644
Dalata.20540	Drotundata.23957
Dalata.20542	Drotundata.34426
Dalata.20543	Drotundata.34425
Dalata.20544	Drotundata.34423
Dalata.20545	Drotundata.34422
Dalata.20546	Drotundata.23933
Dalata.20547	Drotundata.23932
Dalata.20548	Drotundata.23931
Dalata.20549	Drotundata.23930
Dalata.2055	Drotundata.3643
Dalata.20550	Drotundata.23929
Dalata.20553	Drotundata.23927
Dalata.20554	Drotundata.23926
Dalata.20555	Drotundata.23925
Dalata.20558	Drotundata.23924
Dalata.20559	Drotundata.23923
Dalata.2056	Drotundata.3642
Dalata.20560	Drotundata.23922
Dalata.20561	Drotundata.23920
Dalata.20562	Drotundata.23918
Dalata.20563	Drotundata.23917
Dalata.20564	Drotundata.23916
Dalata.20565	Drotundata.23915
Dalata.20566	Drotundata.23914
Dalata.20567	Drotundata.23913
Dalata.20568	Drotundata.23912
Dalata.20569	Drotundata.23911
Dalata.20572	Drotundata.23909
Dalata.20573	Drotundata.23908
Dalata.20574	Drotundata.23907
Dalata.20575	Drotundata.23906
Dalata.20576	Drotundata.23905
Dalata.20577	Drotundata.23904
Dalata.20578	Drotundata.23903
Dalata.20579	Drotundata.23902
Dalata.2058	Drotundata.25397
Dalata.20580	Drotundata.23900
Dalata.20581	Drotundata.23899
Dalata.20583	Drotundata.23898
Dalata.20586	Drotundata.23896
Dalata.20588	Drotundata.23894
Dalata.2059	Drotundata.3641
Dalata.20590	Drotundata.23892
Dalata.20591	Drotundata.23889
Dalata.20594	Drotundata.23886
Dalata.20595	Drotundata.23884
Dalata.20596	Drotundata.23883
Dalata.20597	Drotundata.23882
Dalata.20598	Drotundata.23881
Dalata.20599	Drotundata.23879
Dalata.2060	Drotundata.3638
Dalata.20600	Drotundata.23878
Dalata.20601	Drotundata.23877
Dalata.20602	Drotundata.23876
Dalata.20603	Drotundata.23875
Dalata.20605	Drotundata.23874
Dalata.20606	Drotundata.23872
Dalata.20607	Drotundata.23871
Dalata.20608	Drotundata.23870
Dalata.20609	Drotundata.23868
Dalata.20610	Drotundata.23867
Dalata.20611	Drotundata.23866
Dalata.20613	Drotundata.23865
Dalata.20614	Drotundata.23864
Dalata.20615	Drotundata.23863
Dalata.20616	Drotundata.23862
Dalata.20617	Drotundata.23861
Dalata.20618	Drotundata.23860
Dalata.20619	Drotundata.23859
Dalata.20620	Drotundata.23857
Dalata.20621	Drotundata.23856
Dalata.20622	Drotundata.23832
Dalata.20624	Drotundata.23833
Dalata.20625	Drotundata.23834
Dalata.20626	Drotundata.23835
Dalata.20627	Drotundata.23837
Dalata.20628	Drotundata.23838
Dalata.20629	Drotundata.23839
Dalata.20630	Drotundata.23840
Dalata.20631	Drotundata.23841
Dalata.20632	Drotundata.23843
Dalata.20633	Drotundata.23844
Dalata.20637	Drotundata.23845
Dalata.20638	Drotundata.23846
Dalata.20639	Drotundata.23847
Dalata.20640	Drotundata.23848
Dalata.20643	Drotundata.24012
Dalata.20645	Drotundata.23827
Dalata.20646	Drotundata.23826
Dalata.20647	Drotundata.23825
Dalata.20648	Drotundata.23823
Dalata.20649	Drotundata.23822
Dalata.2065	Drotundata.3634
Dalata.20650	Drotundata.23820
Dalata.20650	Drotundata.23821
Dalata.20651	Drotundata.23819
Dalata.20653	Drotundata.23815
Dalata.20655	Drotundata.23813
Dalata.20656	Drotundata.23812
Dalata.20657	Drotundata.23811
Dalata.20658	Drotundata.23809
Dalata.2066	Drotundata.3633
Dalata.20660	Drotundata.23808
Dalata.20662	Drotundata.23807
Dalata.20663	Drotundata.23805
Dalata.20668	Drotundata.23797
Dalata.20669	Drotundata.23793
Dalata.2067	Drotundata.3632
Dalata.20670	Drotundata.23792
Dalata.20671	Drotundata.23791
Dalata.20672	Drotundata.23790
Dalata.20673	Drotundata.23787
Dalata.20674	Drotundata.23786
Dalata.20675	Drotundata.23785
Dalata.20676	Drotundata.23784
Dalata.20677	Drotundata.23783
Dalata.20678	Drotundata.23782
Dalata.20679	Drotundata.23781
Dalata.2068	Drotundata.3631
Dalata.20683	Drotundata.23780
Dalata.20684	Drotundata.23779
Dalata.20685	Drotundata.23778
Dalata.20686	Drotundata.23776
Dalata.20687	Drotundata.23775
Dalata.20689	Drotundata.23774
Dalata.2069	Drotundata.35045
Dalata.20691	Drotundata.23761
Dalata.20692	Drotundata.23757
Dalata.20693	Drotundata.23756
Dalata.20694	Drotundata.23755
Dalata.20696	Drotundata.23754
Dalata.20697	Drotundata.23753
Dalata.20699	Drotundata.23750
Dalata.20701	Drotundata.23749
Dalata.20702	Drotundata.23748
Dalata.20703	Drotundata.23747
Dalata.20704	Drotundata.23746
Dalata.20706	Drotundata.23745
Dalata.20708	Drotundata.23743
Dalata.20709	Drotundata.23742
Dalata.2071	Drotundata.3629
Dalata.20711	Drotundata.23741
Dalata.20712	Drotundata.23740
Dalata.20713	Drotundata.23739
Dalata.20714	Drotundata.23738
Dalata.20718	Drotundata.23736
Dalata.20719	Drotundata.23734
Dalata.20722	Drotundata.23733
Dalata.20724	Drotundata.23731
Dalata.20725	Drotundata.23730
Dalata.20726	Drotundata.23729
Dalata.20727	Drotundata.23728
Dalata.20728	Drotundata.23727
Dalata.20729	Drotundata.23726
Dalata.20730	Drotundata.23725
Dalata.20731	Drotundata.23724
Dalata.20732	Drotundata.23723
Dalata.20733	Drotundata.23720
Dalata.20733	Drotundata.23721
Dalata.20735	Drotundata.23718
Dalata.20736	Drotundata.23715
Dalata.20737	Drotundata.23713
Dalata.20738	Drotundata.23712
Dalata.2074	Drotundata.35043
Dalata.20755	Drotundata.23701
Dalata.20756	Drotundata.23700
Dalata.2076	Drotundata.3627
Dalata.20760	Drotundata.23697
Dalata.20763	Drotundata.23696
Dalata.20767	Drotundata.23693
Dalata.20768	Drotundata.10098
Dalata.2077	Drotundata.3626
Dalata.20771	Drotundata.23692
Dalata.20773	Drotundata.23691
Dalata.20774	Drotundata.23690
Dalata.20775	Drotundata.23689
Dalata.20776	Drotundata.23688
Dalata.20777	Drotundata.23685
Dalata.20778	Drotundata.23682
Dalata.2078	Drotundata.3625
Dalata.20780	Drotundata.23678
Dalata.20781	Drotundata.23677
Dalata.20782	Drotundata.23676
Dalata.20784	Drotundata.23675
Dalata.20789	Drotundata.23673
Dalata.2079	Drotundata.3624
Dalata.20792	Drotundata.23672
Dalata.20793	Drotundata.23671
Dalata.20794	Drotundata.23670
Dalata.20795	Drotundata.23669
Dalata.20798	Drotundata.23668
Dalata.20799	Drotundata.23667
Dalata.20800	Drotundata.23666
Dalata.20801	Drotundata.23665
Dalata.20802	Drotundata.23664
Dalata.20803	Drotundata.23663
Dalata.20804	Drotundata.23660
Dalata.20808	Drotundata.23651
Dalata.20809	Drotundata.23650
Dalata.20810	Drotundata.23649
Dalata.20811	Drotundata.23648
Dalata.20812	Drotundata.23647
Dalata.20814	Drotundata.16442
Dalata.20818	Drotundata.23645
Dalata.20819	Drotundata.23643
Dalata.2082	Drotundata.3623
Dalata.20821	Drotundata.23638
Dalata.20822	Drotundata.23637
Dalata.20823	Drotundata.23634
Dalata.20826	Drotundata.23632
Dalata.20827	Drotundata.23630
Dalata.20828	Drotundata.23629
Dalata.2083	Drotundata.3622
Dalata.20830	Drotundata.23627
Dalata.20831	Drotundata.23626
Dalata.20832	Drotundata.23625
Dalata.20833	Drotundata.23624
Dalata.20834	Drotundata.23623
Dalata.20835	Drotundata.23622
Dalata.20836	Drotundata.23621
Dalata.20837	Drotundata.23620
Dalata.20838	Drotundata.23619
Dalata.20839	Drotundata.23618
Dalata.2084	Drotundata.3621
Dalata.20840	Drotundata.23617
Dalata.20841	Drotundata.23616
Dalata.20843	Drotundata.23611
Dalata.20843	Drotundata.23612
Dalata.20846	Drotundata.23610
Dalata.20848	Drotundata.23608
Dalata.2085	Drotundata.906
Dalata.20851	Drotundata.23607
Dalata.20854	Drotundata.23551
Dalata.20854	Drotundata.23552
Dalata.20855	Drotundata.23550
Dalata.20856	Drotundata.23549
Dalata.20859	Drotundata.23546
Dalata.20860	Drotundata.23545
Dalata.20861	Drotundata.23544
Dalata.20862	Drotundata.23542
Dalata.20863	Drotundata.23541
Dalata.20864	Drotundata.23540
Dalata.20865	Drotundata.23539
Dalata.20867	Drotundata.23537
Dalata.20868	Drotundata.23536
Dalata.20869	Drotundata.23535
Dalata.2087	Drotundata.3619
Dalata.20871	Drotundata.23533
Dalata.20872	Drotundata.23532
Dalata.20873	Drotundata.23531
Dalata.20874	Drotundata.23530
Dalata.20876	Drotundata.23528
Dalata.20878	Drotundata.23527
Dalata.20880	Drotundata.23525
Dalata.20881	Drotundata.23524
Dalata.20882	Drotundata.23523
Dalata.20883	Drotundata.23522
Dalata.20884	Drotundata.23521
Dalata.20885	Drotundata.23520
Dalata.20886	Drotundata.23519
Dalata.20887	Drotundata.23518
Dalata.20889	Drotundata.23516
Dalata.20889	Drotundata.23517
Dalata.2089	Drotundata.3616
Dalata.20890	Drotundata.23515
Dalata.20892	Drotundata.23513
Dalata.20893	Drotundata.23512
Dalata.20897	Drotundata.23509
Dalata.20898	Drotundata.23507
Dalata.2090	Drotundata.3615
Dalata.20907	Drotundata.34410
Dalata.20908	Drotundata.23506
Dalata.20909	Drotundata.23505
Dalata.2091	Drotundata.3614
Dalata.20910	Drotundata.23504
Dalata.20911	Drotundata.23500
Dalata.20912	Drotundata.23501
Dalata.20914	Drotundata.23499
Dalata.20916	Drotundata.23590
Dalata.2092	Drotundata.3605
Dalata.20920	Drotundata.23591
Dalata.20921	Drotundata.23593
Dalata.20924	Drotundata.23595
Dalata.20926	Drotundata.23597
Dalata.20927	Drotundata.23598
Dalata.20928	Drotundata.23599
Dalata.20929	Drotundata.23600
Dalata.20930	Drotundata.23601
Dalata.20931	Drotundata.23602
Dalata.20932	Drotundata.23603
Dalata.20933	Drotundata.23604
Dalata.20934	Drotundata.23605
Dalata.20935	Drotundata.23606
Dalata.20936	Drotundata.23588
Dalata.20938	Drotundata.23586
Dalata.20940	Drotundata.23584
Dalata.20941	Drotundata.23583
Dalata.20943	Drotundata.23580
Dalata.20944	Drotundata.23579
Dalata.20945	Drotundata.23578
Dalata.20946	Drotundata.23577
Dalata.20947	Drotundata.23576
Dalata.20949	Drotundata.23575
Dalata.2095	Drotundata.3608
Dalata.20950	Drotundata.23574
Dalata.20951	Drotundata.23572
Dalata.20952	Drotundata.23571
Dalata.20953	Drotundata.23570
Dalata.20955	Drotundata.23569
Dalata.20956	Drotundata.23568
Dalata.20957	Drotundata.23567
Dalata.20958	Drotundata.23566
Dalata.20959	Drotundata.23565
Dalata.20960	Drotundata.23562
Dalata.20961	Drotundata.23561
Dalata.20962	Drotundata.23560
Dalata.20965	Drotundata.23559
Dalata.20966	Drotundata.23556
Dalata.20969	Drotundata.24978
Dalata.2097	Drotundata.3609
Dalata.20970	Drotundata.24977
Dalata.20971	Drotundata.24976
Dalata.20972	Drotundata.24971
Dalata.20973	Drotundata.26275
Dalata.20974	Drotundata.24969
Dalata.20975	Drotundata.24967
Dalata.20977	Drotundata.24953
Dalata.20978	Drotundata.24954
Dalata.20979	Drotundata.24955
Dalata.2098	Drotundata.3610
Dalata.20980	Drotundata.24956
Dalata.20981	Drotundata.24957
Dalata.20983	Drotundata.24958
Dalata.20984	Drotundata.24960
Dalata.20985	Drotundata.24961
Dalata.20986	Drotundata.24962
Dalata.20987	Drotundata.24963
Dalata.20988	Drotundata.24964
Dalata.2099	Drotundata.3611
Dalata.20993	Drotundata.24965
Dalata.20995	Drotundata.24949
Dalata.20996	Drotundata.24986
Dalata.20999	Drotundata.24980
Dalata.2100	Drotundata.3612
Dalata.21001	Drotundata.33905
Dalata.21002	Drotundata.33904
Dalata.21003	Drotundata.33903
Dalata.21004	Drotundata.33901
Dalata.21006	Drotundata.33899
Dalata.21007	Drotundata.33898
Dalata.21008	Drotundata.33897
Dalata.21009	Drotundata.33896
Dalata.2101	Drotundata.3613
Dalata.21010	Drotundata.33895
Dalata.21011	Drotundata.33894
Dalata.21012	Drotundata.33893
Dalata.21014	Drotundata.33892
Dalata.21019	Drotundata.32051
Dalata.2102	Drotundata.31104
Dalata.21020	Drotundata.32050
Dalata.21022	Drotundata.32049
Dalata.21023	Drotundata.32048
Dalata.21026	Drotundata.32046
Dalata.21027	Drotundata.32045
Dalata.21028	Drotundata.32044
Dalata.21029	Drotundata.18363
Dalata.21030	Drotundata.32042
Dalata.21031	Drotundata.32041
Dalata.21033	Drotundata.32036
Dalata.21034	Drotundata.32035
Dalata.21035	Drotundata.32034
Dalata.21036	Drotundata.34769
Dalata.21037	Drotundata.34767
Dalata.21039	Drotundata.34765
Dalata.2104	Drotundata.31103
Dalata.21041	Drotundata.34763
Dalata.21042	Drotundata.35270
Dalata.21043	Drotundata.34402
Dalata.21045	Drotundata.25021
Dalata.21047	Drotundata.25019
Dalata.21048	Drotundata.25017
Dalata.21048	Drotundata.25018
Dalata.21049	Drotundata.25016
Dalata.2105	Drotundata.31102
Dalata.21050	Drotundata.25015
Dalata.21051	Drotundata.25014
Dalata.21052	Drotundata.25013
Dalata.21054	Drotundata.25012
Dalata.21055	Drotundata.25011
Dalata.21056	Drotundata.25010
Dalata.21058	Drotundata.25008
Dalata.2106	Drotundata.31101
Dalata.21063	Drotundata.25003
Dalata.21064	Drotundata.25039
Dalata.21066	Drotundata.25037
Dalata.21068	Drotundata.25034
Dalata.21069	Drotundata.25030
Dalata.2107	Drotundata.31100
Dalata.21070	Drotundata.25029
Dalata.21071	Drotundata.25028
Dalata.21072	Drotundata.25027
Dalata.21075	Drotundata.25026
Dalata.21076	Drotundata.25024
Dalata.21076	Drotundata.25025
Dalata.21077	Drotundata.25023
Dalata.21078	Drotundata.35015
Dalata.21079	Drotundata.35014
Dalata.2108	Drotundata.3602
Dalata.21080	Drotundata.25071
Dalata.21083	Drotundata.25068
Dalata.21084	Drotundata.25067
Dalata.21085	Drotundata.25066
Dalata.21086	Drotundata.25065
Dalata.21087	Drotundata.25064
Dalata.21088	Drotundata.25063
Dalata.21089	Drotundata.25062
Dalata.21090	Drotundata.25061
Dalata.21091	Drotundata.25060
Dalata.21092	Drotundata.25058
Dalata.21094	Drotundata.25057
Dalata.21095	Drotundata.25056
Dalata.21096	Drotundata.25055
Dalata.21097	Drotundata.25054
Dalata.211	Drotundata.953
Dalata.2110	Drotundata.3601
Dalata.21101	Drotundata.25050
Dalata.21103	Drotundata.25048
Dalata.21104	Drotundata.25047
Dalata.21107	Drotundata.25044
Dalata.21108	Drotundata.25043
Dalata.2111	Drotundata.3600
Dalata.21111	Drotundata.25041
Dalata.21112	Drotundata.25040
Dalata.21115	Drotundata.25074
Dalata.21116	Drotundata.25077
Dalata.21118	Drotundata.25076
Dalata.21119	Drotundata.25078
Dalata.2112	Drotundata.31107
Dalata.21120	Drotundata.25079
Dalata.21122	Drotundata.25108
Dalata.21123	Drotundata.25110
Dalata.21125	Drotundata.25080
Dalata.21126	Drotundata.25081
Dalata.21129	Drotundata.25083
Dalata.21129	Drotundata.25084
Dalata.2113	Drotundata.31108
Dalata.21131	Drotundata.25085
Dalata.21135	Drotundata.25089
Dalata.21136	Drotundata.25090
Dalata.21138	Drotundata.25087
Dalata.2114	Drotundata.3597
Dalata.21142	Drotundata.25091
Dalata.21143	Drotundata.24183
Dalata.21144	Drotundata.25094
Dalata.21147	Drotundata.25095
Dalata.2115	Drotundata.3572
Dalata.21150	Drotundata.25098
Dalata.21151	Drotundata.25099
Dalata.21152	Drotundata.25102
Dalata.21156	Drotundata.25103
Dalata.21158	Drotundata.25104
Dalata.21159	Drotundata.25106
Dalata.2116	Drotundata.3571
Dalata.21161	Drotundata.25107
Dalata.21164	Drotundata.25113
Dalata.21166	Drotundata.25125
Dalata.21167	Drotundata.25126
Dalata.21167	Drotundata.25127
Dalata.21168	Drotundata.25128
Dalata.21170	Drotundata.25130
Dalata.21171	Drotundata.25132
Dalata.21172	Drotundata.25133
Dalata.21175	Drotundata.25135
Dalata.21176	Drotundata.25140
Dalata.21177	Drotundata.25141
Dalata.21178	Drotundata.25142
Dalata.21180	Drotundata.25144
Dalata.21181	Drotundata.25146
Dalata.21182	Drotundata.25147
Dalata.21183	Drotundata.25136
Dalata.21184	Drotundata.25137
Dalata.21185	Drotundata.25138
Dalata.21186	Drotundata.25148
Dalata.21187	Drotundata.25154
Dalata.21188	Drotundata.25153
Dalata.21189	Drotundata.25150
Dalata.2119	Drotundata.3578
Dalata.21190	Drotundata.25157
Dalata.21191	Drotundata.25158
Dalata.21192	Drotundata.25160
Dalata.21193	Drotundata.25161
Dalata.21195	Drotundata.25166
Dalata.21196	Drotundata.25170
Dalata.212	Drotundata.1029
Dalata.2120	Drotundata.3574
Dalata.21200	Drotundata.25172
Dalata.21201	Drotundata.25185
Dalata.21202	Drotundata.25186
Dalata.21203	Drotundata.25241
Dalata.21204	Drotundata.25197
Dalata.2121	Drotundata.3575
Dalata.21210	Drotundata.25191
Dalata.21214	Drotundata.25200
Dalata.21218	Drotundata.25190
Dalata.21225	Drotundata.25203
Dalata.21226	Drotundata.25232
Dalata.21228	Drotundata.25229
Dalata.21229	Drotundata.25228
Dalata.2123	Drotundata.3577
Dalata.21234	Drotundata.25373
Dalata.21235	Drotundata.25351
Dalata.21236	Drotundata.25391
Dalata.21237	Drotundata.25388
Dalata.21238	Drotundata.25386
Dalata.21240	Drotundata.25384
Dalata.21244	Drotundata.25340
Dalata.21245	Drotundata.25360
Dalata.21269	Drotundata.25465
Dalata.21273	Drotundata.25255
Dalata.21275	Drotundata.25482
Dalata.21276	Drotundata.25475
Dalata.21277	Drotundata.25470
Dalata.21278	Drotundata.25468
Dalata.2128	Drotundata.3580
Dalata.21281	Drotundata.25466
Dalata.21282	Drotundata.25467
Dalata.21283	Drotundata.25234
Dalata.21284	Drotundata.25481
Dalata.21286	Drotundata.25459
Dalata.21287	Drotundata.25222
Dalata.21292	Drotundata.2041
Dalata.2130	Drotundata.3582
Dalata.21302	Drotundata.23895
Dalata.21303	Drotundata.23896
Dalata.21338	Drotundata.29786
Dalata.21345	Drotundata.25347
Dalata.21346	Drotundata.25348
Dalata.21348	Drotundata.34568
Dalata.21351	Drotundata.25355
Dalata.21352	Drotundata.25331
Dalata.21356	Drotundata.25327
Dalata.21358	Drotundata.25326
Dalata.2136	Drotundata.3586
Dalata.21361	Drotundata.25334
Dalata.21361	Drotundata.25335
Dalata.21362	Drotundata.25305
Dalata.21363	Drotundata.25302
Dalata.21364	Drotundata.25300
Dalata.21365	Drotundata.33081
Dalata.21367	Drotundata.25321
Dalata.21369	Drotundata.25323
Dalata.2137	Drotundata.3587
Dalata.21373	Drotundata.25283
Dalata.21376	Drotundata.25281
Dalata.21377	Drotundata.25280
Dalata.21378	Drotundata.25287
Dalata.2138	Drotundata.3588
Dalata.21380	Drotundata.25278
Dalata.21381	Drotundata.25274
Dalata.21384	Drotundata.29686
Dalata.21385	Drotundata.25276
Dalata.21388	Drotundata.25290
Dalata.21389	Drotundata.25291
Dalata.21390	Drotundata.25292
Dalata.21391	Drotundata.25293
Dalata.21392	Drotundata.25296
Dalata.21394	Drotundata.25317
Dalata.21395	Drotundata.25271
Dalata.21396	Drotundata.25269
Dalata.21397	Drotundata.25265
Dalata.21398	Drotundata.25264
Dalata.21399	Drotundata.25263
Dalata.214	Drotundata.615
Dalata.2140	Drotundata.3590
Dalata.21401	Drotundata.25262
Dalata.21402	Drotundata.25261
Dalata.21403	Drotundata.25259
Dalata.21404	Drotundata.15670
Dalata.21406	Drotundata.25253
Dalata.21409	Drotundata.25251
Dalata.21410	Drotundata.25249
Dalata.21411	Drotundata.25248
Dalata.21413	Drotundata.25240
Dalata.21415	Drotundata.25236
Dalata.21416	Drotundata.25220
Dalata.21418	Drotundata.25218
Dalata.21419	Drotundata.25217
Dalata.2142	Drotundata.3591
Dalata.21421	Drotundata.25216
Dalata.21422	Drotundata.25216
Dalata.21423	Drotundata.25246
Dalata.21424	Drotundata.25245
Dalata.21427	Drotundata.25410
Dalata.21428	Drotundata.25409
Dalata.21429	Drotundata.15650
Dalata.2143	Drotundata.3592
Dalata.21432	Drotundata.25479
Dalata.21433	Drotundata.25416
Dalata.21434	Drotundata.25421
Dalata.21435	Drotundata.25426
Dalata.21436	Drotundata.25432
Dalata.21438	Drotundata.25433
Dalata.21440	Drotundata.25436
Dalata.21442	Drotundata.25439
Dalata.21444	Drotundata.25489
Dalata.21445	Drotundata.25490
Dalata.21446	Drotundata.25492
Dalata.21447	Drotundata.25493
Dalata.21448	Drotundata.25494
Dalata.2145	Drotundata.3593
Dalata.21452	Drotundata.14013
Dalata.21455	Drotundata.25504
Dalata.21457	Drotundata.25510
Dalata.21459	Drotundata.25511
Dalata.2146	Drotundata.3594
Dalata.21461	Drotundata.25540
Dalata.21463	Drotundata.25519
Dalata.21464	Drotundata.25522
Dalata.21468	Drotundata.25528
Dalata.21469	Drotundata.25529
Dalata.2147	Drotundata.32101
Dalata.21470	Drotundata.25570
Dalata.21471	Drotundata.25569
Dalata.21474	Drotundata.25566
Dalata.21477	Drotundata.28476
Dalata.21478	Drotundata.25564
Dalata.21479	Drotundata.25563
Dalata.2148	Drotundata.32100
Dalata.21480	Drotundata.25562
Dalata.21481	Drotundata.25561
Dalata.21483	Drotundata.25554
Dalata.21484	Drotundata.25553
Dalata.21485	Drotundata.25552
Dalata.21486	Drotundata.25550
Dalata.21488	Drotundata.7456
Dalata.2149	Drotundata.32098
Dalata.21492	Drotundata.25531
Dalata.21492	Drotundata.25532
Dalata.21493	Drotundata.25533
Dalata.21494	Drotundata.25534
Dalata.21495	Drotundata.25535
Dalata.21499	Drotundata.25571
Dalata.215	Drotundata.820
Dalata.2150	Drotundata.32097
Dalata.21501	Drotundata.25496
Dalata.21502	Drotundata.25497
Dalata.21503	Drotundata.25498
Dalata.21504	Drotundata.25500
Dalata.21505	Drotundata.25502
Dalata.21506	Drotundata.25503
Dalata.21507	Drotundata.25583
Dalata.21508	Drotundata.25584
Dalata.21509	Drotundata.25585
Dalata.21510	Drotundata.25586
Dalata.21511	Drotundata.25587
Dalata.21512	Drotundata.25588
Dalata.21513	Drotundata.25589
Dalata.21514	Drotundata.25590
Dalata.21515	Drotundata.25591
Dalata.21516	Drotundata.25592
Dalata.2152	Drotundata.32096
Dalata.21520	Drotundata.25595
Dalata.21521	Drotundata.25599
Dalata.21523	Drotundata.25603
Dalata.21524	Drotundata.25605
Dalata.21525	Drotundata.25639
Dalata.21526	Drotundata.25637
Dalata.2153	Drotundata.32095
Dalata.21531	Drotundata.25616
Dalata.21532	Drotundata.25615
Dalata.21533	Drotundata.25614
Dalata.21534	Drotundata.25613
Dalata.21535	Drotundata.25612
Dalata.21536	Drotundata.25609
Dalata.21537	Drotundata.25619
Dalata.21538	Drotundata.25620
Dalata.2154	Drotundata.3558
Dalata.21540	Drotundata.25625
Dalata.21541	Drotundata.25626
Dalata.21542	Drotundata.25628
Dalata.21544	Drotundata.25629
Dalata.21545	Drotundata.25630
Dalata.21546	Drotundata.25631
