Dalata.11	Dalata.23565
Dalata.6582	Dalata.12220
Dalata.6585	Dalata.17007
Dalata.6586	Dalata.12217
Dalata.6593	Dalata.12211
Dalata.6598	Dalata.12209
Dalata.6599	Dalata.12207
Dalata.6602	Dalata.12206
Dalata.6603	Dalata.12205
Dalata.6607	Dalata.12203
Dalata.6608	Dalata.12202
Dalata.6611	Dalata.16988
Dalata.6613	Dalata.13852
Dalata.6614	Dalata.12199
Dalata.6616	Dalata.12685
Dalata.6620	Dalata.12201
Dalata.6621	Dalata.14358
Dalata.6622	Dalata.12192
Dalata.6623	Dalata.16978
Dalata.6631	Dalata.23148
Dalata.6635	Dalata.23931
Dalata.6643	Dalata.12168
Dalata.6645	Dalata.12165
Dalata.6646	Dalata.12164
Dalata.6647	Dalata.12163
Dalata.6648	Dalata.12162
Dalata.6653	Dalata.12157
Dalata.6654	Dalata.12156
Dalata.6655	Dalata.12155
Dalata.6656	Dalata.12152
Dalata.6659	Dalata.17268
Dalata.6660	Dalata.23170
Dalata.6663	Dalata.12146
Dalata.6666	Dalata.16944
Dalata.6674	Dalata.18766
Dalata.6675	Dalata.18778
Dalata.6678	Dalata.11200
Dalata.6686	Dalata.22659
Dalata.6691	Dalata.22655
Dalata.6692	Dalata.19828
Dalata.6699	Dalata.22648
Dalata.6701	Dalata.21398
Dalata.6702	Dalata.10631
Dalata.6703	Dalata.22641
Dalata.6704	Dalata.21406
Dalata.6705	Dalata.18176
Dalata.6706	Dalata.8263
Dalata.6707	Dalata.8075
Dalata.6708	Dalata.22627
Dalata.6709	Dalata.22617
Dalata.6711	Dalata.22615
Dalata.6717	Dalata.22611
Dalata.6720	Dalata.8006
Dalata.6721	Dalata.7990
Dalata.6722	Dalata.7989
Dalata.6725	Dalata.23326
Dalata.6734	Dalata.21584
Dalata.6737	Dalata.21594
Dalata.6739	Dalata.6942
Dalata.6740	Dalata.21596
Dalata.6741	Dalata.21597
Dalata.6744	Dalata.22528
Dalata.6751	Dalata.21615
Dalata.6754	Dalata.21618
Dalata.6757	Dalata.21626
Dalata.6761	Dalata.22484
Dalata.6763	Dalata.24351
Dalata.6773	Dalata.7007
Dalata.6774	Dalata.21641
Dalata.6778	Dalata.21644
Dalata.6781	Dalata.21647
Dalata.6783	Dalata.21649
Dalata.6784	Dalata.21654
Dalata.6786	Dalata.21655
Dalata.6788	Dalata.21657
Dalata.6791	Dalata.24664
Dalata.6793	Dalata.6977
Dalata.6794	Dalata.21659
Dalata.6796	Dalata.21661
Dalata.6797	Dalata.22431
Dalata.6799	Dalata.7042
Dalata.6805	Dalata.21675
Dalata.6812	Dalata.21680
Dalata.6813	Dalata.21681
Dalata.6815	Dalata.21683
Dalata.6824	Dalata.8225
Dalata.6826	Dalata.21714
Dalata.6827	Dalata.21713
Dalata.6831	Dalata.21709
Dalata.6832	Dalata.21708
Dalata.6837	Dalata.23980
Dalata.6840	Dalata.21703
Dalata.6841	Dalata.21702
Dalata.6846	Dalata.21729
Dalata.6847	Dalata.21730
Dalata.6849	Dalata.21732
Dalata.6851	Dalata.7349
Dalata.6852	Dalata.21736
Dalata.6853	Dalata.21737
Dalata.6858	Dalata.21711
Dalata.6859	Dalata.21739
Dalata.6860	Dalata.21740
Dalata.6861	Dalata.21742
Dalata.6863	Dalata.21744
Dalata.6864	Dalata.21745
Dalata.6869	Dalata.21755
Dalata.6873	Dalata.21846
Dalata.6876	Dalata.21772
Dalata.6878	Dalata.8139
Dalata.6879	Dalata.21575
Dalata.6880	Dalata.21779
Dalata.6881	Dalata.21781
Dalata.6886	Dalata.21786
Dalata.6892	Dalata.8117
Dalata.6900	Dalata.21558
Dalata.6903	Dalata.21554
Dalata.6909	Dalata.21802
Dalata.6910	Dalata.8108
Dalata.6911	Dalata.21812
Dalata.6912	Dalata.21813
Dalata.6913	Dalata.21816
Dalata.6914	Dalata.21818
Dalata.6915	Dalata.8102
Dalata.6916	Dalata.21509
Dalata.6917	Dalata.21833
Dalata.6923	Dalata.21844
Dalata.6928	Dalata.22590
Dalata.6936	Dalata.22576
Dalata.6937	Dalata.22540
Dalata.6941	Dalata.22544
Dalata.6945	Dalata.21585
Dalata.6947	Dalata.22573
Dalata.6952	Dalata.22519
Dalata.6953	Dalata.22521
Dalata.6955	Dalata.22522
Dalata.6956	Dalata.22523
Dalata.6965	Dalata.22532
Dalata.6973	Dalata.21621
Dalata.6976	Dalata.22507
Dalata.6978	Dalata.22445
Dalata.6981	Dalata.22448
Dalata.6983	Dalata.22449
Dalata.6986	Dalata.22452
Dalata.6988	Dalata.22453
Dalata.6989	Dalata.22454
Dalata.6990	Dalata.22456
Dalata.6992	Dalata.22457
Dalata.6994	Dalata.22459
Dalata.6995	Dalata.21653
Dalata.6998	Dalata.22460
Dalata.7001	Dalata.22468
Dalata.7002	Dalata.22469
Dalata.7006	Dalata.24012
Dalata.7009	Dalata.22479
Dalata.7011	Dalata.22481
Dalata.7012	Dalata.22482
Dalata.7013	Dalata.22218
Dalata.7014	Dalata.22500
Dalata.7016	Dalata.22491
Dalata.7017	Dalata.21627
Dalata.7018	Dalata.22493
Dalata.7019	Dalata.22495
Dalata.7024	Dalata.21385
Dalata.7026	Dalata.22437
Dalata.7028	Dalata.23460
Dalata.7029	Dalata.22434
Dalata.7035	Dalata.22429
Dalata.7036	Dalata.22428
Dalata.7037	Dalata.22427
Dalata.7038	Dalata.22426
Dalata.7040	Dalata.22424
Dalata.7047	Dalata.22418
Dalata.7048	Dalata.22417
Dalata.7050	Dalata.22413
Dalata.7051	Dalata.22412
Dalata.7053	Dalata.21676
Dalata.7055	Dalata.22408
Dalata.7056	Dalata.22405
Dalata.7057	Dalata.21682
Dalata.7059	Dalata.22397
Dalata.7064	Dalata.22392
Dalata.7069	Dalata.16490
Dalata.7071	Dalata.8767
Dalata.7076	Dalata.19631
Dalata.7078	Dalata.22694
Dalata.7080	Dalata.19612
Dalata.7084	Dalata.11178
Dalata.7085	Dalata.19634
Dalata.7086	Dalata.10286
Dalata.7087	Dalata.19636
Dalata.7090	Dalata.11369
Dalata.7091	Dalata.19755
Dalata.7094	Dalata.7472
Dalata.7095	Dalata.19641
Dalata.7099	Dalata.10268
Dalata.7101	Dalata.19540
Dalata.7102	Dalata.19541
Dalata.7104	Dalata.10383
Dalata.7107	Dalata.19599
Dalata.7111	Dalata.19594
Dalata.7112	Dalata.19587
Dalata.7119	Dalata.19649
Dalata.7120	Dalata.19652
Dalata.7122	Dalata.13016
Dalata.7125	Dalata.12897
Dalata.7131	Dalata.19664
Dalata.7135	Dalata.16397
Dalata.7148	Dalata.19684
Dalata.7151	Dalata.10231
Dalata.7152	Dalata.19402
Dalata.7160	Dalata.10209
Dalata.7164	Dalata.20962
Dalata.7166	Dalata.10184
Dalata.7167	Dalata.8704
Dalata.7175	Dalata.19697
Dalata.7180	Dalata.19694
Dalata.7183	Dalata.10136
Dalata.7186	Dalata.19712
Dalata.7193	Dalata.10108
Dalata.7195	Dalata.19721
Dalata.7200	Dalata.19728
Dalata.7206	Dalata.12548
Dalata.7216	Dalata.10060
Dalata.7223	Dalata.19739
Dalata.7225	Dalata.10051
Dalata.7228	Dalata.10040
Dalata.7230	Dalata.19741
Dalata.7236	Dalata.10029
Dalata.7244	Dalata.9491
Dalata.7245	Dalata.17782
Dalata.7246	Dalata.18499
Dalata.7259	Dalata.9881
Dalata.7262	Dalata.22537
Dalata.7268	Dalata.24109
Dalata.7274	Dalata.24103
Dalata.7277	Dalata.24101
Dalata.7279	Dalata.24100
Dalata.7280	Dalata.8272
Dalata.7281	Dalata.24096
Dalata.7283	Dalata.24092
Dalata.7287	Dalata.24087
Dalata.7288	Dalata.24086
Dalata.7289	Dalata.24075
Dalata.7291	Dalata.24502
Dalata.7293	Dalata.8303
Dalata.7294	Dalata.9732
Dalata.7295	Dalata.24072
Dalata.7296	Dalata.24070
Dalata.7298	Dalata.24068
Dalata.7303	Dalata.8329
Dalata.7305	Dalata.8324
Dalata.7309	Dalata.8318
Dalata.7310	Dalata.24049
Dalata.7311	Dalata.14189
Dalata.7312	Dalata.24048
Dalata.7327	Dalata.24033
Dalata.7335	Dalata.8357
Dalata.7336	Dalata.24023
Dalata.7337	Dalata.8360
Dalata.7339	Dalata.24018
Dalata.7343	Dalata.20948
Dalata.7352	Dalata.24014
Dalata.7356	Dalata.24009
Dalata.7363	Dalata.24002
Dalata.7364	Dalata.24001
Dalata.7365	Dalata.8428
Dalata.7366	Dalata.24000
Dalata.7367	Dalata.23997
Dalata.7369	Dalata.8421
Dalata.7370	Dalata.8416
Dalata.7372	Dalata.23993
Dalata.7376	Dalata.23992
Dalata.7377	Dalata.23987
Dalata.7381	Dalata.14265
Dalata.7382	Dalata.23986
Dalata.7384	Dalata.23978
Dalata.7387	Dalata.12614
Dalata.7388	Dalata.14280
Dalata.7391	Dalata.23965
Dalata.7395	Dalata.23962
Dalata.7396	Dalata.14290
Dalata.7397	Dalata.8527
Dalata.7398	Dalata.16946
Dalata.7399	Dalata.23958
Dalata.7402	Dalata.23959
Dalata.7405	Dalata.23954
Dalata.7408	Dalata.10395
Dalata.7409	Dalata.23950
Dalata.7413	Dalata.12150
Dalata.7414	Dalata.8576
Dalata.7415	Dalata.8577
Dalata.7418	Dalata.23938
Dalata.7419	Dalata.21582
Dalata.7421	Dalata.23934
Dalata.7427	Dalata.7893
Dalata.7430	Dalata.14398
Dalata.7431	Dalata.14396
Dalata.7433	Dalata.23504
Dalata.7442	Dalata.23475
Dalata.7451	Dalata.14364
Dalata.7453	Dalata.23913
Dalata.7462	Dalata.23922
Dalata.7463	Dalata.14390
Dalata.7465	Dalata.8615
Dalata.7473	Dalata.23527
Dalata.7474	Dalata.8722
Dalata.7475	Dalata.23532
Dalata.7478	Dalata.9918
Dalata.7479	Dalata.23537
Dalata.7480	Dalata.23538
Dalata.7481	Dalata.23545
Dalata.7482	Dalata.9911
Dalata.7483	Dalata.9912
Dalata.7485	Dalata.23553
Dalata.7487	Dalata.23556
Dalata.7489	Dalata.23559
Dalata.7491	Dalata.9899
Dalata.7492	Dalata.23561
Dalata.7494	Dalata.23568
Dalata.7495	Dalata.23569
Dalata.7496	Dalata.11971
Dalata.7502	Dalata.7861
Dalata.7509	Dalata.21210
Dalata.7512	Dalata.23870
Dalata.7514	Dalata.23867
Dalata.7517	Dalata.14604
Dalata.7518	Dalata.21058
Dalata.7550	Dalata.20333
Dalata.7561	Dalata.23865
Dalata.7573	Dalata.23694
Dalata.7576	Dalata.23858
Dalata.7584	Dalata.23659
Dalata.7585	Dalata.23660
Dalata.7590	Dalata.21483
Dalata.7599	Dalata.23683
Dalata.7601	Dalata.23685
Dalata.7614	Dalata.19906
Dalata.7616	Dalata.22660
Dalata.7619	Dalata.23655
Dalata.7620	Dalata.23654
Dalata.7622	Dalata.23651
Dalata.7623	Dalata.23649
Dalata.7628	Dalata.23643
Dalata.7632	Dalata.23638
Dalata.7647	Dalata.23633
Dalata.7655	Dalata.23629
Dalata.7660	Dalata.23625
Dalata.7665	Dalata.23620
Dalata.7666	Dalata.23612
Dalata.7686	Dalata.23598
Dalata.7688	Dalata.23594
Dalata.7689	Dalata.23593
Dalata.7690	Dalata.17931
Dalata.7694	Dalata.9864
Dalata.7695	Dalata.23583
Dalata.7697	Dalata.23591
Dalata.7700	Dalata.17779
Dalata.7709	Dalata.7832
Dalata.7712	Dalata.23842
Dalata.7713	Dalata.8736
Dalata.7714	Dalata.19496
Dalata.7716	Dalata.23834
Dalata.7721	Dalata.23832
Dalata.7729	Dalata.12837
Dalata.7734	Dalata.16104
Dalata.7735	Dalata.23851
Dalata.7741	Dalata.8750
Dalata.7747	Dalata.14468
Dalata.7748	Dalata.14478
Dalata.7750	Dalata.23900
Dalata.7752	Dalata.23691
Dalata.7753	Dalata.20731
Dalata.7755	Dalata.21216
Dalata.7760	Dalata.23898
Dalata.7764	Dalata.23891
Dalata.7784	Dalata.23875
Dalata.7801	Dalata.23748
Dalata.7802	Dalata.25175
Dalata.7807	Dalata.20976
Dalata.7810	Dalata.14464
Dalata.7811	Dalata.13287
Dalata.7813	Dalata.21079
Dalata.7815	Dalata.7940
Dalata.7821	Dalata.14611
Dalata.7826	Dalata.18798
Dalata.7828	Dalata.21178
Dalata.7829	Dalata.21180
Dalata.7838	Dalata.20960
Dalata.7839	Dalata.23745
Dalata.7849	Dalata.8207
Dalata.7851	Dalata.8194
Dalata.7852	Dalata.23749
Dalata.7854	Dalata.23754
Dalata.7856	Dalata.23755
Dalata.7863	Dalata.23765
Dalata.7866	Dalata.23242
Dalata.7869	Dalata.23770
Dalata.7870	Dalata.23772
Dalata.7871	Dalata.23774
Dalata.7877	Dalata.23775
Dalata.7878	Dalata.23776
Dalata.7889	Dalata.23785
Dalata.7890	Dalata.21364
Dalata.7895	Dalata.23791
Dalata.7900	Dalata.23795
Dalata.7901	Dalata.23800
Dalata.7905	Dalata.23807
Dalata.7907	Dalata.8729
Dalata.7912	Dalata.19353
Dalata.7915	Dalata.23826
Dalata.7918	Dalata.23828
Dalata.7920	Dalata.23831
Dalata.7925	Dalata.22602
Dalata.7928	Dalata.22604
Dalata.7930	Dalata.14835
Dalata.7932	Dalata.23704
Dalata.7934	Dalata.22194
Dalata.7939	Dalata.21084
Dalata.7960	Dalata.21102
Dalata.7961	Dalata.21103
Dalata.7962	Dalata.21104
Dalata.7964	Dalata.21105
Dalata.7966	Dalata.21113
Dalata.7967	Dalata.21114
Dalata.7968	Dalata.21115
Dalata.7971	Dalata.21119
Dalata.7972	Dalata.21120
Dalata.7973	Dalata.21125
Dalata.7979	Dalata.21150
Dalata.7982	Dalata.21155
Dalata.7983	Dalata.21159
Dalata.7987	Dalata.23321
Dalata.7995	Dalata.21163
Dalata.8008	Dalata.23323
Dalata.8009	Dalata.21166
Dalata.8019	Dalata.21152
Dalata.8022	Dalata.21126
Dalata.8024	Dalata.23735
Dalata.8025	Dalata.23732
Dalata.8048	Dalata.23786
Dalata.8060	Dalata.21411
Dalata.8061	Dalata.21415
Dalata.8064	Dalata.21416
Dalata.8073	Dalata.21443
Dalata.8074	Dalata.21445
Dalata.8076	Dalata.21448
Dalata.8077	Dalata.21471
Dalata.8080	Dalata.8508
Dalata.8081	Dalata.21476
Dalata.8083	Dalata.21485
Dalata.8085	Dalata.9348
Dalata.8087	Dalata.21492
Dalata.8091	Dalata.21495
Dalata.8092	Dalata.21502
Dalata.8093	Dalata.21504
Dalata.8097	Dalata.21505
Dalata.8098	Dalata.21507
Dalata.8103	Dalata.21513
Dalata.8104	Dalata.21815
Dalata.8111	Dalata.21533
Dalata.8113	Dalata.21539
Dalata.8122	Dalata.21561
Dalata.8123	Dalata.21562
Dalata.8126	Dalata.21571
Dalata.8127	Dalata.20856
Dalata.8131	Dalata.21573
Dalata.8138	Dalata.21576
Dalata.8140	Dalata.21579
Dalata.8141	Dalata.16203
Dalata.8144	Dalata.18361
Dalata.8148	Dalata.21769
Dalata.8151	Dalata.21861
Dalata.8152	Dalata.21860
Dalata.8157	Dalata.21857
Dalata.8162	Dalata.21051
Dalata.8165	Dalata.21049
Dalata.8166	Dalata.21048
Dalata.8167	Dalata.21046
Dalata.8176	Dalata.21038
Dalata.8182	Dalata.21034
Dalata.8183	Dalata.21033
Dalata.8186	Dalata.21025
Dalata.8191	Dalata.21020
Dalata.8199	Dalata.21719
Dalata.8200	Dalata.21007
Dalata.8201	Dalata.21006
Dalata.8221	Dalata.20987
Dalata.8223	Dalata.20984
Dalata.8224	Dalata.20983
Dalata.8226	Dalata.24630
Dalata.8236	Dalata.22400
Dalata.8244	Dalata.14146
Dalata.8250	Dalata.24104
Dalata.8252	Dalata.14149
Dalata.8253	Dalata.14151
Dalata.8256	Dalata.14156
Dalata.8260	Dalata.14157
Dalata.8266	Dalata.14161
Dalata.8274	Dalata.19345
Dalata.8277	Dalata.14168
Dalata.8279	Dalata.24095
Dalata.8280	Dalata.16245
Dalata.8288	Dalata.18962
Dalata.8290	Dalata.24091
Dalata.8292	Dalata.18528
Dalata.8293	Dalata.14176
Dalata.8296	Dalata.14177
Dalata.8298	Dalata.14178
Dalata.8299	Dalata.14179
Dalata.8307	Dalata.17743
Dalata.8308	Dalata.14185
Dalata.8310	Dalata.24067
Dalata.8312	Dalata.14187
Dalata.8320	Dalata.14190
Dalata.8333	Dalata.24041
Dalata.8334	Dalata.14196
Dalata.8336	Dalata.20098
Dalata.8339	Dalata.14198
Dalata.8340	Dalata.14199
Dalata.8343	Dalata.24035
Dalata.8350	Dalata.14203
Dalata.8359	Dalata.14208
Dalata.8367	Dalata.14209
Dalata.8374	Dalata.22930
Dalata.8385	Dalata.14212
Dalata.8390	Dalata.14215
Dalata.8391	Dalata.14216
Dalata.8399	Dalata.24017
Dalata.8400	Dalata.23990
Dalata.8417	Dalata.14253
Dalata.8423	Dalata.14252
Dalata.8424	Dalata.14251
Dalata.8425	Dalata.14250
Dalata.8427	Dalata.14249
Dalata.8429	Dalata.24140
Dalata.8432	Dalata.14247
Dalata.8433	Dalata.24177
Dalata.8435	Dalata.14245
Dalata.8436	Dalata.14242
Dalata.8442	Dalata.14236
Dalata.8443	Dalata.24008
Dalata.8446	Dalata.24010
Dalata.8462	Dalata.14223
Dalata.8466	Dalata.14221
Dalata.8487	Dalata.14264
Dalata.8502	Dalata.14277
Dalata.8503	Dalata.14279
Dalata.8509	Dalata.23964
Dalata.8511	Dalata.14283
Dalata.8517	Dalata.21999
Dalata.8536	Dalata.23171
Dalata.8537	Dalata.23956
Dalata.8538	Dalata.14298
Dalata.8545	Dalata.17196
Dalata.8546	Dalata.23952
Dalata.8562	Dalata.23264
Dalata.8570	Dalata.14330
Dalata.8571	Dalata.14331
Dalata.8573	Dalata.14332
Dalata.8579	Dalata.14342
Dalata.8582	Dalata.14344
Dalata.8584	Dalata.23941
Dalata.8587	Dalata.14346
Dalata.8593	Dalata.14348
Dalata.8598	Dalata.14351
Dalata.8600	Dalata.14354
Dalata.8602	Dalata.18016
Dalata.8606	Dalata.23926
Dalata.8611	Dalata.14392
Dalata.8613	Dalata.14391
Dalata.8614	Dalata.23923
Dalata.8624	Dalata.14389
Dalata.8632	Dalata.14379
Dalata.8633	Dalata.23910
Dalata.8643	Dalata.23481
Dalata.8654	Dalata.10227
Dalata.8660	Dalata.23497
Dalata.8661	Dalata.16444
Dalata.8667	Dalata.14400
Dalata.8670	Dalata.23512
Dalata.8673	Dalata.11499
Dalata.8676	Dalata.14399
Dalata.8680	Dalata.14394
Dalata.8687	Dalata.14406
Dalata.8696	Dalata.14417
Dalata.8716	Dalata.16504
Dalata.8734	Dalata.14431
Dalata.8741	Dalata.20599
Dalata.8746	Dalata.9806
Dalata.8759	Dalata.14535
Dalata.8773	Dalata.24353
Dalata.8774	Dalata.14436
Dalata.8777	Dalata.16062
Dalata.8783	Dalata.23833
Dalata.8789	Dalata.14459
Dalata.8811	Dalata.14542
Dalata.8812	Dalata.14544
Dalata.8825	Dalata.22474
Dalata.8835	Dalata.9099
Dalata.8839	Dalata.14570
Dalata.8840	Dalata.14574
Dalata.8841	Dalata.14573
Dalata.8842	Dalata.14579
Dalata.8875	Dalata.14583
Dalata.8885	Dalata.17099
Dalata.8887	Dalata.14588
Dalata.8892	Dalata.14595
Dalata.8895	Dalata.21195
Dalata.8897	Dalata.14319
Dalata.8908	Dalata.15935
Dalata.8909	Dalata.23864
Dalata.8917	Dalata.14622
Dalata.8925	Dalata.14623
Dalata.8930	Dalata.19550
Dalata.8937	Dalata.23181
Dalata.8939	Dalata.14627
Dalata.8942	Dalata.23690
Dalata.8950	Dalata.11485
Dalata.8974	Dalata.14633
Dalata.8975	Dalata.14634
Dalata.8976	Dalata.22190
Dalata.8980	Dalata.14636
Dalata.8982	Dalata.14637
Dalata.8983	Dalata.14638
Dalata.8987	Dalata.14640
Dalata.9017	Dalata.14642
Dalata.9019	Dalata.14643
Dalata.9027	Dalata.22179
Dalata.9028	Dalata.14645
Dalata.9034	Dalata.14648
Dalata.9037	Dalata.11536
Dalata.9038	Dalata.11479
Dalata.9041	Dalata.14650
Dalata.9043	Dalata.13426
Dalata.9054	Dalata.20284
Dalata.9055	Dalata.14652
Dalata.9057	Dalata.14653
Dalata.9058	Dalata.13555
Dalata.9064	Dalata.11474
Dalata.9070	Dalata.22455
Dalata.9072	Dalata.17870
Dalata.9075	Dalata.14593
Dalata.9082	Dalata.23305
Dalata.9085	Dalata.23303
Dalata.9086	Dalata.14659
Dalata.9088	Dalata.11704
Dalata.9090	Dalata.14663
Dalata.9091	Dalata.17776
Dalata.9092	Dalata.11497
Dalata.9093	Dalata.23311
Dalata.9095	Dalata.14665
Dalata.9101	Dalata.23313
Dalata.9105	Dalata.14671
Dalata.9116	Dalata.23016
Dalata.9119	Dalata.14675
Dalata.9121	Dalata.11716
Dalata.9126	Dalata.14679
Dalata.9127	Dalata.21609
Dalata.9130	Dalata.17586
Dalata.9135	Dalata.17705
Dalata.9146	Dalata.16501
Dalata.9148	Dalata.14689
Dalata.9152	Dalata.23452
Dalata.9153	Dalata.14691
Dalata.9154	Dalata.14693
Dalata.9156	Dalata.14692
Dalata.9157	Dalata.14694
Dalata.9161	Dalata.14704
Dalata.9162	Dalata.14703
Dalata.9164	Dalata.14701
Dalata.9167	Dalata.14705
Dalata.9174	Dalata.11760
Dalata.9175	Dalata.22389
Dalata.9177	Dalata.21692
Dalata.9180	Dalata.14708
Dalata.9182	Dalata.14710
Dalata.9183	Dalata.14711
Dalata.9184	Dalata.23438
Dalata.9185	Dalata.14716
Dalata.9190	Dalata.23414
Dalata.9194	Dalata.14721
Dalata.9196	Dalata.23405
Dalata.9197	Dalata.23404
Dalata.9200	Dalata.14727
Dalata.9203	Dalata.14731
Dalata.9205	Dalata.14733
Dalata.9208	Dalata.14734
Dalata.9211	Dalata.14741
Dalata.9212	Dalata.23392
Dalata.9213	Dalata.14738
Dalata.9221	Dalata.14745
Dalata.9222	Dalata.14746
Dalata.9223	Dalata.14747
Dalata.9225	Dalata.14754
Dalata.9226	Dalata.11818
Dalata.9227	Dalata.14748
Dalata.9231	Dalata.14800
Dalata.9237	Dalata.14805
Dalata.9241	Dalata.14807
Dalata.9243	Dalata.14808
Dalata.9244	Dalata.21883
Dalata.9247	Dalata.21877
Dalata.9248	Dalata.11876
Dalata.9249	Dalata.14766
Dalata.9251	Dalata.11875
Dalata.9253	Dalata.23328
Dalata.9254	Dalata.14768
Dalata.9255	Dalata.14774
Dalata.9258	Dalata.14777
Dalata.9259	Dalata.23340
Dalata.9260	Dalata.11868
Dalata.9262	Dalata.14791
Dalata.9263	Dalata.11864
Dalata.9266	Dalata.11859
Dalata.9269	Dalata.23645
Dalata.9270	Dalata.14792
Dalata.9275	Dalata.14793
Dalata.9276	Dalata.11822
Dalata.9277	Dalata.14794
Dalata.9278	Dalata.14765
Dalata.9280	Dalata.23351
Dalata.9281	Dalata.14764
Dalata.9282	Dalata.14762
Dalata.9286	Dalata.11825
Dalata.9289	Dalata.14759
Dalata.9292	Dalata.11830
Dalata.9296	Dalata.11834
Dalata.9299	Dalata.11841
Dalata.9301	Dalata.14867
Dalata.9302	Dalata.21948
Dalata.9304	Dalata.14873
Dalata.9306	Dalata.14877
Dalata.9308	Dalata.14878
Dalata.9310	Dalata.21983
Dalata.9311	Dalata.14879
Dalata.9312	Dalata.14880
Dalata.9314	Dalata.14883
Dalata.9315	Dalata.11934
Dalata.9317	Dalata.21977
Dalata.9318	Dalata.14885
Dalata.9320	Dalata.14888
Dalata.9321	Dalata.14896
Dalata.9322	Dalata.14895
Dalata.9328	Dalata.14932
Dalata.9329	Dalata.14818
Dalata.9331	Dalata.14796
Dalata.9334	Dalata.14797
Dalata.9339	Dalata.14839
Dalata.9342	Dalata.14853
Dalata.9344	Dalata.14854
Dalata.9346	Dalata.14855
Dalata.9347	Dalata.14850
Dalata.9350	Dalata.14848
Dalata.9353	Dalata.21927
Dalata.9354	Dalata.14843
Dalata.9355	Dalata.21923
Dalata.9363	Dalata.14837
Dalata.9364	Dalata.14836
Dalata.9401	Dalata.14931
Dalata.9402	Dalata.21961
Dalata.9406	Dalata.14930
Dalata.9408	Dalata.21987
Dalata.9409	Dalata.14925
Dalata.9413	Dalata.11949
Dalata.9415	Dalata.14922
Dalata.9417	Dalata.14915
Dalata.9419	Dalata.14907
Dalata.9424	Dalata.14938
Dalata.9425	Dalata.14940
Dalata.9426	Dalata.21997
Dalata.9427	Dalata.14943
Dalata.9428	Dalata.11960
Dalata.9429	Dalata.14950
Dalata.9430	Dalata.11965
Dalata.9436	Dalata.14978
Dalata.9446	Dalata.14970
Dalata.9447	Dalata.14969
Dalata.9448	Dalata.11976
Dalata.9449	Dalata.11977
Dalata.9450	Dalata.14967
Dalata.9452	Dalata.14982
Dalata.9454	Dalata.14985
Dalata.9455	Dalata.12198
Dalata.9456	Dalata.14986
Dalata.9458	Dalata.14987
Dalata.9459	Dalata.14988
Dalata.9460	Dalata.14989
Dalata.9462	Dalata.14991
Dalata.9464	Dalata.22025
Dalata.9465	Dalata.14997
Dalata.9468	Dalata.14999
Dalata.9471	Dalata.15009
Dalata.9472	Dalata.22031
Dalata.9474	Dalata.15011
Dalata.9475	Dalata.11993
Dalata.9477	Dalata.22036
Dalata.9479	Dalata.15016
Dalata.9480	Dalata.15017
Dalata.9481	Dalata.15018
Dalata.9494	Dalata.12000
Dalata.9495	Dalata.22048
Dalata.9496	Dalata.12007
Dalata.9498	Dalata.9755
Dalata.9499	Dalata.15026
Dalata.9501	Dalata.15027
Dalata.9502	Dalata.22053
Dalata.9503	Dalata.15030
Dalata.9506	Dalata.21727
Dalata.9507	Dalata.22058
Dalata.9508	Dalata.15033
Dalata.9510	Dalata.22061
Dalata.9512	Dalata.15034
Dalata.9513	Dalata.15037
Dalata.9514	Dalata.22066
Dalata.9515	Dalata.22067
Dalata.9518	Dalata.15042
Dalata.9519	Dalata.15045
Dalata.9521	Dalata.15046
Dalata.9522	Dalata.15047
Dalata.9523	Dalata.22071
Dalata.9525	Dalata.15048
Dalata.9527	Dalata.15049
Dalata.9530	Dalata.15053
Dalata.9536	Dalata.15055
Dalata.9537	Dalata.22077
Dalata.9539	Dalata.15059
Dalata.9540	Dalata.12033
Dalata.9542	Dalata.15060
Dalata.9543	Dalata.12037
Dalata.9545	Dalata.12038
Dalata.9547	Dalata.12042
Dalata.9550	Dalata.15069
Dalata.9554	Dalata.15073
Dalata.9557	Dalata.15074
Dalata.9560	Dalata.12073
Dalata.9561	Dalata.15079
Dalata.9564	Dalata.12067
Dalata.9568	Dalata.18481
Dalata.9569	Dalata.15082
Dalata.9572	Dalata.22123
Dalata.9577	Dalata.22129
Dalata.9580	Dalata.15095
Dalata.9583	Dalata.22146
Dalata.9588	Dalata.12083
Dalata.9590	Dalata.15103
Dalata.9595	Dalata.10210
Dalata.9599	Dalata.15530
Dalata.9603	Dalata.17507
Dalata.9609	Dalata.17529
Dalata.9613	Dalata.17542
Dalata.9614	Dalata.17546
Dalata.9616	Dalata.17548
Dalata.9617	Dalata.17549
Dalata.9620	Dalata.15231
Dalata.9621	Dalata.17557
Dalata.9622	Dalata.17559
Dalata.9623	Dalata.11629
Dalata.9626	Dalata.15279
Dalata.9629	Dalata.17571
Dalata.9636	Dalata.17574
Dalata.9641	Dalata.17575
Dalata.9642	Dalata.17576
Dalata.9643	Dalata.17578
Dalata.9645	Dalata.17580
Dalata.9650	Dalata.17585
Dalata.9657	Dalata.11380
Dalata.9669	Dalata.15261
Dalata.9670	Dalata.22279
Dalata.9672	Dalata.17597
Dalata.9675	Dalata.15300
Dalata.9676	Dalata.15303
Dalata.9677	Dalata.15305
Dalata.9679	Dalata.17606
Dalata.9682	Dalata.17609
Dalata.9683	Dalata.17612
