Dalata.18	Dalata.14141
Dalata.11433	Dalata.19465
Dalata.11436	Dalata.19460
Dalata.11438	Dalata.19459
Dalata.11445	Dalata.19456
Dalata.11461	Dalata.19439
Dalata.11462	Dalata.19438
Dalata.11473	Dalata.19435
Dalata.11659	Dalata.19416
Dalata.11662	Dalata.19414
Dalata.11683	Dalata.19427
Dalata.11880	Dalata.21885
Dalata.11882	Dalata.21886
Dalata.11884	Dalata.21887
Dalata.11885	Dalata.21891
Dalata.11888	Dalata.21894
Dalata.11894	Dalata.21897
Dalata.11896	Dalata.21899
Dalata.11898	Dalata.21904
Dalata.11902	Dalata.21908
Dalata.11903	Dalata.21910
Dalata.11906	Dalata.21912
Dalata.11907	Dalata.21913
Dalata.11908	Dalata.21914
Dalata.11909	Dalata.21916
Dalata.11916	Dalata.21926
Dalata.11922	Dalata.21942
Dalata.11933	Dalata.21979
Dalata.11939	Dalata.21968
Dalata.11956	Dalata.21998
Dalata.11961	Dalata.22005
Dalata.11970	Dalata.22012
Dalata.11972	Dalata.22010
Dalata.11973	Dalata.22009
Dalata.11978	Dalata.22016
Dalata.11979	Dalata.22017
Dalata.11981	Dalata.22020
Dalata.11984	Dalata.22024
Dalata.11992	Dalata.22033
Dalata.11994	Dalata.22035
Dalata.11995	Dalata.22038
Dalata.11998	Dalata.22043
Dalata.11999	Dalata.22045
Dalata.12001	Dalata.22047
Dalata.12014	Dalata.22063
Dalata.12015	Dalata.22064
Dalata.12023	Dalata.22073
Dalata.12031	Dalata.22082
Dalata.12036	Dalata.22092
Dalata.12040	Dalata.22098
Dalata.12059	Dalata.22121
Dalata.12065	Dalata.22118
Dalata.12070	Dalata.22116
Dalata.12075	Dalata.22113
Dalata.12077	Dalata.22112
Dalata.12079	Dalata.22103
Dalata.12088	Dalata.22148
Dalata.12089	Dalata.22144
Dalata.12103	Dalata.22131
Dalata.12115	Dalata.22157
Dalata.12121	Dalata.22159
Dalata.11703	Dalata.23372
Dalata.11746	Dalata.23462
Dalata.11747	Dalata.23458
Dalata.11748	Dalata.23457
Dalata.11749	Dalata.23455
Dalata.11753	Dalata.23450
Dalata.11761	Dalata.23443
Dalata.11766	Dalata.23439
Dalata.11769	Dalata.23436
Dalata.11770	Dalata.23423
Dalata.11773	Dalata.23420
Dalata.11775	Dalata.23418
Dalata.11777	Dalata.23417
Dalata.11778	Dalata.23416
Dalata.11782	Dalata.23407
Dalata.11794	Dalata.23397
Dalata.11797	Dalata.23398
Dalata.11801	Dalata.23395
Dalata.11802	Dalata.23394
Dalata.11805	Dalata.23393
Dalata.11826	Dalata.23360
Dalata.11827	Dalata.23361
Dalata.11831	Dalata.23365
Dalata.11835	Dalata.23367
Dalata.11838	Dalata.23370
Dalata.11848	Dalata.23355
Dalata.11849	Dalata.23353
Dalata.11850	Dalata.23349
Dalata.11853	Dalata.23346
Dalata.11873	Dalata.23333
Dalata.11874	Dalata.23332
Dalata.15259	Dalata.22282
Dalata.15266	Dalata.22275
Dalata.15267	Dalata.22272
Dalata.15292	Dalata.22284
Dalata.15294	Dalata.22287
Dalata.15325	Dalata.22329
Dalata.15333	Dalata.22338
Dalata.15339	Dalata.22342
Dalata.15389	Dalata.22380
Dalata.15392	Dalata.22377
Dalata.15400	Dalata.22372
Dalata.15410	Dalata.22354
Dalata.15411	Dalata.22352
Dalata.15413	Dalata.22351
Dalata.15416	Dalata.22347
Dalata.15363	Dalata.23280
Dalata.15372	Dalata.23284
Dalata.15374	Dalata.23285
Dalata.15377	Dalata.23286
Dalata.15378	Dalata.23287
Dalata.15418	Dalata.23278
Dalata.15424	Dalata.23277
Dalata.15427	Dalata.23274
Dalata.15430	Dalata.23263
Dalata.15431	Dalata.23265
Dalata.15433	Dalata.23266
Dalata.15434	Dalata.23267
Dalata.15440	Dalata.23269
Dalata.15447	Dalata.23259
Dalata.15448	Dalata.23258
Dalata.15449	Dalata.23255
Dalata.15452	Dalata.23254
Dalata.15453	Dalata.23252
Dalata.15456	Dalata.23246
Dalata.15459	Dalata.23244
Dalata.15473	Dalata.23236
Dalata.15475	Dalata.23233
Dalata.15477	Dalata.23232
Dalata.15495	Dalata.23184
Dalata.15508	Dalata.23188
Dalata.15517	Dalata.23204
Dalata.15518	Dalata.23203
Dalata.15519	Dalata.23202
Dalata.15520	Dalata.23198
Dalata.15538	Dalata.23196
Dalata.15543	Dalata.23209
Dalata.15553	Dalata.23211
Dalata.15560	Dalata.23213
Dalata.15704	Dalata.22780
Dalata.15713	Dalata.22829
Dalata.15919	Dalata.22847
Dalata.15955	Dalata.22762
Dalata.15970	Dalata.22865
Dalata.16007	Dalata.22874
Dalata.16041	Dalata.22832
Dalata.16046	Dalata.22835
Dalata.16048	Dalata.22840
Dalata.17197	Dalata.22893
Dalata.17201	Dalata.22898
Dalata.17207	Dalata.22910
Dalata.17211	Dalata.22911
Dalata.17224	Dalata.22933
Dalata.17229	Dalata.22948
Dalata.17233	Dalata.22951
Dalata.17239	Dalata.22963
Dalata.17241	Dalata.22964
Dalata.17245	Dalata.22968
Dalata.17258	Dalata.22983
Dalata.17259	Dalata.22986
Dalata.17260	Dalata.22988
Dalata.17262	Dalata.22993
Dalata.17265	Dalata.22998
Dalata.17266	Dalata.23000
Dalata.17267	Dalata.23004
Dalata.17270	Dalata.23006
Dalata.17271	Dalata.23007
Dalata.17279	Dalata.23021
Dalata.17282	Dalata.23025
Dalata.17286	Dalata.23029
Dalata.17304	Dalata.23043
Dalata.17312	Dalata.23057
Dalata.17315	Dalata.23058
Dalata.17318	Dalata.23063
Dalata.17324	Dalata.23079
Dalata.17332	Dalata.23133
Dalata.17337	Dalata.23128
Dalata.17339	Dalata.23130
Dalata.17345	Dalata.23118
Dalata.17355	Dalata.23108
Dalata.17356	Dalata.23107
Dalata.17358	Dalata.23105
Dalata.17373	Dalata.23092
