Dalata.126	Ddumetorum.20355
Dalata.11205	Ddumetorum.13640
Dalata.11206	Ddumetorum.13641
Dalata.11207	Ddumetorum.13642
Dalata.11209	Ddumetorum.13643
Dalata.11210	Ddumetorum.13644
Dalata.11212	Ddumetorum.13645
Dalata.11214	Ddumetorum.13649
Dalata.11215	Ddumetorum.13650
Dalata.11216	Ddumetorum.13651
Dalata.11217	Ddumetorum.13652
Dalata.11218	Ddumetorum.13653
Dalata.11219	Ddumetorum.13654
Dalata.11220	Ddumetorum.13655
Dalata.11223	Ddumetorum.13656
Dalata.11224	Ddumetorum.13657
Dalata.11225	Ddumetorum.13658
Dalata.11226	Ddumetorum.13659
Dalata.11227	Ddumetorum.13660
Dalata.11228	Ddumetorum.13661
Dalata.11229	Ddumetorum.13662
Dalata.11230	Ddumetorum.13665
Dalata.11234	Ddumetorum.13666
Dalata.11802	Ddumetorum.16150
Dalata.11803	Ddumetorum.16149
Dalata.11806	Ddumetorum.16147
Dalata.11807	Ddumetorum.16145
Dalata.11810	Ddumetorum.16143
Dalata.11476	Ddumetorum.16315
Dalata.11477	Ddumetorum.16322
Dalata.11483	Ddumetorum.16393
Dalata.11484	Ddumetorum.16376
Dalata.11485	Ddumetorum.16387
Dalata.11488	Ddumetorum.16385
Dalata.11490	Ddumetorum.16382
Dalata.11492	Ddumetorum.16372
Dalata.11495	Ddumetorum.16366
Dalata.11498	Ddumetorum.16364
Dalata.11499	Ddumetorum.16360
Dalata.11506	Ddumetorum.16354
Dalata.11511	Ddumetorum.16351
Dalata.11512	Ddumetorum.16350
Dalata.11513	Ddumetorum.16348
Dalata.11516	Ddumetorum.16346
Dalata.11518	Ddumetorum.16443
Dalata.11519	Ddumetorum.16345
Dalata.11523	Ddumetorum.16338
Dalata.11529	Ddumetorum.16330
Dalata.11536	Ddumetorum.16307
Dalata.11544	Ddumetorum.16306
Dalata.11545	Ddumetorum.16395
Dalata.11548	Ddumetorum.16397
Dalata.11549	Ddumetorum.16403
Dalata.11550	Ddumetorum.16405
Dalata.11551	Ddumetorum.16406
Dalata.11552	Ddumetorum.16408
Dalata.11553	Ddumetorum.16409
Dalata.11556	Ddumetorum.16418
Dalata.11558	Ddumetorum.16423
Dalata.11559	Ddumetorum.16430
Dalata.11563	Ddumetorum.16431
Dalata.11574	Ddumetorum.16433
Dalata.11575	Ddumetorum.16435
Dalata.11580	Ddumetorum.16439
Dalata.11582	Ddumetorum.16440
Dalata.11583	Ddumetorum.16444
Dalata.11586	Ddumetorum.16448
Dalata.11589	Ddumetorum.16452
Dalata.11591	Ddumetorum.16457
Dalata.11596	Ddumetorum.16458
Dalata.11598	Ddumetorum.16462
Dalata.11599	Ddumetorum.16463
Dalata.11605	Ddumetorum.16468
Dalata.11607	Ddumetorum.16466
Dalata.11613	Ddumetorum.16472
Dalata.11614	Ddumetorum.16475
Dalata.11615	Ddumetorum.16476
Dalata.11621	Ddumetorum.16485
Dalata.11622	Ddumetorum.16486
Dalata.11623	Ddumetorum.16487
Dalata.11697	Ddumetorum.16317
Dalata.11699	Ddumetorum.16302
Dalata.11700	Ddumetorum.16301
Dalata.11701	Ddumetorum.16297
Dalata.11702	Ddumetorum.16296
Dalata.11704	Ddumetorum.16295
Dalata.11705	Ddumetorum.16292
Dalata.11706	Ddumetorum.16287
Dalata.11707	Ddumetorum.16285
Dalata.11712	Ddumetorum.16280
Dalata.11713	Ddumetorum.16279
Dalata.11714	Ddumetorum.16277
Dalata.11716	Ddumetorum.16275
Dalata.11718	Ddumetorum.16273
Dalata.11724	Ddumetorum.16268
Dalata.11725	Ddumetorum.16263
Dalata.11727	Ddumetorum.16267
Dalata.11730	Ddumetorum.16256
Dalata.11732	Ddumetorum.16254
Dalata.11734	Ddumetorum.16252
Dalata.11738	Ddumetorum.16243
Dalata.11739	Ddumetorum.16242
Dalata.11741	Ddumetorum.16241
Dalata.11744	Ddumetorum.16239
Dalata.11745	Ddumetorum.16235
Dalata.11746	Ddumetorum.16234
Dalata.11747	Ddumetorum.16232
Dalata.11748	Ddumetorum.16231
Dalata.11749	Ddumetorum.16230
Dalata.11750	Ddumetorum.16228
Dalata.11751	Ddumetorum.16227
Dalata.11752	Ddumetorum.16224
Dalata.11753	Ddumetorum.16223
Dalata.11755	Ddumetorum.16222
Dalata.11760	Ddumetorum.16220
Dalata.11761	Ddumetorum.16208
Dalata.11762	Ddumetorum.16206
Dalata.11765	Ddumetorum.16204
Dalata.11768	Ddumetorum.16203
Dalata.11770	Ddumetorum.16200
Dalata.11771	Ddumetorum.16199
Dalata.11772	Ddumetorum.16198
Dalata.11773	Ddumetorum.16197
Dalata.11775	Ddumetorum.16192
Dalata.11776	Ddumetorum.16191
Dalata.11778	Ddumetorum.16186
Dalata.11779	Ddumetorum.16185
Dalata.11787	Ddumetorum.16182
Dalata.11788	Ddumetorum.16177
Dalata.11791	Ddumetorum.16176
Dalata.11792	Ddumetorum.16175
Dalata.11794	Ddumetorum.16174
Dalata.11795	Ddumetorum.16173
Dalata.11799	Ddumetorum.16167
Dalata.11802	Ddumetorum.16161
Dalata.11805	Ddumetorum.16159
Dalata.11237	Ddumetorum.18301
Dalata.11238	Ddumetorum.18302
Dalata.11239	Ddumetorum.18303
Dalata.11240	Ddumetorum.18306
Dalata.11241	Ddumetorum.18307
Dalata.11243	Ddumetorum.18308
Dalata.11245	Ddumetorum.18309
Dalata.11246	Ddumetorum.18310
Dalata.11248	Ddumetorum.18311
Dalata.11251	Ddumetorum.18314
Dalata.11252	Ddumetorum.18315
Dalata.11253	Ddumetorum.18316
Dalata.11255	Ddumetorum.18317
Dalata.11257	Ddumetorum.18319
Dalata.11259	Ddumetorum.18320
Dalata.11260	Ddumetorum.18321
Dalata.11261	Ddumetorum.18322
Dalata.11263	Ddumetorum.18323
Dalata.11264	Ddumetorum.18324
Dalata.11265	Ddumetorum.18325
Dalata.11266	Ddumetorum.18326
Dalata.11267	Ddumetorum.18328
Dalata.11268	Ddumetorum.18329
Dalata.11269	Ddumetorum.18330
Dalata.11270	Ddumetorum.18331
Dalata.11271	Ddumetorum.18332
Dalata.11273	Ddumetorum.18333
Dalata.11275	Ddumetorum.18334
Dalata.11276	Ddumetorum.18335
Dalata.11277	Ddumetorum.18336
Dalata.11278	Ddumetorum.18337
Dalata.11279	Ddumetorum.18338
Dalata.11282	Ddumetorum.18340
Dalata.11289	Ddumetorum.18341
Dalata.11301	Ddumetorum.18342
Dalata.11303	Ddumetorum.18344
Dalata.11305	Ddumetorum.18345
Dalata.11307	Ddumetorum.18346
Dalata.11308	Ddumetorum.18347
Dalata.11309	Ddumetorum.18348
Dalata.11311	Ddumetorum.18350
Dalata.11313	Ddumetorum.18352
Dalata.11324	Ddumetorum.18355
Dalata.11326	Ddumetorum.18356
Dalata.11328	Ddumetorum.18358
Dalata.11329	Ddumetorum.18359
Dalata.11330	Ddumetorum.18360
Dalata.11331	Ddumetorum.18361
Dalata.11332	Ddumetorum.18362
Dalata.11335	Ddumetorum.18365
Dalata.11340	Ddumetorum.18368
Dalata.11341	Ddumetorum.18369
Dalata.11343	Ddumetorum.18370
Dalata.11345	Ddumetorum.18372
Dalata.11346	Ddumetorum.18373
Dalata.11348	Ddumetorum.18374
Dalata.11350	Ddumetorum.18375
Dalata.11351	Ddumetorum.18376
Dalata.11352	Ddumetorum.18378
Dalata.11353	Ddumetorum.18379
Dalata.11354	Ddumetorum.18380
Dalata.11355	Ddumetorum.18381
Dalata.11356	Ddumetorum.18382
Dalata.11357	Ddumetorum.18383
Dalata.11358	Ddumetorum.18384
Dalata.11363	Ddumetorum.18395
Dalata.11367	Ddumetorum.18397
Dalata.11369	Ddumetorum.18398
Dalata.11370	Ddumetorum.18399
Dalata.11371	Ddumetorum.18400
Dalata.11372	Ddumetorum.18401
Dalata.11373	Ddumetorum.18402
Dalata.11374	Ddumetorum.18403
Dalata.11376	Ddumetorum.18404
Dalata.11377	Ddumetorum.18405
Dalata.11379	Ddumetorum.18406
Dalata.11380	Ddumetorum.18407
Dalata.11381	Ddumetorum.18408
Dalata.11382	Ddumetorum.18409
Dalata.11384	Ddumetorum.18411
Dalata.11386	Ddumetorum.18412
Dalata.11387	Ddumetorum.18413
Dalata.11388	Ddumetorum.18414
Dalata.11390	Ddumetorum.18415
Dalata.11391	Ddumetorum.18416
Dalata.11394	Ddumetorum.18417
Dalata.11395	Ddumetorum.18418
Dalata.11396	Ddumetorum.18419
Dalata.11401	Ddumetorum.18421
Dalata.11402	Ddumetorum.18422
Dalata.11404	Ddumetorum.18424
Dalata.11405	Ddumetorum.18426
Dalata.11406	Ddumetorum.18427
Dalata.11408	Ddumetorum.18429
Dalata.11410	Ddumetorum.18430
Dalata.11411	Ddumetorum.18431
Dalata.11413	Ddumetorum.18434
Dalata.11414	Ddumetorum.18435
Dalata.11415	Ddumetorum.18436
Dalata.11417	Ddumetorum.18438
Dalata.11418	Ddumetorum.18439
Dalata.11419	Ddumetorum.18440
Dalata.11420	Ddumetorum.18441
Dalata.11421	Ddumetorum.18442
Dalata.11422	Ddumetorum.18443
Dalata.11423	Ddumetorum.18444
Dalata.11424	Ddumetorum.18445
Dalata.11425	Ddumetorum.18446
Dalata.11426	Ddumetorum.18447
Dalata.11427	Ddumetorum.18448
Dalata.11428	Ddumetorum.18449
Dalata.11429	Ddumetorum.18450
Dalata.11432	Ddumetorum.18452
Dalata.11433	Ddumetorum.18453
Dalata.11434	Ddumetorum.18454
Dalata.11435	Ddumetorum.18455
Dalata.11437	Ddumetorum.18456
Dalata.11438	Ddumetorum.18457
Dalata.11443	Ddumetorum.18458
Dalata.11445	Ddumetorum.18461
Dalata.11446	Ddumetorum.18462
Dalata.11448	Ddumetorum.18463
Dalata.11449	Ddumetorum.18464
Dalata.11452	Ddumetorum.18466
Dalata.11453	Ddumetorum.18467
Dalata.11454	Ddumetorum.18468
Dalata.11455	Ddumetorum.18469
Dalata.11456	Ddumetorum.18470
Dalata.11457	Ddumetorum.18471
Dalata.11458	Ddumetorum.18472
Dalata.11460	Ddumetorum.18475
Dalata.11461	Ddumetorum.18477
Dalata.11462	Ddumetorum.18478
Dalata.11463	Ddumetorum.18479
Dalata.11464	Ddumetorum.18480
Dalata.11465	Ddumetorum.18481
Dalata.11467	Ddumetorum.18483
Dalata.11468	Ddumetorum.18494
Dalata.11470	Ddumetorum.18502
Dalata.11471	Ddumetorum.18503
Dalata.11472	Ddumetorum.18504
Dalata.11473	Ddumetorum.18505
Dalata.11662	Ddumetorum.18534
Dalata.11666	Ddumetorum.18530
Dalata.11669	Ddumetorum.18529
Dalata.11672	Ddumetorum.18526
Dalata.11674	Ddumetorum.18524
Dalata.11675	Ddumetorum.18523
Dalata.11677	Ddumetorum.18521
Dalata.11681	Ddumetorum.18520
Dalata.11682	Ddumetorum.18519
Dalata.11683	Ddumetorum.18517
Dalata.11687	Ddumetorum.18516
Dalata.11688	Ddumetorum.18515
Dalata.11689	Ddumetorum.18514
Dalata.11691	Ddumetorum.18511
Dalata.11692	Ddumetorum.18510
Dalata.11693	Ddumetorum.18509
Dalata.11694	Ddumetorum.18508
Dalata.11695	Ddumetorum.18507
Dalata.11696	Ddumetorum.18506
Dalata.11639	Ddumetorum.18562
Dalata.11642	Ddumetorum.18561
Dalata.11643	Ddumetorum.18560
Dalata.11644	Ddumetorum.18559
Dalata.11645	Ddumetorum.18558
Dalata.11646	Ddumetorum.18557
Dalata.11651	Ddumetorum.18552
Dalata.11652	Ddumetorum.18551
Dalata.11655	Ddumetorum.18547
Dalata.11656	Ddumetorum.18546
Dalata.11662	Ddumetorum.18537
Dalata.11655	Ddumetorum.23132
Dalata.11657	Ddumetorum.23130
Dalata.11658	Ddumetorum.23128
Dalata.11659	Ddumetorum.23127
Dalata.11662	Ddumetorum.23122
Dalata.11664	Ddumetorum.23120
Dalata.11666	Ddumetorum.23118
Dalata.11669	Ddumetorum.23117
Dalata.11671	Ddumetorum.23115
Dalata.11672	Ddumetorum.23113
Dalata.11673	Ddumetorum.23112
Dalata.11674	Ddumetorum.23111
Dalata.11813	Ddumetorum.23748
Dalata.11814	Ddumetorum.23747
Dalata.11818	Ddumetorum.23745
Dalata.11820	Ddumetorum.23743
Dalata.11823	Ddumetorum.23726
Dalata.11824	Ddumetorum.23727
Dalata.11825	Ddumetorum.23728
Dalata.11828	Ddumetorum.23729
Dalata.11829	Ddumetorum.23730
Dalata.11831	Ddumetorum.23732
Dalata.11832	Ddumetorum.23733
Dalata.11833	Ddumetorum.23734
Dalata.11834	Ddumetorum.23735
Dalata.11835	Ddumetorum.23738
Dalata.11837	Ddumetorum.23739
Dalata.11839	Ddumetorum.23740
Dalata.11843	Ddumetorum.23742
Dalata.11849	Ddumetorum.23724
Dalata.11850	Ddumetorum.23723
Dalata.11854	Ddumetorum.23720
Dalata.11855	Ddumetorum.23719
Dalata.11856	Ddumetorum.23718
Dalata.11858	Ddumetorum.23717
Dalata.11859	Ddumetorum.23716
Dalata.11861	Ddumetorum.23714
Dalata.11863	Ddumetorum.23712
Dalata.11864	Ddumetorum.23711
Dalata.11865	Ddumetorum.23710
Dalata.11867	Ddumetorum.23709
Dalata.11868	Ddumetorum.23708
Dalata.11869	Ddumetorum.23707
Dalata.11870	Ddumetorum.23706
Dalata.11871	Ddumetorum.23704
Dalata.11872	Ddumetorum.23702
Dalata.11873	Ddumetorum.23701
Dalata.11874	Ddumetorum.23700
Dalata.11875	Ddumetorum.23699
Dalata.11876	Ddumetorum.23698
Dalata.11877	Ddumetorum.23697
Dalata.11878	Ddumetorum.23696
Dalata.11879	Ddumetorum.23695
Dalata.11880	Ddumetorum.23694
Dalata.11882	Ddumetorum.23693
Dalata.11883	Ddumetorum.23692
Dalata.11884	Ddumetorum.23691
Dalata.11885	Ddumetorum.23690
Dalata.11888	Ddumetorum.23688
Dalata.11890	Ddumetorum.23687
Dalata.11891	Ddumetorum.23686
Dalata.11892	Ddumetorum.23685
Dalata.11893	Ddumetorum.23684
Dalata.11894	Ddumetorum.23683
Dalata.11895	Ddumetorum.23682
Dalata.11896	Ddumetorum.23680
Dalata.11897	Ddumetorum.23679
Dalata.11898	Ddumetorum.23678
Dalata.11899	Ddumetorum.23677
Dalata.11900	Ddumetorum.23676
Dalata.11901	Ddumetorum.23675
Dalata.11902	Ddumetorum.23674
Dalata.11906	Ddumetorum.23673
Dalata.11907	Ddumetorum.23672
Dalata.11909	Ddumetorum.23669
Dalata.11911	Ddumetorum.23668
Dalata.11912	Ddumetorum.23667
Dalata.11913	Ddumetorum.23666
Dalata.11914	Ddumetorum.23665
Dalata.11916	Ddumetorum.23664
Dalata.11918	Ddumetorum.23661
Dalata.11919	Ddumetorum.23660
Dalata.11921	Ddumetorum.23659
Dalata.11922	Ddumetorum.23658
Dalata.11924	Ddumetorum.23656
Dalata.11925	Ddumetorum.23655
Dalata.11926	Ddumetorum.23653
Dalata.11927	Ddumetorum.23652
Dalata.11928	Ddumetorum.23650
Dalata.11930	Ddumetorum.23649
Dalata.11931	Ddumetorum.23648
Dalata.11933	Ddumetorum.23646
Dalata.11934	Ddumetorum.23645
Dalata.11935	Ddumetorum.23644
Dalata.11936	Ddumetorum.23643
Dalata.11937	Ddumetorum.23642
Dalata.11939	Ddumetorum.23641
Dalata.11940	Ddumetorum.23640
Dalata.11941	Ddumetorum.23639
Dalata.11942	Ddumetorum.23638
Dalata.11943	Ddumetorum.23637
Dalata.11944	Ddumetorum.23636
Dalata.11945	Ddumetorum.23635
Dalata.11946	Ddumetorum.23634
Dalata.11947	Ddumetorum.23633
Dalata.11948	Ddumetorum.23632
Dalata.11949	Ddumetorum.23631
Dalata.11950	Ddumetorum.23630
Dalata.11952	Ddumetorum.23629
Dalata.11956	Ddumetorum.23627
Dalata.11958	Ddumetorum.23626
Dalata.11959	Ddumetorum.23625
Dalata.11960	Ddumetorum.23624
Dalata.11962	Ddumetorum.23622
Dalata.11965	Ddumetorum.23620
Dalata.11968	Ddumetorum.23619
Dalata.11969	Ddumetorum.23618
Dalata.11970	Ddumetorum.23617
Dalata.11971	Ddumetorum.23616
Dalata.11972	Ddumetorum.23615
Dalata.11973	Ddumetorum.23614
Dalata.11975	Ddumetorum.23612
Dalata.11977	Ddumetorum.23610
Dalata.11979	Ddumetorum.23608
Dalata.11980	Ddumetorum.23607
Dalata.11982	Ddumetorum.23606
Dalata.11983	Ddumetorum.23605
Dalata.11984	Ddumetorum.23604
Dalata.11985	Ddumetorum.23603
Dalata.11986	Ddumetorum.23602
Dalata.11987	Ddumetorum.23601
Dalata.11989	Ddumetorum.23600
Dalata.11992	Ddumetorum.23599
Dalata.11993	Ddumetorum.23598
Dalata.11995	Ddumetorum.23597
Dalata.11997	Ddumetorum.23592
Dalata.11999	Ddumetorum.23591
Dalata.12001	Ddumetorum.23590
Dalata.12002	Ddumetorum.23589
Dalata.12003	Ddumetorum.23588
Dalata.12004	Ddumetorum.23587
Dalata.12005	Ddumetorum.23586
Dalata.12006	Ddumetorum.23585
Dalata.12007	Ddumetorum.23584
Dalata.12009	Ddumetorum.23583
Dalata.12010	Ddumetorum.23582
Dalata.12011	Ddumetorum.23581
Dalata.12012	Ddumetorum.23580
Dalata.12014	Ddumetorum.23579
Dalata.12017	Ddumetorum.23577
Dalata.12019	Ddumetorum.23576
Dalata.12020	Ddumetorum.23575
Dalata.12021	Ddumetorum.23574
Dalata.12023	Ddumetorum.23573
Dalata.12024	Ddumetorum.23572
Dalata.12025	Ddumetorum.23571
Dalata.12027	Ddumetorum.23570
Dalata.12029	Ddumetorum.23569
Dalata.12031	Ddumetorum.23568
Dalata.12032	Ddumetorum.23567
Dalata.12033	Ddumetorum.23566
Dalata.12034	Ddumetorum.23565
Dalata.12036	Ddumetorum.23562
Dalata.12037	Ddumetorum.23561
Dalata.12038	Ddumetorum.23560
Dalata.12039	Ddumetorum.23559
Dalata.12040	Ddumetorum.23558
Dalata.12041	Ddumetorum.23557
Dalata.12042	Ddumetorum.23556
Dalata.12043	Ddumetorum.23555
Dalata.12044	Ddumetorum.23554
Dalata.12050	Ddumetorum.23553
Dalata.12051	Ddumetorum.23552
Dalata.12052	Ddumetorum.23549
Dalata.12053	Ddumetorum.23548
Dalata.12055	Ddumetorum.23547
Dalata.12056	Ddumetorum.23546
Dalata.12058	Ddumetorum.23545
Dalata.12059	Ddumetorum.23544
Dalata.12060	Ddumetorum.23543
Dalata.12064	Ddumetorum.23541
Dalata.12065	Ddumetorum.23539
Dalata.12067	Ddumetorum.23538
Dalata.12068	Ddumetorum.23537
Dalata.12072	Ddumetorum.23536
Dalata.12073	Ddumetorum.23535
Dalata.12075	Ddumetorum.23533
Dalata.12076	Ddumetorum.23532
Dalata.12077	Ddumetorum.23531
Dalata.12078	Ddumetorum.23530
Dalata.12080	Ddumetorum.23529
Dalata.12081	Ddumetorum.23528
Dalata.12085	Ddumetorum.23526
Dalata.12086	Ddumetorum.23525
Dalata.12087	Ddumetorum.23524
Dalata.12089	Ddumetorum.23523
Dalata.12090	Ddumetorum.23522
Dalata.12091	Ddumetorum.23520
Dalata.12098	Ddumetorum.23519
Dalata.12099	Ddumetorum.23518
Dalata.12100	Ddumetorum.23517
Dalata.12101	Ddumetorum.23516
Dalata.12102	Ddumetorum.23515
Dalata.12106	Ddumetorum.23514
Dalata.12107	Ddumetorum.23513
Dalata.12108	Ddumetorum.23512
Dalata.12110	Ddumetorum.23511
Dalata.12112	Ddumetorum.23509
Dalata.12113	Ddumetorum.23508
Dalata.12114	Ddumetorum.23507
Dalata.12117	Ddumetorum.23506
Dalata.12120	Ddumetorum.23505
Dalata.12121	Ddumetorum.23504
Dalata.12122	Ddumetorum.23503
Dalata.12123	Ddumetorum.23502
Dalata.12125	Ddumetorum.23500
Dalata.12127	Ddumetorum.23499
Dalata.12128	Ddumetorum.23498
Dalata.12129	Ddumetorum.23497
Dalata.12131	Ddumetorum.23496
Dalata.12132	Ddumetorum.23495
Dalata.12133	Ddumetorum.23494
Dalata.12134	Ddumetorum.23493
Dalata.12135	Ddumetorum.23492
Dalata.12136	Ddumetorum.23491
Dalata.12262	Ddumetorum.20470
Dalata.12263	Ddumetorum.20471
Dalata.12266	Ddumetorum.20472
Dalata.12267	Ddumetorum.20476
Dalata.12268	Ddumetorum.20477
Dalata.12270	Ddumetorum.20480
Dalata.12271	Ddumetorum.20483
Dalata.12272	Ddumetorum.20484
Dalata.12273	Ddumetorum.20485
Dalata.12274	Ddumetorum.20488
Dalata.12275	Ddumetorum.20489
Dalata.12280	Ddumetorum.20491
Dalata.12281	Ddumetorum.20492
Dalata.12283	Ddumetorum.20496
Dalata.12286	Ddumetorum.20498
Dalata.12288	Ddumetorum.20499
Dalata.12290	Ddumetorum.20501
Dalata.12291	Ddumetorum.20505
Dalata.12292	Ddumetorum.20506
Dalata.12302	Ddumetorum.20508
Dalata.12303	Ddumetorum.20509
Dalata.12305	Ddumetorum.20511
Dalata.12309	Ddumetorum.20516
Dalata.12310	Ddumetorum.20517
Dalata.12312	Ddumetorum.20525
Dalata.12314	Ddumetorum.20528
Dalata.12315	Ddumetorum.20529
Dalata.12317	Ddumetorum.20531
Dalata.12318	Ddumetorum.20606
Dalata.12319	Ddumetorum.20603
Dalata.12320	Ddumetorum.20554
Dalata.12324	Ddumetorum.20558
Dalata.12328	Ddumetorum.20560
Dalata.12331	Ddumetorum.20563
Dalata.12334	Ddumetorum.20570
Dalata.12337	Ddumetorum.20549
Dalata.12338	Ddumetorum.20573
Dalata.12349	Ddumetorum.20584
Dalata.12350	Ddumetorum.20582
Dalata.12372	Ddumetorum.20645
Dalata.12383	Ddumetorum.20640
Dalata.12384	Ddumetorum.20639
Dalata.12388	Ddumetorum.20636
Dalata.12391	Ddumetorum.20547
Dalata.12392	Ddumetorum.20545
Dalata.12393	Ddumetorum.20544
Dalata.12394	Ddumetorum.20624
Dalata.12402	Ddumetorum.20621
Dalata.12403	Ddumetorum.20620
Dalata.12405	Ddumetorum.20617
Dalata.12409	Ddumetorum.20540
Dalata.12411	Ddumetorum.20535
Dalata.12413	Ddumetorum.20648
Dalata.12421	Ddumetorum.20650
Dalata.12423	Ddumetorum.20655
Dalata.12426	Ddumetorum.20658
Dalata.12427	Ddumetorum.20660
Dalata.12429	Ddumetorum.20662
Dalata.12430	Ddumetorum.20663
Dalata.12431	Ddumetorum.20664
Dalata.12435	Ddumetorum.20666
Dalata.12438	Ddumetorum.20668
Dalata.12439	Ddumetorum.20669
Dalata.12443	Ddumetorum.20671
Dalata.12445	Ddumetorum.20672
Dalata.12446	Ddumetorum.20673
Dalata.12448	Ddumetorum.20675
Dalata.12453	Ddumetorum.20678
Dalata.12457	Ddumetorum.20680
Dalata.12459	Ddumetorum.20683
Dalata.12461	Ddumetorum.20684
Dalata.12464	Ddumetorum.20691
Dalata.12473	Ddumetorum.20694
Dalata.12475	Ddumetorum.20696
Dalata.12478	Ddumetorum.20697
Dalata.12480	Ddumetorum.20698
Dalata.12481	Ddumetorum.20701
Dalata.12483	Ddumetorum.20702
Dalata.12484	Ddumetorum.20704
Dalata.12487	Ddumetorum.20705
Dalata.12488	Ddumetorum.20708
Dalata.12491	Ddumetorum.20712
Dalata.12492	Ddumetorum.20713
Dalata.12494	Ddumetorum.20715
Dalata.12495	Ddumetorum.20716
Dalata.12499	Ddumetorum.20719
Dalata.12500	Ddumetorum.20720
Dalata.12501	Ddumetorum.20722
Dalata.12502	Ddumetorum.20723
Dalata.12503	Ddumetorum.20724
Dalata.12504	Ddumetorum.20726
Dalata.12505	Ddumetorum.20727
Dalata.12507	Ddumetorum.20729
Dalata.12508	Ddumetorum.20730
Dalata.12509	Ddumetorum.20731
Dalata.12510	Ddumetorum.20732
Dalata.12511	Ddumetorum.20733
Dalata.12512	Ddumetorum.20734
Dalata.12513	Ddumetorum.20735
Dalata.12514	Ddumetorum.20736
Dalata.12515	Ddumetorum.20737
Dalata.12517	Ddumetorum.20739
Dalata.12519	Ddumetorum.20746
Dalata.12521	Ddumetorum.20747
Dalata.12522	Ddumetorum.20741
Dalata.12523	Ddumetorum.20742
Dalata.12524	Ddumetorum.20749
Dalata.12526	Ddumetorum.20750
Dalata.12528	Ddumetorum.20751
Dalata.12529	Ddumetorum.20752
Dalata.12534	Ddumetorum.20753
Dalata.12538	Ddumetorum.20754
Dalata.12539	Ddumetorum.20755
Dalata.12540	Ddumetorum.20756
Dalata.12541	Ddumetorum.20757
Dalata.12542	Ddumetorum.20758
Dalata.12543	Ddumetorum.20759
Dalata.12545	Ddumetorum.20760
Dalata.12546	Ddumetorum.20761
Dalata.12547	Ddumetorum.20763
Dalata.12553	Ddumetorum.20765
Dalata.12556	Ddumetorum.20766
Dalata.12557	Ddumetorum.20767
Dalata.12558	Ddumetorum.20768
Dalata.12562	Ddumetorum.20769
Dalata.12563	Ddumetorum.20770
Dalata.12564	Ddumetorum.20771
Dalata.12565	Ddumetorum.20772
Dalata.12566	Ddumetorum.20773
Dalata.12567	Ddumetorum.20774
Dalata.12568	Ddumetorum.20775
Dalata.12569	Ddumetorum.20776
Dalata.12579	Ddumetorum.20777
Dalata.12580	Ddumetorum.20778
Dalata.12581	Ddumetorum.20779
Dalata.12583	Ddumetorum.20780
Dalata.12585	Ddumetorum.20782
Dalata.12586	Ddumetorum.20783
Dalata.12587	Ddumetorum.20784
Dalata.12588	Ddumetorum.20785
Dalata.12589	Ddumetorum.20786
Dalata.12590	Ddumetorum.20787
Dalata.12591	Ddumetorum.20788
Dalata.12592	Ddumetorum.20789
Dalata.12593	Ddumetorum.20791
Dalata.12594	Ddumetorum.20790
Dalata.12595	Ddumetorum.20792
Dalata.12596	Ddumetorum.20793
Dalata.12597	Ddumetorum.20794
Dalata.12599	Ddumetorum.20795
Dalata.12600	Ddumetorum.20796
Dalata.12601	Ddumetorum.20797
Dalata.12604	Ddumetorum.20798
Dalata.12606	Ddumetorum.20799
Dalata.12607	Ddumetorum.20800
Dalata.12609	Ddumetorum.20802
Dalata.12610	Ddumetorum.20803
Dalata.12612	Ddumetorum.20804
Dalata.12613	Ddumetorum.20805
Dalata.12615	Ddumetorum.20806
Dalata.12617	Ddumetorum.20807
Dalata.12618	Ddumetorum.20808
Dalata.12620	Ddumetorum.20809
Dalata.12621	Ddumetorum.20810
Dalata.12622	Ddumetorum.20811
Dalata.12625	Ddumetorum.20812
Dalata.12627	Ddumetorum.20813
Dalata.12628	Ddumetorum.20815
Dalata.12632	Ddumetorum.20816
Dalata.12633	Ddumetorum.20817
Dalata.12634	Ddumetorum.20818
Dalata.12636	Ddumetorum.20819
Dalata.12637	Ddumetorum.20820
Dalata.12638	Ddumetorum.20821
Dalata.12639	Ddumetorum.20822
Dalata.12640	Ddumetorum.20823
Dalata.12642	Ddumetorum.20824
Dalata.12643	Ddumetorum.20825
Dalata.12644	Ddumetorum.20826
Dalata.12646	Ddumetorum.20828
Dalata.12647	Ddumetorum.20829
Dalata.12648	Ddumetorum.20830
Dalata.12650	Ddumetorum.20831
Dalata.12651	Ddumetorum.20832
Dalata.12652	Ddumetorum.20833
Dalata.12653	Ddumetorum.20834
Dalata.12656	Ddumetorum.20835
Dalata.12657	Ddumetorum.20836
Dalata.12660	Ddumetorum.20838
Dalata.12661	Ddumetorum.20839
Dalata.12662	Ddumetorum.20840
Dalata.12663	Ddumetorum.20841
Dalata.12665	Ddumetorum.20842
Dalata.12668	Ddumetorum.20843
Dalata.12669	Ddumetorum.20846
Dalata.12670	Ddumetorum.20848
Dalata.12671	Ddumetorum.20849
Dalata.12672	Ddumetorum.20850
Dalata.12673	Ddumetorum.20851
Dalata.12674	Ddumetorum.20852
Dalata.12675	Ddumetorum.20853
Dalata.12676	Ddumetorum.20854
Dalata.12677	Ddumetorum.20855
