ContigName	ContigLength	MedianDepth
tig00230240	44862	56
tig00230241	17473	2
tig00230242	104648	56
tig00230243	48796	2
tig00230244	89596	101
tig00230245	72849	61
tig00230246	22154	3
tig00230247	34804	21
tig00230248	22835	1
tig00230249	29565	6
tig00230250	108401	58
tig00230251	64220	70
tig00230252	15408	11
tig00230253	22803	6
tig00230254	49452	139
tig00230255	23833	2
tig00230256	13866	2
tig00230257	53685	153
tig00230258	36398	85
tig00230259	21255	3
tig00230260	33340	1
tig00230261	33051	57
tig00230262	62387	97
tig00230263	29334	2
tig00230264	29408	1
tig00230265	28607	99
tig00230266	29652	5
tig00230267	48176	58
tig00230268	24297	6
tig00230269	33619	49
tig00230270	26209	18
tig00230271	58587	99
tig00230272	27518	51
tig00230273	20028	2
tig00230274	20474	5
tig00230275	42861	24
tig00230276	16465	2
tig00230277	58822	57
tig00230278	12254	1
tig00230279	26986	55
tig00230280	28357	2
tig00230281	50151	57
tig00230282	19710	2
tig00230283	27921	52
tig00230284	29547	6
tig00230285	37008	50
tig00230286	23007	12
tig00230287	37380	187
tig00230288	16987	0
tig00230289	23839	0
tig00230290	13175	2
tig00230291	19113	5
tig00230292	34973	46
tig00230293	29189	88
tig00230294	25473	1
tig00230295	25580	4
tig00230297	24922	5
tig00230298	30275	62
tig00230299	15325	2
tig00230300	18353	8
tig00230301	15433	2
tig00230303	15694	2
tig00230304	22087	12
tig00230306	17974	22
tig00230307	12345	12
tig00230308	16137	1
tig00230309	5194	1
tig00230310	13486	47
tig00230312	19504	7
tig00230313	18522	11
tig00230314	28040	12
tig00230315	28274	19
tig00230316	10357780	102
tig00230317	27283	92
tig00230318	10220798	60
tig00230319	14269	3
tig00230321	6200490	54
tig00230322	17369	0
tig00230323	34621	6
tig00230324	36057	39
tig00230325	44945	10
tig00230326	133372	57
tig00230327	27788	8
tig00230328	5354181	54
tig00230329	1993081	56
tig00230330	27080	1
tig00230331	31333	4
tig00230332	502519	54
tig00230333	317803	51
tig00230334	35714	8
tig00230335	26925	1
tig00230336	73489	41
tig00230337	31654	31
tig00230338	31088	1
tig00230339	18159	6
tig00230340	113404	34
tig00230341	111112	157
tig00230342	18643	28
tig00230343	129556	48
tig00230344	20759	1
tig00230345	19220	1
tig00230346	125254	48
tig00230347	31094	9
tig00230348	27734	31
tig00230349	16056	12
tig00230350	18862	9
tig00230351	19576	21
tig00230352	14859	9
tig00230353	16465	33
tig00230354	17689	27
tig00230355	13535	1
tig00230356	11742	56
tig00230357	9628	4
tig00230358	7709691	58
