Chr	LocusName	CompositePos	GenomePos	TDa1401+TDa1401B	TDa1419+TDa1610	TDa1427	TDa1403	TDa1603
Chr5	Chr5:22508723	112.33	22508723	112.278	-	-	-	-
Chr5	Chr5:22559126	112.558	22559126	112.886	-	-	110.679	-
Chr5	Chr5:22575745	112.558	22575745	112.886	-	-	-	-
Chr5	Chr5:22474273	112.558	22474273	-	-	-	110.679	-
Chr5	Chr5:22546206	112.558	22546206	-	-	-	110.679	-
Chr5	Chr5:22559084	112.558	22559084	-	-	-	110.679	-
Chr5	Chr5:22705183	112.885	22705183	-	-	106.515	-	-
Chr5	Chr5:22587957	113.088	22587957	-	-	-	111.209	-
Chr5	Chr5:22723503	113.088	22723503	-	-	-	111.209	-
Chr5	Chr5:22705894	113.221	22705894	113.801	-	106.851	111.209	-
Chr5	Chr5:22708270	113.221	22708270	113.801	-	106.851	-	-
Chr5	Chr5:22576372	113.221	22576372	-	115.654	106.683	-	-
Chr5	Chr5:22608155	113.473	22608155	113.801	-	-	-	-
Chr5	Chr5:22615835	113.473	22615835	113.801	-	-	-	-
Chr5	Chr5:22736812	114.13	22736812	114.71	-	-	-	-
Chr5	Chr5:22736896	114.13	22736896	114.71	116.041	108.207	111.209	-
Chr5	Chr5:22789833	114.147	22789833	-	-	108.207	112.268	-
Chr5	Chr5:22825712	114.28	22825712	115.379	-	108.207	112.268	-
Chr5	Chr5:22831338	114.28	22831338	115.379	-	-	112.268	-
Chr5	Chr5:22789774	114.28	22789774	-	-	108.207	-	-
Chr5	Chr5:22790767	114.577	22790767	115.379	-	-	-	-
Chr5	Chr5:22844159	114.577	22844159	115.619	-	108.207	-	-
Chr5	Chr5:22844096	114.817	22844096	115.619	-	-	-	-
Chr5	Chr5:22924333	114.817	22924333	115.619	-	109.563	-	-
Chr5	Chr5:22984827	114.817	22984827	-	102.207	110.915	-	115.815
Chr5	Chr5:22812326	114.817	22812326	-	-	109.563	-	-
Chr5	Chr5:22929686	114.817	22929686	-	-	109.563	-	-
Chr5	Chr5:22998756	115.054	22998756	-	102.876	110.915	-	-
Chr5	Chr5:23042780	115.054	23042780	-	103.21	110.915	113.339	115.815
Chr5	Chr5:23107497	115.054	23107497	-	-	-	113.339	-
Chr5	Chr5:23107191	115.063	23107191	-	103.21	110.915	-	-
Chr5	Chr5:23107473	115.063	23107473	-	103.21	110.915	-	-
Chr5	Chr5:23107119	115.063	23107119	-	-	110.915	-	-
Chr5	Chr5:22994007	115.178	22994007	115.98	-	-	-	-
Chr5	Chr5:23073421	115.178	23073421	115.98	-	-	113.339	-
Chr5	Chr5:23105069	115.178	23105069	116.1	-	110.915	113.339	-
Chr5	Chr5:23107074	115.479	23107074	116.281	-	-	-	-
Chr5	Chr5:23107507	115.479	23107507	116.281	-	-	-	117.138
Chr5	Chr5:23164294	115.837	23164294	-	-	111.689	-	-
Chr5	Chr5:23185657	115.864	23185657	116.462	117.997	111.689	114.7	-
Chr5	Chr5:23192307	115.864	23192307	116.462	117.997	111.689	114.7	-
Chr5	Chr5:23233938	116.256	23233938	117.042	105.93	112.108	-	-
Chr5	Chr5:23206515	116.256	23206515	-	105.596	112.108	115.092	-
Chr5	Chr5:23224900	116.256	23224900	-	105.596	112.108	115.092	117.138
Chr5	Chr5:23306842	116.907	23306842	117.709	-	-	-	-
Chr5	Chr5:23288798	117.395	23288798	-	-	113.247	-	-
Chr5	Chr5:23288696	117.51	23288696	119.097	118.383	113.247	116.061	-
Chr5	Chr5:23542512	118.155	23542512	-	-	-	118.81	-
Chr5	Chr5:23422258	118.169	23422258	119.861	108.316	113.909	-	-
Chr5	Chr5:23418515	118.169	23418515	-	-	114.021	-	-
Chr5	Chr5:23578514	119.25	23578514	118.956	-	115.102	121.541	118.463
Chr5	Chr5:23543239	119.839	23543239	120.761	-	115.579	-	-
Chr5	Chr5:23642566	120.329	23642566	121.131	-	115.695	122.41	119.125
Chr5	Chr5:23650893	120.435	23650893	-	-	116.287	-	-
Chr5	Chr5:23651762	120.435	23651762	-	-	116.287	-	-
Chr5	Chr5:23573816	120.501	23573816	-	-	116.353	121.541	-
Chr5	Chr5:23645019	120.55	23645019	121.131	-	-	122.41	119.125
Chr5	Chr5:23654089	120.55	23654089	121.131	-	116.287	122.41	-
Chr5	Chr5:23884169	122.052	23884169	122.553	-	-	123.277	124.537
Chr5	Chr5:23755131	122.052	23755131	-	122.78	118.707	-	120.45
Chr5	Chr5:23755089	122.855	23755089	-	-	118.707	-	-
Chr5	Chr5:24094582	123.369	24094582	-	118.403	-	-	-
Chr5	Chr5:23911434	123.49	23911434	123.022	123.939	120.389	-	-
Chr5	Chr5:23990145	123.49	23990145	-	115.375	122.056	124.145	125.53
Chr5	Chr5:24009427	123.49	24009427	-	116.046	122.056	124.145	-
Chr5	Chr5:24403956	123.49	24403956	-	122.8	-	-	-
Chr5	Chr5:23803004	123.49	23803004	-	123.554	-	-	-
Chr5	Chr5:23863484	123.49	23863484	-	123.939	119.718	-	124.537
Chr5	Chr5:23911056	123.49	23911056	-	-	120.054	-	-
Chr5	Chr5:24094574	123.567	24094574	124.112	-	-	-	-
Chr5	Chr5:24094648	124.038	24094648	124.353	-	122.604	-	-
Chr5	Chr5:24153647	124.038	24153647	124.594	119.072	-	125.898	-
Chr5	Chr5:24180806	124.038	24180806	124.594	119.072	-	-	-
Chr5	Chr5:24029260	124.038	24029260	-	117.053	122.604	125.898	126.523
Chr5	Chr5:24085017	124.038	24085017	-	118.403	122.604	125.898	126.523
Chr5	Chr5:24181611	124.038	24181611	-	119.072	122.604	125.898	126.523
Chr5	Chr5:24282412	124.289	24282412	124.834	-	-	-	-
Chr5	Chr5:24267902	124.586	24267902	-	120.081	123.152	-	-
Chr5	Chr5:24272836	124.586	24272836	-	-	123.152	-	-
Chr5	Chr5:24623911	126.545	24623911	-	-	125.367	-	-
Chr5	Chr5:24593571	127.093	24593571	126.047	125.536	-	132.092	131.125
Chr5	Chr5:24632412	127.093	24632412	126.167	-	125.915	-	-
Chr5	Chr5:24658297	127.093	24658297	126.892	126.295	-	-	-
Chr5	Chr5:24669077	127.093	24669077	127.253	-	126.463	128.927	-
Chr5	Chr5:24670310	127.093	24670310	127.253	-	126.463	128.927	-
Chr5	Chr5:24671197	127.093	24671197	-	125.87	-	-	-
Chr5	Chr5:24671161	127.189	24671161	127.734	-	126.463	128.927	-
Chr5	Chr5:24688960	127.432	24688960	128.824	-	128.449	128.927	133.274
Chr5	Chr5:24250291	127.432	24250291	-	120.081	123.152	129.472	-
Chr5	Chr5:24351206	127.432	24351206	-	122.466	124.819	-	-
Chr5	Chr5:24658267	127.432	24658267	-	-	126.706	-	-
Chr5	Chr5:24688936	127.432	24688936	-	-	128.449	128.927	-
Chr5	Chr5:24788241	128.429	24788241	-	-	-	130.289	-
Chr5	Chr5:24722360	128.847	24722360	-	126.681	128.449	-	-
Chr5	Chr5:24722466	129.418	24722466	130.277	127.067	128.449	132.961	-
Chr5	Chr5:24710394	129.627	24710394	129.795	127.562	128.449	132.961	-
Chr5	Chr5:24718596	129.728	24718596	-	127.562	-	-	-
Chr5	Chr5:24718962	129.784	24718962	-	-	-	132.961	-
Chr5	Chr5:24719013	129.784	24719013	-	-	-	132.961	133.274
Chr5	Chr5:24719315	129.784	24719315	-	-	-	132.961	-
Chr5	Chr5:24745179	129.784	24745179	-	-	-	132.961	-
Chr5	Chr5:24748357	129.784	24748357	-	-	-	132.961	-
Chr5	Chr5:24748416	130.398	24748416	131.123	128.232	-	-	-
Chr5	Chr5:24813962	130.398	24813962	-	128.232	131.057	130.289	-
Chr5	Chr5:24838896	130.398	24838896	-	129.543	131.057	130.289	-
Chr5	Chr5:24776310	130.398	24776310	-	-	130.192	-	134.613
Chr5	Chr5:24390732	130.398	24390732	-	-	-	131.225	127.864
Chr5	Chr5:24759047	130.625	24759047	131.484	-	-	-	-
Chr5	Chr5:24812542	131.229	24812542	132.088	-	-	-	-
Chr5	Chr5:24978632	131.469	24978632	132.328	-	-	-	-
Chr5	Chr5:24926188	131.535	24926188	-	-	-	134.712	-
Chr5	Chr5:24951784	131.535	24951784	-	-	-	134.712	-
Chr5	Chr5:24983372	131.535	24983372	-	-	-	134.712	134.613
Chr5	Chr5:24984059	131.535	24984059	-	-	-	134.712	-
Chr5	Chr5:24986905	131.535	24986905	-	-	-	134.712	-
Chr5	Chr5:25023463	131.535	25023463	-	-	-	134.712	135.276
Chr5	Chr5:25023526	131.535	25023526	-	-	-	134.712	-
Chr5	Chr5:25014598	131.825	25014598	132.829	-	-	-	-
Chr5	Chr5:24836344	131.894	24836344	-	129.543	131.057	-	-
Chr5	Chr5:25043709	132.528	25043709	133.073	-	-	-	137.262
Chr5	Chr5:25071080	132.528	25071080	133.965	-	-	-	136.269
Chr5	Chr5:24919873	133.198	24919873	-	130.194	132.8	-	-
Chr5	Chr5:24926111	133.198	24926111	-	130.194	132.8	-	-
Chr5	Chr5:25112756	133.577	25112756	134.581	-	-	-	-
Chr5	Chr5:25145982	134.19	25145982	135.194	-	-	137.367	-
Chr5	Chr5:25160866	134.19	25160866	135.817	-	-	137.367	-
Chr5	Chr5:25169183	134.19	25169183	136.708	-	-	137.367	-
Chr5	Chr5:25171834	134.19	25171834	137.199	-	-	-	-
Chr5	Chr5:25177551	134.19	25177551	138.223	-	-	137.367	-
Chr5	Chr5:25177619	134.19	25177619	138.223	-	-	-	-
Chr5	Chr5:25190606	134.19	25190606	138.72	-	-	137.367	137.262
Chr5	Chr5:25190689	134.19	25190689	138.72	-	-	137.367	-
Chr5	Chr5:25192820	134.19	25192820	138.72	131.839	132.8	137.367	-
Chr5	Chr5:25199851	134.19	25199851	139.088	-	-	137.367	-
Chr5	Chr5:25203626	134.19	25203626	139.088	-	-	137.367	-
Chr5	Chr5:25213363	134.19	25213363	139.328	-	-	137.367	-
Chr5	Chr5:25192786	134.19	25192786	-	131.839	-	137.367	-
Chr5	Chr5:25143744	134.19	25143744	-	-	-	137.367	137.262
Chr5	Chr5:25254389	134.843	25254389	-	131.839	133.665	138.437	137.925
Chr5	Chr5:25276639	135.494	25276639	140.663	132.49	134.531	138.437	-
Chr5	Chr5:25301081	135.535	25301081	-	-	-	-	139.96
Chr5	Chr5:25286182	135.904	25286182	141.999	-	-	-	-
Chr5	Chr5:25286263	136.145	25286263	142.24	133.141	134.531	-	-
Chr5	Chr5:25300258	136.47	25300258	144.442	133.466	134.531	139.508	139.96
Chr5	Chr5:25301091	136.47	25301091	144.683	133.466	134.531	-	-
Chr5	Chr5:25307695	136.47	25307695	144.922	133.466	134.531	139.508	-
Chr5	Chr5:25326244	136.695	25326244	145.526	-	134.531	139.508	-
Chr5	Chr5:25394726	137.45	25394726	146.25	134.446	135.396	140.302	-
Chr5	Chr5:25407116	137.773	25407116	146.611	134.769	135.396	-	142.198
Chr5	Chr5:25533277	138.425	25533277	147.952	135.421	136.261	141.098	142.849
Chr5	Chr5:25428861	138.68	25428861	-	-	-	-	144.438
Chr5	Chr5:25652137	138.797	25652137	-	-	-	141.098	-
Chr5	Chr5:25537554	139.062	25537554	148.434	-	136.261	-	-
Chr5	Chr5:25569248	139.062	25569248	-	135.421	136.261	141.363	145.737
Chr5	Chr5:25571711	139.062	25571711	-	135.421	136.261	141.363	-
Chr5	Chr5:25612370	139.062	25612370	-	135.74	137.227	141.363	-
Chr5	Chr5:25616022	139.062	25616022	-	135.74	137.227	141.363	-
Chr5	Chr5:25636715	139.062	25636715	-	136.058	137.227	141.363	-
Chr5	Chr5:25646893	139.062	25646893	-	136.058	137.706	141.098	-
Chr5	Chr5:25651656	139.062	25651656	-	136.378	137.706	141.098	-
Chr5	Chr5:25721451	139.062	25721451	-	137.91	139.663	141.098	146.678
Chr5	Chr5:25678587	139.062	25678587	-	-	137.706	141.098	-
Chr5	Chr5:25655522	139.079	25655522	-	136.378	137.706	-	-
Chr5	Chr5:25769757	141.019	25769757	-	138.318	139.663	141.628	147.34
Chr5	Chr5:25770420	141.019	25770420	-	138.318	139.663	141.628	-
Chr5	Chr5:25779903	141.019	25779903	-	138.336	139.663	141.628	147.34
Chr5	Chr5:25790952	141.019	25790952	-	138.336	139.663	141.628	147.34
Chr5	Chr5:25795187	141.019	25795187	-	138.336	139.663	141.628	-
Chr5	Chr5:25755928	141.019	25755928	-	-	139.663	-	-
Chr5	Chr5:25861276	141.582	25861276	-	139.069	140.226	141.628	147.34
Chr5	Chr5:25883552	141.582	25883552	-	139.811	140.226	141.628	-
Chr5	Chr5:25879164	141.599	25879164	-	139.811	140.226	-	-
Chr5	Chr5:26151523	142.999	26151523	-	-	-	143.608	-
Chr5	Chr5:25934653	143.291	25934653	-	140.303	141.935	143.841	149.771
Chr5	Chr5:25957194	143.291	25957194	-	140.303	141.935	-	-
Chr5	Chr5:25967256	143.291	25967256	-	140.303	141.935	143.841	-
Chr5	Chr5:26033352	144.283	26033352	-	141.295	143.644	143.841	-
Chr5	Chr5:26043596	144.529	26043596	-	141.541	143.644	143.841	-
Chr5	Chr5:26082811	145.017	26082811	-	142.283	143.644	-	-
Chr5	Chr5:26151520	145.537	26151520	-	143.024	143.943	-	-
Chr5	Chr5:26166843	146.132	26166843	-	143.024	144.776	-	-
Chr5	Chr5:26233292	146.132	26233292	-	143.024	144.776	-	-
Chr5	Chr5:26221682	146.468	26221682	-	143.024	144.944	147.605	154.125
Chr5	Chr5:26223381	146.468	26223381	-	143.024	144.776	148.134	-
Chr5	Chr5:26273791	146.468	26273791	-	143.382	145.112	-	-
Chr5	Chr5:26324169	146.468	26324169	-	143.382	145.112	-	-
Chr5	Chr5:26082831	146.468	26082831	-	-	-	-	153.463
Chr5	Chr5:26129904	146.468	26129904	-	-	-	-	153.794
Chr5	Chr5:26304279	146.706	26304279	-	143.382	145.112	148.665	-
Chr5	Chr5:26286049	146.826	26286049	-	143.382	145.112	148.665	155.448
Chr5	Chr5:26477111	147.004	26477111	-	143.471	145.788	148.665	-
Chr5	Chr5:26489723	147.004	26489723	-	143.471	145.788	148.665	-
Chr5	Chr5:26510929	147.004	26510929	-	143.471	145.788	148.665	-
Chr5	Chr5:26347683	147.004	26347683	-	143.56	145.788	148.665	-
Chr5	Chr5:26371970	147.004	26371970	-	143.56	145.788	148.665	-
Chr5	Chr5:26401314	147.004	26401314	-	143.56	145.788	148.665	-
Chr5	Chr5:26459774	147.004	26459774	-	143.56	145.788	148.665	-
Chr5	Chr5:26462586	147.004	26462586	-	143.56	145.788	-	-
Chr5	Chr5:26331256	147.004	26331256	-	-	145.788	-	-
Chr5	Chr5:26489897	147.004	26489897	-	-	145.788	-	-
Chr5	Chr5:26489633	149.352	26489633	-	-	-	148.665	-
