Dalata.22838	Acomosus.4
Dalata.17636	Acomosus.7030
Dalata.17654	Acomosus.7032
Dalata.9700	Acomosus.7033
Dalata.17659	Acomosus.7034
Dalata.7866	Acomosus.11408
Dalata.15411	Acomosus.7036
Dalata.17664	Acomosus.7039
Dalata.9708	Acomosus.7042
Dalata.17665	Acomosus.7043
Dalata.7872	Acomosus.14539
Dalata.7873	Acomosus.14539
Dalata.17667	Acomosus.7044
Dalata.17668	Acomosus.7045
Dalata.17669	Acomosus.7046
Dalata.22373	Acomosus.7047
Dalata.17672	Acomosus.7048
Dalata.9712	Acomosus.7049
Dalata.17673	Acomosus.7050
Dalata.17678	Acomosus.7052
Dalata.15384	Acomosus.7056
Dalata.7892	Acomosus.18054
Dalata.7893	Acomosus.13340
Dalata.7895	Acomosus.14549
Dalata.24209	Acomosus.7059
Dalata.23294	Acomosus.7060
Dalata.23288	Acomosus.7061
Dalata.7897	Acomosus.20869
Dalata.17734	Acomosus.7064
Dalata.7901	Acomosus.9647
Dalata.17733	Acomosus.7066
Dalata.9724	Acomosus.7067
Dalata.7902	Acomosus.13106
Dalata.9727	Acomosus.7069
Dalata.7907	Acomosus.13528
Dalata.9729	Acomosus.7070
Dalata.17730	Acomosus.7071
Dalata.9731	Acomosus.7072
Dalata.9733	Acomosus.7073
Dalata.7909	Acomosus.19882
Dalata.17372	Acomosus.7075
Dalata.7911	Acomosus.12854
Dalata.17743	Acomosus.7076
Dalata.17748	Acomosus.7077
Dalata.17754	Acomosus.7078
Dalata.7913	Acomosus.12846
Dalata.7914	Acomosus.15476
Dalata.17761	Acomosus.7080
Dalata.9741	Acomosus.7081
Dalata.17767	Acomosus.7083
Dalata.17768	Acomosus.7084
Dalata.7917	Acomosus.11544
Dalata.17770	Acomosus.7086
Dalata.7919	Acomosus.12853
Dalata.7921	Acomosus.12744
Dalata.17773	Acomosus.7088
Dalata.17774	Acomosus.7089
Dalata.9749	Acomosus.7091
Dalata.17780	Acomosus.7092
Dalata.17778	Acomosus.7093
Dalata.9750	Acomosus.7095
Dalata.7932	Acomosus.14182
Dalata.17785	Acomosus.7099
Dalata.7934	Acomosus.10497
Dalata.9761	Acomosus.7102
Dalata.7938	Acomosus.14173
Dalata.17794	Acomosus.7103
Dalata.17792	Acomosus.7103
Dalata.9775	Acomosus.7105
Dalata.15152	Acomosus.7110
Dalata.9780	Acomosus.7111
Dalata.15149	Acomosus.7113
Dalata.17814	Acomosus.7117
Dalata.17816	Acomosus.7118
Dalata.17818	Acomosus.7119
Dalata.17819	Acomosus.7120
Dalata.17824	Acomosus.7125
Dalata.17825	Acomosus.7126
Dalata.17829	Acomosus.7128
Dalata.17833	Acomosus.7132
Dalata.17834	Acomosus.7133
Dalata.15194	Acomosus.7137
Dalata.9808	Acomosus.7138
Dalata.17839	Acomosus.7139
Dalata.17841	Acomosus.7140
Dalata.17842	Acomosus.7141
Dalata.9811	Acomosus.7145
Dalata.7976	Acomosus.17966
Dalata.9812	Acomosus.7147
Dalata.9814	Acomosus.7148
Dalata.9816	Acomosus.7150
Dalata.15220	Acomosus.7152
Dalata.17859	Acomosus.7153
Dalata.9819	Acomosus.7156
Dalata.23630	Acomosus.7159
Dalata.9823	Acomosus.7161
Dalata.17871	Acomosus.7162
Dalata.7988	Acomosus.14135
Dalata.7990	Acomosus.14136
Dalata.7991	Acomosus.14139
Dalata.17878	Acomosus.7168
Dalata.7992	Acomosus.22328
Dalata.17883	Acomosus.7170
Dalata.7993	Acomosus.14140
Dalata.17887	Acomosus.7172
Dalata.7998	Acomosus.12013
Dalata.17889	Acomosus.7174
Dalata.9831	Acomosus.7178
Dalata.17896	Acomosus.7179
Dalata.23602	Acomosus.7183
Dalata.8011	Acomosus.12016
Dalata.9844	Acomosus.7184
Dalata.17940	Acomosus.7185
Dalata.17938	Acomosus.7187
Dalata.8019	Acomosus.14148
Dalata.17936	Acomosus.7189
Dalata.9853	Acomosus.7190
Dalata.9857	Acomosus.7191
Dalata.17928	Acomosus.7192
Dalata.17926	Acomosus.7193
Dalata.9859	Acomosus.7195
Dalata.9860	Acomosus.7196
Dalata.23583	Acomosus.7197
Dalata.8026	Acomosus.14156
Dalata.8028	Acomosus.14160
Dalata.8029	Acomosus.18027
Dalata.8032	Acomosus.17753
Dalata.9863	Acomosus.7198
Dalata.9865	Acomosus.7201
Dalata.23581	Acomosus.7202
Dalata.23580	Acomosus.7203
Dalata.23992	Acomosus.7206
Dalata.23568	Acomosus.7207
Dalata.17914	Acomosus.7208
Dalata.8052	Acomosus.12587
Dalata.17912	Acomosus.7209
Dalata.8056	Acomosus.18031
Dalata.23561	Acomosus.7211
Dalata.9896	Acomosus.7213
Dalata.17961	Acomosus.7214
Dalata.9899	Acomosus.7215
Dalata.17962	Acomosus.7216
Dalata.13789	Acomosus.7217
Dalata.17593	Acomosus.7218
Dalata.9903	Acomosus.7219
Dalata.23558	Acomosus.7220
Dalata.13381	Acomosus.7222
Dalata.9913	Acomosus.7224
Dalata.17952	Acomosus.7226
Dalata.17949	Acomosus.7227
Dalata.8071	Acomosus.17393
Dalata.9922	Acomosus.7228
Dalata.8072	Acomosus.14593
Dalata.23540	Acomosus.7231
Dalata.17980	Acomosus.7232
Dalata.9917	Acomosus.7233
Dalata.17975	Acomosus.7234
Dalata.9925	Acomosus.7235
Dalata.17973	Acomosus.7238
Dalata.8080	Acomosus.16448
Dalata.9927	Acomosus.7240
Dalata.9928	Acomosus.7241
Dalata.12586	Acomosus.7244
Dalata.9931	Acomosus.7245
Dalata.8086	Acomosus.11923
Dalata.17987	Acomosus.7247
Dalata.17977	Acomosus.7248
Dalata.10881	Acomosus.7251
Dalata.10882	Acomosus.7252
Dalata.8095	Acomosus.18041
Dalata.8096	Acomosus.18042
Dalata.18307	Acomosus.7253
Dalata.17562	Acomosus.7254
Dalata.10878	Acomosus.7255
Dalata.8102	Acomosus.14615
Dalata.18308	Acomosus.7256
Dalata.10875	Acomosus.7258
Dalata.10874	Acomosus.7259
Dalata.18310	Acomosus.7261
Dalata.18312	Acomosus.7263
Dalata.10871	Acomosus.7265
Dalata.10870	Acomosus.7266
Dalata.10866	Acomosus.7267
Dalata.10865	Acomosus.7268
Dalata.10864	Acomosus.7269
Dalata.8117	Acomosus.17927
Dalata.8118	Acomosus.18414
Dalata.18294	Acomosus.7270
Dalata.10862	Acomosus.7273
Dalata.10861	Acomosus.7274
Dalata.16051	Acomosus.7275
Dalata.8126	Acomosus.18992
Dalata.18278	Acomosus.7278
Dalata.22841	Acomosus.7280
Dalata.22840	Acomosus.7281
Dalata.22839	Acomosus.7282
Dalata.8136	Acomosus.14260
Dalata.10853	Acomosus.7285
Dalata.18269	Acomosus.7288
Dalata.18268	Acomosus.7291
Dalata.18264	Acomosus.7292
Dalata.18263	Acomosus.7293
Dalata.24581	Acomosus.7294
Dalata.18257	Acomosus.7295
Dalata.8143	Acomosus.17922
Dalata.18256	Acomosus.7296
Dalata.8145	Acomosus.17921
Dalata.8147	Acomosus.12052
Dalata.8149	Acomosus.17920
Dalata.18231	Acomosus.7304
Dalata.18226	Acomosus.7307
Dalata.10828	Acomosus.7308
Dalata.8161	Acomosus.9870
Dalata.10413	Acomosus.7309
Dalata.10824	Acomosus.7310
Dalata.18221	Acomosus.7311
Dalata.8166	Acomosus.14234
Dalata.10822	Acomosus.7313
Dalata.8169	Acomosus.14227
Dalata.18219	Acomosus.7317
Dalata.10819	Acomosus.7318
Dalata.22797	Acomosus.7319
Dalata.22791	Acomosus.7321
Dalata.8173	Acomosus.21018
Dalata.8175	Acomosus.17909
Dalata.8175	Acomosus.17901
Dalata.18203	Acomosus.7325
Dalata.18197	Acomosus.7327
Dalata.10810	Acomosus.7328
Dalata.8180	Acomosus.12982
Dalata.16010	Acomosus.7330
Dalata.10809	Acomosus.7331
Dalata.10808	Acomosus.7332
Dalata.18185	Acomosus.7334
Dalata.18188	Acomosus.7335
Dalata.18193	Acomosus.7338
Dalata.18177	Acomosus.7339
Dalata.18035	Acomosus.7340
Dalata.18176	Acomosus.7341
Dalata.18175	Acomosus.7342
Dalata.18172	Acomosus.7343
Dalata.10797	Acomosus.7346
Dalata.10796	Acomosus.7348
Dalata.8200	Acomosus.14213
Dalata.8201	Acomosus.14211
Dalata.15948	Acomosus.7351
Dalata.18157	Acomosus.7352
Dalata.18156	Acomosus.7353
Dalata.10788	Acomosus.7354
Dalata.18148	Acomosus.7355
Dalata.18122	Acomosus.7356
Dalata.22233	Acomosus.7357
Dalata.8214	Acomosus.17894
Dalata.8219	Acomosus.17890
Dalata.10780	Acomosus.7362
Dalata.10786	Acomosus.7362
Dalata.10783	Acomosus.7362
Dalata.18103	Acomosus.7365
Dalata.18093	Acomosus.7366
Dalata.18091	Acomosus.7367
Dalata.18090	Acomosus.7368
Dalata.8230	Acomosus.13678
Dalata.18060	Acomosus.7370
Dalata.8231	Acomosus.16158
Dalata.22247	Acomosus.7371
Dalata.9832	Acomosus.7372
Dalata.8232	Acomosus.16160
Dalata.15878	Acomosus.7373
Dalata.8235	Acomosus.16161
Dalata.8236	Acomosus.13434
Dalata.8237	Acomosus.11485
Dalata.18457	Acomosus.7375
Dalata.8239	Acomosus.18175
Dalata.8240	Acomosus.16162
Dalata.8241	Acomosus.16163
Dalata.8243	Acomosus.13435
Dalata.8244	Acomosus.13436
Dalata.8244	Acomosus.13437
Dalata.22253	Acomosus.7376
Dalata.8246	Acomosus.16170
Dalata.10778	Acomosus.7379
Dalata.18047	Acomosus.7381
Dalata.18045	Acomosus.7382
Dalata.15900	Acomosus.7383
Dalata.10766	Acomosus.7384
Dalata.18044	Acomosus.7385
Dalata.9996	Acomosus.7386
Dalata.8259	Acomosus.13442
Dalata.10764	Acomosus.7388
Dalata.18037	Acomosus.7390
Dalata.8267	Acomosus.16181
Dalata.18038	Acomosus.7393
Dalata.8268	Acomosus.11489
Dalata.18031	Acomosus.7394
Dalata.8270	Acomosus.13443
Dalata.21169	Acomosus.7395
Dalata.15024	Acomosus.7396
Dalata.8274	Acomosus.18979
Dalata.18974	Acomosus.7398
Dalata.18975	Acomosus.7399
Dalata.8275	Acomosus.13444
Dalata.8276	Acomosus.19083
Dalata.14524	Acomosus.7400
Dalata.9933	Acomosus.7401
Dalata.9935	Acomosus.7403
Dalata.8278	Acomosus.13057
Dalata.9939	Acomosus.7405
Dalata.18009	Acomosus.7408
Dalata.8283	Acomosus.13445
Dalata.18003	Acomosus.7409
Dalata.18002	Acomosus.7411
Dalata.9959	Acomosus.7413
Dalata.8288	Acomosus.16183
Dalata.9958	Acomosus.7414
Dalata.17997	Acomosus.7415
Dalata.9970	Acomosus.7416
Dalata.18477	Acomosus.7418
Dalata.18476	Acomosus.7419
Dalata.8293	Acomosus.16188
Dalata.10967	Acomosus.7420
Dalata.10962	Acomosus.7422
Dalata.18471	Acomosus.7423
Dalata.8297	Acomosus.16190
Dalata.8298	Acomosus.19890
Dalata.18467	Acomosus.7424
Dalata.18466	Acomosus.7426
Dalata.18463	Acomosus.7430
Dalata.8307	Acomosus.16193
Dalata.8309	Acomosus.16194
Dalata.8310	Acomosus.13038
Dalata.10959	Acomosus.7434
Dalata.18459	Acomosus.7435
Dalata.8314	Acomosus.13449
Dalata.18458	Acomosus.7436
Dalata.10956	Acomosus.7438
Dalata.8316	Acomosus.16543
Dalata.18456	Acomosus.7440
Dalata.8318	Acomosus.11501
Dalata.8321	Acomosus.9879
Dalata.18455	Acomosus.7444
Dalata.18450	Acomosus.7446
Dalata.8324	Acomosus.13030
Dalata.8324	Acomosus.11502
Dalata.8325	Acomosus.16540
Dalata.8326	Acomosus.13029
Dalata.8327	Acomosus.16538
Dalata.18444	Acomosus.7447
Dalata.8328	Acomosus.11503
Dalata.10951	Acomosus.7450
Dalata.8329	Acomosus.16537
Dalata.10950	Acomosus.7451
Dalata.8330	Acomosus.19906
Dalata.8331	Acomosus.16536
Dalata.8333	Acomosus.13452
Dalata.10947	Acomosus.7456
Dalata.10946	Acomosus.7457
Dalata.18439	Acomosus.7458
Dalata.8337	Acomosus.15185
Dalata.10944	Acomosus.7459
Dalata.18430	Acomosus.7466
Dalata.8344	Acomosus.16526
Dalata.8345	Acomosus.13014
Dalata.8347	Acomosus.13455
Dalata.16277	Acomosus.7472
Dalata.8349	Acomosus.13456
Dalata.18427	Acomosus.7474
Dalata.8352	Acomosus.16522
Dalata.8354	Acomosus.16521
Dalata.10934	Acomosus.7476
Dalata.18423	Acomosus.7477
Dalata.8355	Acomosus.16519
Dalata.8356	Acomosus.16518
Dalata.18420	Acomosus.7479
Dalata.18418	Acomosus.7480
Dalata.10933	Acomosus.7483
Dalata.22829	Acomosus.7484
Dalata.8361	Acomosus.16514
Dalata.8365	Acomosus.13460
Dalata.18422	Acomosus.7487
Dalata.8366	Acomosus.19920
Dalata.8368	Acomosus.16510
Dalata.10928	Acomosus.7489
Dalata.8369	Acomosus.16509
Dalata.22735	Acomosus.7492
Dalata.18408	Acomosus.7496
Dalata.18405	Acomosus.7497
Dalata.8387	Acomosus.16508
Dalata.14039	Acomosus.7501
Dalata.8388	Acomosus.16507
Dalata.8392	Acomosus.16506
Dalata.8393	Acomosus.16505
Dalata.18404	Acomosus.7503
Dalata.8394	Acomosus.16504
Dalata.8397	Acomosus.16501
Dalata.18400	Acomosus.7506
Dalata.8398	Acomosus.16500
Dalata.10921	Acomosus.7508
Dalata.8400	Acomosus.16457
Dalata.18398	Acomosus.7509
Dalata.13326	Acomosus.7516
Dalata.16456	Acomosus.7517
Dalata.8420	Acomosus.16466
Dalata.8424	Acomosus.22519
Dalata.8426	Acomosus.16471
Dalata.18385	Acomosus.7520
Dalata.18384	Acomosus.7521
Dalata.10911	Acomosus.7522
Dalata.8428	Acomosus.16473
Dalata.10910	Acomosus.7523
Dalata.15590	Acomosus.7524
Dalata.8429	Acomosus.16474
Dalata.18381	Acomosus.7527
Dalata.8433	Acomosus.13470
Dalata.8434	Acomosus.16477
Dalata.18304	Acomosus.7532
Dalata.18379	Acomosus.7533
Dalata.8438	Acomosus.13182
Dalata.8442	Acomosus.16483
Dalata.18360	Acomosus.7536
Dalata.8445	Acomosus.22399
Dalata.8447	Acomosus.16489
Dalata.18359	Acomosus.7539
Dalata.10905	Acomosus.7540
Dalata.15569	Acomosus.7542
Dalata.23215	Acomosus.7543
Dalata.8451	Acomosus.16490
Dalata.8453	Acomosus.16491
Dalata.18357	Acomosus.7544
Dalata.8456	Acomosus.9841
Dalata.18327	Acomosus.7547
Dalata.8461	Acomosus.9841
Dalata.8463	Acomosus.16494
Dalata.18362	Acomosus.7552
Dalata.15520	Acomosus.7555
Dalata.15456	Acomosus.7557
Dalata.8480	Acomosus.13465
Dalata.8481	Acomosus.13464
Dalata.8482	Acomosus.16497
Dalata.8483	Acomosus.12994
Dalata.8484	Acomosus.16498
Dalata.23200	Acomosus.7560
Dalata.10995	Acomosus.7563
Dalata.23639	Acomosus.7564
Dalata.23199	Acomosus.7567
Dalata.13616	Acomosus.7568
Dalata.8496	Acomosus.16453
Dalata.8505	Acomosus.16449
Dalata.8506	Acomosus.13480
Dalata.8507	Acomosus.19963
Dalata.10896	Acomosus.7570
Dalata.8510	Acomosus.19961
Dalata.23214	Acomosus.7572
Dalata.8511	Acomosus.16446
Dalata.8512	Acomosus.18882
Dalata.8514	Acomosus.16444
Dalata.8518	Acomosus.16441
Dalata.8519	Acomosus.16440
Dalata.8522	Acomosus.16439
Dalata.8523	Acomosus.16438
Dalata.8524	Acomosus.13481
Dalata.9674	Acomosus.7586
Dalata.8540	Acomosus.16433
Dalata.8543	Acomosus.12923
Dalata.8544	Acomosus.16430
Dalata.8545	Acomosus.20004
Dalata.8564	Acomosus.16426
Dalata.8569	Acomosus.16424
Dalata.8570	Acomosus.16423
Dalata.8573	Acomosus.20013
Dalata.8578	Acomosus.16417
Dalata.8580	Acomosus.11532
Dalata.17389	Acomosus.7601
Dalata.8584	Acomosus.19842
Dalata.17395	Acomosus.7603
Dalata.8586	Acomosus.16411
Dalata.8587	Acomosus.16326
Dalata.8588	Acomosus.12914
Dalata.13133	Acomosus.7609
Dalata.8591	Acomosus.16409
Dalata.17417	Acomosus.7614
Dalata.8599	Acomosus.16403
Dalata.8601	Acomosus.16399
Dalata.8602	Acomosus.16397
Dalata.13121	Acomosus.7620
Dalata.8605	Acomosus.16394
Dalata.17357	Acomosus.7628
Dalata.13239	Acomosus.7632
Dalata.8612	Acomosus.16391
Dalata.8614	Acomosus.20031
Dalata.8615	Acomosus.20996
Dalata.13258	Acomosus.7636
Dalata.8624	Acomosus.16381
Dalata.8625	Acomosus.13497
Dalata.8630	Acomosus.16377
Dalata.8632	Acomosus.16379
Dalata.8636	Acomosus.20993
Dalata.13200	Acomosus.7647
Dalata.8638	Acomosus.13498
Dalata.13195	Acomosus.7650
Dalata.8639	Acomosus.22629
Dalata.17480	Acomosus.7655
Dalata.8644	Acomosus.21036
Dalata.23369	Acomosus.7656
Dalata.8645	Acomosus.16365
Dalata.8646	Acomosus.11541
Dalata.13599	Acomosus.7659
Dalata.8648	Acomosus.16363
Dalata.13572	Acomosus.7660
Dalata.16465	Acomosus.7667
Dalata.24174	Acomosus.7668
Dalata.8659	Acomosus.16215
Dalata.8672	Acomosus.12402
Dalata.13695	Acomosus.7684
Dalata.8678	Acomosus.22146
Dalata.13855	Acomosus.7687
Dalata.13852	Acomosus.7688
Dalata.13838	Acomosus.7696
Dalata.8690	Acomosus.12849
Dalata.13832	Acomosus.7699
Dalata.8693	Acomosus.16224
Dalata.9410	Acomosus.7703
Dalata.21993	Acomosus.7703
Dalata.21988	Acomosus.7703
Dalata.13823	Acomosus.7704
Dalata.13821	Acomosus.7705
Dalata.8694	Acomosus.16228
Dalata.8698	Acomosus.19974
Dalata.8704	Acomosus.16255
Dalata.8705	Acomosus.16260
Dalata.13802	Acomosus.7710
Dalata.8707	Acomosus.22197
Dalata.23041	Acomosus.7714
Dalata.16179	Acomosus.7716
Dalata.8712	Acomosus.20776
Dalata.22901	Acomosus.7717
Dalata.8717	Acomosus.9752
Dalata.8724	Acomosus.16278
Dalata.22947	Acomosus.7730
Dalata.8727	Acomosus.16407
Dalata.13738	Acomosus.7732
Dalata.8729	Acomosus.16315
Dalata.13722	Acomosus.7736
Dalata.8732	Acomosus.13669
Dalata.8734	Acomosus.16268
Dalata.8735	Acomosus.16269
Dalata.8736	Acomosus.13531
Dalata.8739	Acomosus.16274
Dalata.8740	Acomosus.13532
Dalata.8743	Acomosus.13530
Dalata.13888	Acomosus.7744
Dalata.13890	Acomosus.7745
Dalata.8750	Acomosus.19819
Dalata.8752	Acomosus.12847
Dalata.13931	Acomosus.7754
Dalata.13932	Acomosus.7755
Dalata.8757	Acomosus.13524
Dalata.8763	Acomosus.16314
Dalata.8766	Acomosus.16319
Dalata.8767	Acomosus.16316
Dalata.16234	Acomosus.7767
Dalata.8770	Acomosus.16320
Dalata.8771	Acomosus.13520
Dalata.13991	Acomosus.7770
Dalata.8774	Acomosus.16267
Dalata.13995	Acomosus.7771
Dalata.14017	Acomosus.7772
Dalata.8775	Acomosus.16246
Dalata.14025	Acomosus.7773
Dalata.8777	Acomosus.13525
Dalata.14049	Acomosus.7780
Dalata.14043	Acomosus.7784
Dalata.14103	Acomosus.7793
Dalata.14111	Acomosus.7796
Dalata.8795	Acomosus.16283
Dalata.8799	Acomosus.16284
Dalata.14124	Acomosus.7798
Dalata.14142	Acomosus.7800
Dalata.16061	Acomosus.7802
Dalata.13460	Acomosus.7803
Dalata.8811	Acomosus.16329
Dalata.18962	Acomosus.7810
Dalata.13191	Acomosus.7811
Dalata.13185	Acomosus.7812
Dalata.18875	Acomosus.7816
Dalata.8820	Acomosus.13662
Dalata.13446	Acomosus.7818
Dalata.8824	Acomosus.16332
Dalata.13450	Acomosus.7821
Dalata.11000	Acomosus.7824
Dalata.18509	Acomosus.7827
Dalata.11008	Acomosus.7828
Dalata.19239	Acomosus.7829
Dalata.19240	Acomosus.7830
Dalata.19246	Acomosus.7831
Dalata.11016	Acomosus.7831
Dalata.19247	Acomosus.7832
Dalata.18517	Acomosus.7834
Dalata.18528	Acomosus.7840
Dalata.18535	Acomosus.7842
Dalata.18536	Acomosus.7843
Dalata.8870	Acomosus.14712
Dalata.11035	Acomosus.7844
Dalata.18539	Acomosus.7845
Dalata.18544	Acomosus.7846
Dalata.11036	Acomosus.7849
Dalata.8874	Acomosus.13510
Dalata.11038	Acomosus.7850
Dalata.8875	Acomosus.13509
Dalata.18560	Acomosus.7853
Dalata.18562	Acomosus.7855
Dalata.11046	Acomosus.7857
Dalata.18566	Acomosus.7857
Dalata.18567	Acomosus.7858
Dalata.8886	Acomosus.12812
Dalata.11144	Acomosus.7861
Dalata.18576	Acomosus.7862
Dalata.8892	Acomosus.15631
Dalata.8893	Acomosus.13503
Dalata.8894	Acomosus.16359
Dalata.8895	Acomosus.16358
Dalata.8896	Acomosus.16357
Dalata.11054	Acomosus.7867
Dalata.11553	Acomosus.7868
Dalata.18583	Acomosus.7869
Dalata.18584	Acomosus.7870
Dalata.8899	Acomosus.16360
Dalata.8900	Acomosus.19801
Dalata.8901	Acomosus.13540
Dalata.18586	Acomosus.7872
Dalata.18620	Acomosus.7879
Dalata.8926	Acomosus.13541
Dalata.17482	Acomosus.7897
Dalata.11076	Acomosus.7898
Dalata.18624	Acomosus.7900
Dalata.11088	Acomosus.7901
Dalata.11091	Acomosus.7902
Dalata.11502	Acomosus.7904
Dalata.11092	Acomosus.7904
Dalata.11980	Acomosus.7905
Dalata.8939	Acomosus.19788
Dalata.18636	Acomosus.7906
Dalata.11102	Acomosus.7907
Dalata.25103	Acomosus.7909
Dalata.18644	Acomosus.7911
Dalata.11104	Acomosus.7912
Dalata.18651	Acomosus.7914
Dalata.18648	Acomosus.7915
Dalata.18652	Acomosus.7917
Dalata.18662	Acomosus.7919
Dalata.18664	Acomosus.7920
Dalata.18665	Acomosus.7924
Dalata.18666	Acomosus.7925
Dalata.8962	Acomosus.13552
Dalata.8962	Acomosus.21348
Dalata.11123	Acomosus.7931
Dalata.11124	Acomosus.7932
Dalata.11126	Acomosus.7935
Dalata.18674	Acomosus.7936
Dalata.18678	Acomosus.7938
Dalata.11131	Acomosus.7939
Dalata.8976	Acomosus.16202
Dalata.11138	Acomosus.7940
Dalata.8981	Acomosus.19781
Dalata.8984	Acomosus.13551
Dalata.8985	Acomosus.19779
Dalata.18693	Acomosus.7953
Dalata.22710	Acomosus.7956
Dalata.8996	Acomosus.16196
Dalata.18711	Acomosus.7959
Dalata.18719	Acomosus.7962
Dalata.18736	Acomosus.7965
Dalata.18737	Acomosus.7969
Dalata.11177	Acomosus.7970
Dalata.9016	Acomosus.12765
Dalata.9017	Acomosus.19775
Dalata.11179	Acomosus.7974
Dalata.9019	Acomosus.20001
Dalata.9020	Acomosus.16546
Dalata.22678	Acomosus.7984
Dalata.11188	Acomosus.7985
Dalata.9028	Acomosus.12757
Dalata.18754	Acomosus.7986
Dalata.18766	Acomosus.7990
Dalata.9033	Acomosus.16549
Dalata.18767	Acomosus.7991
Dalata.9035	Acomosus.16550
Dalata.9037	Acomosus.12753
Dalata.11201	Acomosus.7996
Dalata.11202	Acomosus.7998
Dalata.11204	Acomosus.8001
Dalata.18788	Acomosus.8002
Dalata.11206	Acomosus.8005
Dalata.10974	Acomosus.8006
Dalata.9055	Acomosus.16552
Dalata.11022	Acomosus.8008
Dalata.18792	Acomosus.8009
Dalata.9057	Acomosus.16555
Dalata.22665	Acomosus.8010
Dalata.18793	Acomosus.8011
Dalata.9058	Acomosus.14786
Dalata.22664	Acomosus.8012
Dalata.11210	Acomosus.8013
Dalata.19822	Acomosus.8014
Dalata.22657	Acomosus.8015
Dalata.18798	Acomosus.8016
Dalata.18799	Acomosus.8017
Dalata.11218	Acomosus.8018
Dalata.9067	Acomosus.19764
Dalata.9070	Acomosus.16557
Dalata.11219	Acomosus.8020
Dalata.9077	Acomosus.16559
Dalata.9080	Acomosus.16561
Dalata.17486	Acomosus.8025
Dalata.17487	Acomosus.8026
Dalata.17493	Acomosus.8029
Dalata.9085	Acomosus.16564
Dalata.9086	Acomosus.16565
Dalata.9087	Acomosus.19755
Dalata.13607	Acomosus.8032
Dalata.9089	Acomosus.12733
Dalata.9090	Acomosus.12731
Dalata.17412	Acomosus.8040
Dalata.9100	Acomosus.16571
Dalata.10466	Acomosus.8048
Dalata.9103	Acomosus.19789
Dalata.9104	Acomosus.16574
Dalata.19204	Acomosus.8052
Dalata.9107	Acomosus.16043
Dalata.13241	Acomosus.8056
Dalata.13246	Acomosus.8059
Dalata.19210	Acomosus.8060
Dalata.19211	Acomosus.8061
Dalata.9116	Acomosus.9585
Dalata.9117	Acomosus.16576
Dalata.23132	Acomosus.8066
Dalata.17165	Acomosus.8067
Dalata.9123	Acomosus.16579
Dalata.17162	Acomosus.8070
Dalata.9125	Acomosus.13560
Dalata.19230	Acomosus.8072
Dalata.9127	Acomosus.16583
Dalata.9129	Acomosus.16586
Dalata.9132	Acomosus.19732
Dalata.9144	Acomosus.16589
Dalata.17337	Acomosus.8089
Dalata.9149	Acomosus.13667
Dalata.23122	Acomosus.8092
Dalata.9150	Acomosus.12714
Dalata.9151	Acomosus.22199
Dalata.17340	Acomosus.8093
Dalata.9153	Acomosus.13570
Dalata.9154	Acomosus.16595
Dalata.16264	Acomosus.8100
Dalata.9161	Acomosus.16600
Dalata.9163	Acomosus.22479
Dalata.19155	Acomosus.8104
Dalata.17863	Acomosus.8107
Dalata.19158	Acomosus.8108
Dalata.9167	Acomosus.13572
Dalata.9169	Acomosus.13573
Dalata.9172	Acomosus.13574
Dalata.19160	Acomosus.8110
Dalata.9175	Acomosus.13575
Dalata.9176	Acomosus.13576
Dalata.13153	Acomosus.8113
Dalata.16266	Acomosus.8114
Dalata.16269	Acomosus.8116
Dalata.9182	Acomosus.19724
Dalata.9185	Acomosus.16612
Dalata.9187	Acomosus.16613
Dalata.9188	Acomosus.19714
Dalata.9189	Acomosus.16614
Dalata.9193	Acomosus.16617
Dalata.16354	Acomosus.8125
Dalata.9195	Acomosus.16618
Dalata.16358	Acomosus.8126
Dalata.9200	Acomosus.13579
Dalata.9202	Acomosus.13580
Dalata.9203	Acomosus.16622
Dalata.17226	Acomosus.8133
Dalata.9204	Acomosus.19700
Dalata.9205	Acomosus.12673
Dalata.9205	Acomosus.22104
Dalata.9206	Acomosus.19934
Dalata.17230	Acomosus.8134
Dalata.9207	Acomosus.17250
Dalata.9209	Acomosus.16624
Dalata.22950	Acomosus.8138
Dalata.9210	Acomosus.8184
Dalata.9211	Acomosus.13582
Dalata.22953	Acomosus.8139
Dalata.9213	Acomosus.16626
Dalata.9214	Acomosus.13585
Dalata.17236	Acomosus.8142
Dalata.22965	Acomosus.8143
Dalata.22966	Acomosus.8147
Dalata.9216	Acomosus.16629
Dalata.22967	Acomosus.8149
Dalata.13715	Acomosus.8151
Dalata.20673	Acomosus.8152
Dalata.9218	Acomosus.13587
Dalata.16408	Acomosus.8160
Dalata.9219	Acomosus.16631
Dalata.13718	Acomosus.8161
Dalata.9221	Acomosus.19691
Dalata.16404	Acomosus.8162
Dalata.16402	Acomosus.8163
Dalata.16397	Acomosus.8167
Dalata.16398	Acomosus.8168
Dalata.17420	Acomosus.8170
Dalata.9230	Acomosus.16688
Dalata.9232	Acomosus.16686
Dalata.9233	Acomosus.11629
Dalata.13729	Acomosus.8173
Dalata.16386	Acomosus.8174
Dalata.9235	Acomosus.16684
Dalata.9236	Acomosus.22062
Dalata.16379	Acomosus.8179
Dalata.9238	Acomosus.13599
Dalata.9239	Acomosus.16681
Dalata.13741	Acomosus.8181
Dalata.16376	Acomosus.8183
Dalata.9976	Acomosus.8185
