Dalata.186	Acomosus.7749
Dalata.6474	Acomosus.15992
Dalata.6492	Acomosus.15964
Dalata.6501	Acomosus.15960
Dalata.6505	Acomosus.15955
Dalata.6514	Acomosus.15951
Dalata.6517	Acomosus.15947
Dalata.6518	Acomosus.15946
Dalata.6521	Acomosus.15945
Dalata.6527	Acomosus.15943
Dalata.6529	Acomosus.15941
Dalata.6532	Acomosus.15939
Dalata.6550	Acomosus.15929
Dalata.6551	Acomosus.15928
Dalata.6553	Acomosus.15927
Dalata.6557	Acomosus.15925
Dalata.6560	Acomosus.15924
Dalata.6562	Acomosus.15919
Dalata.6566	Acomosus.15917
Dalata.6567	Acomosus.15918
Dalata.6569	Acomosus.15915
Dalata.6572	Acomosus.15913
Dalata.6575	Acomosus.15911
Dalata.6578	Acomosus.15907
Dalata.6581	Acomosus.15905
Dalata.6586	Acomosus.15902
Dalata.6588	Acomosus.15901
Dalata.6595	Acomosus.15896
Dalata.6599	Acomosus.15891
Dalata.6610	Acomosus.16073
Dalata.6611	Acomosus.16077
Dalata.6612	Acomosus.16082
Dalata.6615	Acomosus.16083
Dalata.6618	Acomosus.16084
Dalata.6619	Acomosus.16086
Dalata.6623	Acomosus.16102
Dalata.6624	Acomosus.16106
Dalata.6630	Acomosus.16112
Dalata.6637	Acomosus.16124
Dalata.6638	Acomosus.16125
Dalata.6642	Acomosus.16128
Dalata.6648	Acomosus.16131
Dalata.6652	Acomosus.16138
Dalata.6653	Acomosus.16135
Dalata.6662	Acomosus.16141
Dalata.6663	Acomosus.16143
Dalata.6664	Acomosus.16144
Dalata.6665	Acomosus.16146
Dalata.6668	Acomosus.16148
Dalata.7090	Acomosus.17042
Dalata.7093	Acomosus.17043
Dalata.7121	Acomosus.17109
Dalata.7122	Acomosus.17096
Dalata.7131	Acomosus.17024
Dalata.7133	Acomosus.17026
Dalata.7139	Acomosus.17008
Dalata.7140	Acomosus.17012
Dalata.7149	Acomosus.16999
Dalata.7155	Acomosus.16988
Dalata.7160	Acomosus.16987
Dalata.7165	Acomosus.16985
Dalata.7172	Acomosus.16977
Dalata.7174	Acomosus.16976
Dalata.7181	Acomosus.16969
Dalata.7184	Acomosus.16963
Dalata.7188	Acomosus.16955
Dalata.7190	Acomosus.16953
Dalata.7193	Acomosus.16948
Dalata.7194	Acomosus.16942
Dalata.7198	Acomosus.16938
Dalata.7199	Acomosus.16937
Dalata.7205	Acomosus.16932
Dalata.7207	Acomosus.16928
Dalata.7208	Acomosus.16926
Dalata.7217	Acomosus.16916
Dalata.7220	Acomosus.16911
Dalata.7229	Acomosus.16908
Dalata.7232	Acomosus.16905
Dalata.7234	Acomosus.16904
Dalata.7239	Acomosus.16901
Dalata.7246	Acomosus.16895
Dalata.7249	Acomosus.16882
Dalata.7250	Acomosus.16885
Dalata.5115	Acomosus.17650
Dalata.5121	Acomosus.17651
Dalata.5150	Acomosus.17688
Dalata.5160	Acomosus.17693
Dalata.5188	Acomosus.17681
Dalata.5197	Acomosus.17670
Dalata.5222	Acomosus.17664
Dalata.5228	Acomosus.17660
Dalata.5262	Acomosus.17618
Dalata.5279	Acomosus.17636
Dalata.5302	Acomosus.17632
Dalata.5334	Acomosus.17622
Dalata.5344	Acomosus.17643
Dalata.5354	Acomosus.17619
Dalata.5386	Acomosus.17639
Dalata.5415	Acomosus.17644
Dalata.4862	Acomosus.18783
Dalata.4894	Acomosus.18768
Dalata.4898	Acomosus.18767
Dalata.4899	Acomosus.18766
Dalata.4911	Acomosus.18763
Dalata.4916	Acomosus.18760
Dalata.4920	Acomosus.18756
Dalata.4932	Acomosus.18750
Dalata.4934	Acomosus.18748
Dalata.4938	Acomosus.18745
Dalata.4939	Acomosus.18743
Dalata.4940	Acomosus.18742
Dalata.4941	Acomosus.18741
Dalata.4957	Acomosus.18711
Dalata.4972	Acomosus.18722
Dalata.4974	Acomosus.18721
Dalata.4981	Acomosus.18718
Dalata.4982	Acomosus.18717
Dalata.4984	Acomosus.18715
Dalata.4991	Acomosus.18729
Dalata.4992	Acomosus.18730
Dalata.5003	Acomosus.18739
Dalata.5076	Acomosus.18485
Dalata.5077	Acomosus.18483
Dalata.5079	Acomosus.18481
Dalata.5080	Acomosus.18480
Dalata.5085	Acomosus.18470
Dalata.5092	Acomosus.18469
Dalata.5093	Acomosus.18468
Dalata.5099	Acomosus.18462
Dalata.5107	Acomosus.18462
Dalata.5239	Acomosus.18493
Dalata.5241	Acomosus.18495
Dalata.5250	Acomosus.18499
Dalata.5251	Acomosus.18500
Dalata.5253	Acomosus.18503
Dalata.5259	Acomosus.18506
Dalata.5264	Acomosus.18507
Dalata.5265	Acomosus.18509
Dalata.5269	Acomosus.18511
Dalata.5289	Acomosus.18549
Dalata.5305	Acomosus.18544
Dalata.5313	Acomosus.18540
Dalata.5314	Acomosus.18539
Dalata.5319	Acomosus.18536
Dalata.5320	Acomosus.18535
Dalata.5342	Acomosus.18527
Dalata.5347	Acomosus.18522
Dalata.5360	Acomosus.18517
Dalata.5365	Acomosus.18513
Dalata.5366	Acomosus.18512
Dalata.5374	Acomosus.18556
Dalata.5396	Acomosus.18567
Dalata.5402	Acomosus.18570
Dalata.5433	Acomosus.18589
Dalata.5436	Acomosus.18588
Dalata.5438	Acomosus.18587
Dalata.5439	Acomosus.18586
Dalata.5444	Acomosus.18590
Dalata.5460	Acomosus.18595
Dalata.5469	Acomosus.18596
Dalata.5474	Acomosus.18601
Dalata.6343	Acomosus.18355
Dalata.6345	Acomosus.18332
Dalata.6347	Acomosus.18357
Dalata.6360	Acomosus.18347
Dalata.6372	Acomosus.18354
Dalata.6375	Acomosus.18333
Dalata.6377	Acomosus.18299
Dalata.6379	Acomosus.18329
Dalata.6399	Acomosus.18312
Dalata.6409	Acomosus.18309
Dalata.6410	Acomosus.18308
Dalata.6414	Acomosus.18307
Dalata.6416	Acomosus.18304
Dalata.6419	Acomosus.18302
Dalata.6423	Acomosus.18296
Dalata.6443	Acomosus.18281
Dalata.6451	Acomosus.18280
Dalata.6455	Acomosus.18275
Dalata.6462	Acomosus.18270
Dalata.6469	Acomosus.18266
Dalata.6473	Acomosus.18260
Dalata.6475	Acomosus.18263
Dalata.6477	Acomosus.18258
Dalata.6479	Acomosus.18257
Dalata.6486	Acomosus.18254
Dalata.6489	Acomosus.18251
Dalata.6490	Acomosus.18250
Dalata.6493	Acomosus.18248
Dalata.6513	Acomosus.18239
Dalata.6526	Acomosus.18235
Dalata.6534	Acomosus.18234
Dalata.6541	Acomosus.18230
Dalata.6544	Acomosus.18229
Dalata.6559	Acomosus.18226
Dalata.6571	Acomosus.18217
Dalata.6585	Acomosus.18204
Dalata.6589	Acomosus.18203
Dalata.6596	Acomosus.18200
Dalata.6600	Acomosus.18196
Dalata.6604	Acomosus.18192
Dalata.6605	Acomosus.18190
Dalata.6607	Acomosus.18189
Dalata.6617	Acomosus.18185
Dalata.6626	Acomosus.18174
Dalata.6635	Acomosus.18166
Dalata.6641	Acomosus.18165
Dalata.6650	Acomosus.18158
Dalata.6657	Acomosus.18143
Dalata.6659	Acomosus.18152
Dalata.6669	Acomosus.18146
Dalata.7931	Acomosus.2102
Dalata.7944	Acomosus.2126
Dalata.7946	Acomosus.2128
Dalata.7951	Acomosus.2130
Dalata.7958	Acomosus.2134
Dalata.7959	Acomosus.2135
Dalata.7966	Acomosus.2142
Dalata.7975	Acomosus.2147
Dalata.7979	Acomosus.2151
Dalata.7985	Acomosus.2162
Dalata.7986	Acomosus.2163
Dalata.7997	Acomosus.2170
Dalata.8003	Acomosus.2173
Dalata.8007	Acomosus.2177
Dalata.8011	Acomosus.2167
Dalata.8036	Acomosus.2316
Dalata.8038	Acomosus.2321
Dalata.8050	Acomosus.2317
Dalata.8051	Acomosus.2325
Dalata.8063	Acomosus.2339
Dalata.8064	Acomosus.2341
Dalata.8065	Acomosus.2343
Dalata.8069	Acomosus.2350
Dalata.8082	Acomosus.2357
Dalata.8092	Acomosus.2364
Dalata.8099	Acomosus.2367
Dalata.8103	Acomosus.2371
Dalata.8107	Acomosus.2050
Dalata.8108	Acomosus.2049
Dalata.8110	Acomosus.2047
Dalata.8122	Acomosus.2026
Dalata.8124	Acomosus.2021
Dalata.8125	Acomosus.2023
Dalata.8141	Acomosus.2011
Dalata.8144	Acomosus.2010
Dalata.8155	Acomosus.2002
Dalata.8156	Acomosus.2001
Dalata.8160	Acomosus.1992
Dalata.8162	Acomosus.1982
Dalata.8170	Acomosus.1968
Dalata.8173	Acomosus.1964
Dalata.8178	Acomosus.1961
Dalata.8182	Acomosus.1959
Dalata.8184	Acomosus.1957
Dalata.8185	Acomosus.1955
Dalata.8186	Acomosus.1951
Dalata.8188	Acomosus.1949
Dalata.8225	Acomosus.1905
Dalata.8226	Acomosus.1896
Dalata.7922	Acomosus.6470
Dalata.7926	Acomosus.6473
Dalata.7933	Acomosus.6477
Dalata.7935	Acomosus.6481
Dalata.7937	Acomosus.6482
Dalata.7941	Acomosus.6490
Dalata.7942	Acomosus.6493
Dalata.7943	Acomosus.6494
Dalata.7947	Acomosus.6497
Dalata.7961	Acomosus.6501
Dalata.7964	Acomosus.6503
Dalata.7965	Acomosus.6508
Dalata.7971	Acomosus.6511
Dalata.7980	Acomosus.6520
Dalata.7981	Acomosus.6521
Dalata.7992	Acomosus.6528
Dalata.7994	Acomosus.6527
Dalata.7996	Acomosus.6525
Dalata.8024	Acomosus.6512
Dalata.8039	Acomosus.6759
Dalata.8045	Acomosus.6764
Dalata.8046	Acomosus.6765
Dalata.8047	Acomosus.6766
Dalata.8053	Acomosus.6752
Dalata.8055	Acomosus.6749
Dalata.8062	Acomosus.6736
Dalata.8068	Acomosus.6733
Dalata.8073	Acomosus.6729
Dalata.8094	Acomosus.6706
Dalata.8098	Acomosus.6704
Dalata.8119	Acomosus.6405
Dalata.8127	Acomosus.6396
Dalata.8129	Acomosus.6395
Dalata.8132	Acomosus.6393
Dalata.8139	Acomosus.6388
Dalata.8172	Acomosus.6357
Dalata.8176	Acomosus.6356
Dalata.8177	Acomosus.6354
Dalata.8179	Acomosus.6353
Dalata.8204	Acomosus.6324
Dalata.8218	Acomosus.6325
Dalata.8222	Acomosus.6333
Dalata.8223	Acomosus.6332
Dalata.8224	Acomosus.6314
Dalata.7473	Acomosus.11543
Dalata.7511	Acomosus.11568
Dalata.7515	Acomosus.11572
Dalata.7516	Acomosus.11573
Dalata.7561	Acomosus.11574
Dalata.7732	Acomosus.11549
Dalata.7736	Acomosus.11551
Dalata.7752	Acomosus.11558
Dalata.7761	Acomosus.11560
Dalata.7770	Acomosus.11564
Dalata.7782	Acomosus.11566
Dalata.7257	Acomosus.13081
Dalata.7267	Acomosus.13071
Dalata.7271	Acomosus.13066
Dalata.7285	Acomosus.13048
Dalata.7287	Acomosus.13047
Dalata.7289	Acomosus.13045
Dalata.7295	Acomosus.13041
Dalata.7297	Acomosus.13040
Dalata.7302	Acomosus.13025
Dalata.7304	Acomosus.13028
Dalata.7305	Acomosus.13030
Dalata.7306	Acomosus.13033
Dalata.7308	Acomosus.13034
Dalata.7314	Acomosus.13037
Dalata.7324	Acomosus.13019
Dalata.7338	Acomosus.13000
Dalata.7341	Acomosus.12998
Dalata.7347	Acomosus.12993
Dalata.7348	Acomosus.12992
Dalata.7355	Acomosus.12986
Dalata.7358	Acomosus.12984
Dalata.7360	Acomosus.12972
Dalata.7366	Acomosus.12966
Dalata.7373	Acomosus.12961
Dalata.7384	Acomosus.12956
Dalata.7393	Acomosus.12935
Dalata.7396	Acomosus.12933
Dalata.7418	Acomosus.12915
Dalata.7425	Acomosus.12868
Dalata.7439	Acomosus.12883
Dalata.7440	Acomosus.12897
Dalata.7447	Acomosus.12897
Dalata.7452	Acomosus.12899
Dalata.7467	Acomosus.12906
Dalata.7587	Acomosus.13232
Dalata.7589	Acomosus.13235
Dalata.7590	Acomosus.13236
Dalata.7594	Acomosus.13237
Dalata.7611	Acomosus.13246
Dalata.7631	Acomosus.13220
Dalata.7654	Acomosus.13215
Dalata.7659	Acomosus.13214
Dalata.7690	Acomosus.13192
Dalata.7810	Acomosus.14165
Dalata.7817	Acomosus.14172
Dalata.7822	Acomosus.14177
Dalata.7829	Acomosus.14192
Dalata.7830	Acomosus.14191
Dalata.7838	Acomosus.14514
Dalata.7857	Acomosus.14524
Dalata.7858	Acomosus.14526
Dalata.7859	Acomosus.14535
Dalata.7860	Acomosus.14518
Dalata.7872	Acomosus.14539
Dalata.7873	Acomosus.14539
Dalata.7895	Acomosus.14549
Dalata.7588	Acomosus.17340
Dalata.7597	Acomosus.17336
Dalata.7612	Acomosus.17331
Dalata.7619	Acomosus.17352
Dalata.7622	Acomosus.17354
Dalata.7652	Acomosus.17360
Dalata.7661	Acomosus.17373
Dalata.7665	Acomosus.17371
Dalata.7675	Acomosus.17382
Dalata.7684	Acomosus.17391
Dalata.7689	Acomosus.17400
Dalata.7700	Acomosus.17403
Dalata.7290	Acomosus.19894
Dalata.7301	Acomosus.19907
Dalata.7307	Acomosus.19905
Dalata.7317	Acomosus.19901
Dalata.7318	Acomosus.19902
Dalata.7322	Acomosus.19911
Dalata.7330	Acomosus.19873
Dalata.7332	Acomosus.19916
Dalata.7346	Acomosus.19923
Dalata.7352	Acomosus.19929
Dalata.7354	Acomosus.19938
Dalata.7356	Acomosus.19936
Dalata.7361	Acomosus.19939
Dalata.7388	Acomosus.19958
Dalata.7389	Acomosus.19960
Dalata.7392	Acomosus.19964
Dalata.7400	Acomosus.19971
Dalata.7423	Acomosus.19840
Dalata.7431	Acomosus.19871
Dalata.7435	Acomosus.19862
Dalata.7436	Acomosus.19860
Dalata.7441	Acomosus.19851
Dalata.7445	Acomosus.19859
Dalata.7469	Acomosus.19876
Dalata.8255	Acomosus.3773
Dalata.8256	Acomosus.3774
Dalata.8261	Acomosus.3776
Dalata.8271	Acomosus.3783
Dalata.8277	Acomosus.3785
Dalata.8279	Acomosus.3786
Dalata.8290	Acomosus.3805
Dalata.8291	Acomosus.3803
Dalata.8295	Acomosus.3800
Dalata.8304	Acomosus.3793
Dalata.8310	Acomosus.3813
Dalata.8311	Acomosus.3815
Dalata.8312	Acomosus.3816
Dalata.8315	Acomosus.3819
Dalata.8320	Acomosus.3824
Dalata.8322	Acomosus.3826
Dalata.8334	Acomosus.3828
Dalata.8338	Acomosus.3829
Dalata.8341	Acomosus.3830
Dalata.8348	Acomosus.3836
Dalata.8360	Acomosus.3846
Dalata.8362	Acomosus.3847
Dalata.8364	Acomosus.3849
Dalata.8370	Acomosus.3851
Dalata.8384	Acomosus.3854
Dalata.8385	Acomosus.3853
Dalata.8391	Acomosus.3856
Dalata.8399	Acomosus.3860
Dalata.8421	Acomosus.3894
Dalata.8423	Acomosus.3891
Dalata.8431	Acomosus.3888
Dalata.8439	Acomosus.3881
Dalata.8450	Acomosus.3872
Dalata.8451	Acomosus.3871
Dalata.8485	Acomosus.3900
Dalata.8489	Acomosus.3908
Dalata.8493	Acomosus.3914
Dalata.8495	Acomosus.3917
Dalata.8499	Acomosus.3918
Dalata.8501	Acomosus.3919
Dalata.8509	Acomosus.3930
Dalata.8515	Acomosus.3936
Dalata.8520	Acomosus.3938
Dalata.8525	Acomosus.3940
Dalata.8526	Acomosus.3941
Dalata.8536	Acomosus.3943
Dalata.8537	Acomosus.3944
Dalata.8539	Acomosus.3947
Dalata.8541	Acomosus.3949
Dalata.8589	Acomosus.3962
Dalata.8590	Acomosus.3961
Dalata.8606	Acomosus.3977
Dalata.8613	Acomosus.3980
Dalata.8615	Acomosus.3987
Dalata.8616	Acomosus.3986
Dalata.8636	Acomosus.3990
Dalata.8637	Acomosus.3996
Dalata.8642	Acomosus.4009
Dalata.8657	Acomosus.4455
Dalata.8658	Acomosus.4454
Dalata.8663	Acomosus.4425
Dalata.8668	Acomosus.4434
Dalata.8670	Acomosus.4438
Dalata.8671	Acomosus.4442
Dalata.8676	Acomosus.4443
Dalata.8677	Acomosus.4444
Dalata.8680	Acomosus.4449
Dalata.8686	Acomosus.4407
Dalata.8696	Acomosus.4392
Dalata.8697	Acomosus.4389
Dalata.8699	Acomosus.4394
Dalata.8709	Acomosus.4398
Dalata.8731	Acomosus.4375
Dalata.8733	Acomosus.4397
Dalata.8741	Acomosus.4380
Dalata.8742	Acomosus.4379
Dalata.8778	Acomosus.4376
Dalata.8744	Acomosus.4075
Dalata.8748	Acomosus.4086
Dalata.8761	Acomosus.4081
Dalata.8809	Acomosus.4096
Dalata.8812	Acomosus.4067
Dalata.8813	Acomosus.4066
Dalata.8815	Acomosus.4061
Dalata.8816	Acomosus.4062
Dalata.8822	Acomosus.4063
Dalata.8829	Acomosus.4058
Dalata.8833	Acomosus.4050
Dalata.8836	Acomosus.4048
Dalata.8837	Acomosus.4038
Dalata.8848	Acomosus.4029
Dalata.8849	Acomosus.4028
Dalata.8871	Acomosus.4027
Dalata.8873	Acomosus.4026
Dalata.8879	Acomosus.4022
Dalata.8883	Acomosus.4017
Dalata.8885	Acomosus.4018
Dalata.8910	Acomosus.4461
Dalata.8924	Acomosus.4466
Dalata.8927	Acomosus.4468
Dalata.8941	Acomosus.4472
Dalata.8942	Acomosus.4476
Dalata.8983	Acomosus.4482
Dalata.8986	Acomosus.4485
Dalata.8987	Acomosus.4486
Dalata.9026	Acomosus.4488
Dalata.9027	Acomosus.4494
Dalata.9042	Acomosus.4500
Dalata.9065	Acomosus.4497
Dalata.9081	Acomosus.4509
Dalata.9083	Acomosus.4511
Dalata.9084	Acomosus.4512
Dalata.9099	Acomosus.4517
Dalata.9105	Acomosus.4522
Dalata.9122	Acomosus.4528
Dalata.9128	Acomosus.4532
Dalata.9130	Acomosus.4533
Dalata.9136	Acomosus.4537
Dalata.9142	Acomosus.4549
Dalata.9156	Acomosus.4555
Dalata.9160	Acomosus.4562
Dalata.9163	Acomosus.4563
Dalata.9166	Acomosus.4574
Dalata.9171	Acomosus.4577
Dalata.9173	Acomosus.4579
Dalata.9191	Acomosus.4600
Dalata.9192	Acomosus.4601
Dalata.9194	Acomosus.4602
Dalata.9196	Acomosus.4603
Dalata.9197	Acomosus.4604
Dalata.9199	Acomosus.4606
Dalata.9212	Acomosus.4615
Dalata.9215	Acomosus.4616
Dalata.9229	Acomosus.4620
Dalata.9237	Acomosus.4667
Dalata.9254	Acomosus.4658
Dalata.9255	Acomosus.4655
Dalata.9256	Acomosus.4654
Dalata.9261	Acomosus.4649
Dalata.9262	Acomosus.4648
Dalata.9263	Acomosus.4646
Dalata.9278	Acomosus.4636
Dalata.9286	Acomosus.4631
Dalata.9287	Acomosus.4630
Dalata.9288	Acomosus.4627
Dalata.9290	Acomosus.4626
Dalata.9291	Acomosus.4625
Dalata.9292	Acomosus.4624
Dalata.9297	Acomosus.4623
Dalata.9303	Acomosus.4726
Dalata.9314	Acomosus.4737
Dalata.9325	Acomosus.4748
Dalata.9327	Acomosus.4747
Dalata.9328	Acomosus.4749
Dalata.9331	Acomosus.4678
Dalata.9339	Acomosus.4720
Dalata.9341	Acomosus.4715
Dalata.9347	Acomosus.4713
Dalata.9351	Acomosus.4712
Dalata.9358	Acomosus.4706
Dalata.9359	Acomosus.4704
Dalata.9362	Acomosus.4703
Dalata.9366	Acomosus.4699
Dalata.9369	Acomosus.4695
Dalata.9370	Acomosus.4694
Dalata.9371	Acomosus.4693
Dalata.9395	Acomosus.4688
Dalata.9396	Acomosus.4686
Dalata.9401	Acomosus.4751
Dalata.9403	Acomosus.4753
Dalata.9416	Acomosus.4762
Dalata.9419	Acomosus.4764
Dalata.9420	Acomosus.4765
Dalata.9421	Acomosus.4766
Dalata.9432	Acomosus.4776
Dalata.9446	Acomosus.4787
Dalata.9452	Acomosus.4794
Dalata.9453	Acomosus.4795
Dalata.9454	Acomosus.4796
Dalata.9455	Acomosus.4797
Dalata.9459	Acomosus.4800
Dalata.9473	Acomosus.4807
Dalata.9478	Acomosus.4811
Dalata.9480	Acomosus.4813
Dalata.9484	Acomosus.4814
Dalata.9491	Acomosus.4816
Dalata.9496	Acomosus.4825
Dalata.9504	Acomosus.4831
Dalata.9524	Acomosus.4846
Dalata.9529	Acomosus.4854
Dalata.9530	Acomosus.4855
Dalata.9555	Acomosus.4867
Dalata.9568	Acomosus.4875
Dalata.9582	Acomosus.4891
Dalata.8236	Acomosus.13434
Dalata.8243	Acomosus.13435
Dalata.8244	Acomosus.13436
Dalata.8244	Acomosus.13437
Dalata.8259	Acomosus.13442
Dalata.8270	Acomosus.13443
Dalata.8275	Acomosus.13444
Dalata.8283	Acomosus.13445
Dalata.8314	Acomosus.13449
Dalata.8333	Acomosus.13452
Dalata.8347	Acomosus.13455
Dalata.8349	Acomosus.13456
Dalata.8365	Acomosus.13460
Dalata.8316	Acomosus.16543
Dalata.8325	Acomosus.16540
Dalata.8327	Acomosus.16538
Dalata.8329	Acomosus.16537
Dalata.8331	Acomosus.16536
Dalata.8344	Acomosus.16526
Dalata.8352	Acomosus.16522
Dalata.8354	Acomosus.16521
Dalata.8355	Acomosus.16519
Dalata.8356	Acomosus.16518
Dalata.8361	Acomosus.16514
Dalata.8368	Acomosus.16510
Dalata.8369	Acomosus.16509
Dalata.8387	Acomosus.16508
Dalata.8388	Acomosus.16507
Dalata.8392	Acomosus.16506
Dalata.8393	Acomosus.16505
Dalata.8394	Acomosus.16504
Dalata.8397	Acomosus.16501
Dalata.8398	Acomosus.16500
Dalata.8400	Acomosus.16457
Dalata.8420	Acomosus.16466
Dalata.8426	Acomosus.16471
Dalata.8428	Acomosus.16473
Dalata.8429	Acomosus.16474
Dalata.8434	Acomosus.16477
Dalata.8442	Acomosus.16483
Dalata.8447	Acomosus.16489
Dalata.8451	Acomosus.16490
Dalata.8453	Acomosus.16491
Dalata.8463	Acomosus.16494
Dalata.8482	Acomosus.16497
Dalata.8484	Acomosus.16498
Dalata.8496	Acomosus.16453
Dalata.8505	Acomosus.16449
Dalata.8511	Acomosus.16446
Dalata.8514	Acomosus.16444
Dalata.8518	Acomosus.16441
Dalata.8519	Acomosus.16440
Dalata.8522	Acomosus.16439
Dalata.8523	Acomosus.16438
Dalata.8540	Acomosus.16433
Dalata.8544	Acomosus.16430
Dalata.8564	Acomosus.16426
Dalata.8569	Acomosus.16424
Dalata.8570	Acomosus.16423
Dalata.8578	Acomosus.16417
Dalata.8586	Acomosus.16411
Dalata.8591	Acomosus.16409
Dalata.8599	Acomosus.16403
Dalata.8601	Acomosus.16399
Dalata.8602	Acomosus.16397
Dalata.8605	Acomosus.16394
Dalata.8612	Acomosus.16391
Dalata.8624	Acomosus.16381
Dalata.8630	Acomosus.16377
Dalata.8632	Acomosus.16379
Dalata.8645	Acomosus.16365
Dalata.8648	Acomosus.16363
Dalata.8659	Acomosus.16215
Dalata.8693	Acomosus.16224
Dalata.8694	Acomosus.16228
Dalata.8704	Acomosus.16255
Dalata.8705	Acomosus.16260
Dalata.8724	Acomosus.16278
Dalata.8729	Acomosus.16315
Dalata.8734	Acomosus.16268
Dalata.8735	Acomosus.16269
Dalata.8739	Acomosus.16274
Dalata.8763	Acomosus.16314
Dalata.8766	Acomosus.16319
Dalata.8767	Acomosus.16316
Dalata.8770	Acomosus.16320
Dalata.8774	Acomosus.16267
Dalata.8775	Acomosus.16246
Dalata.8795	Acomosus.16283
Dalata.8799	Acomosus.16284
Dalata.8811	Acomosus.16329
Dalata.8824	Acomosus.16332
Dalata.8894	Acomosus.16359
Dalata.8895	Acomosus.16358
Dalata.8896	Acomosus.16357
Dalata.8899	Acomosus.16360
Dalata.9020	Acomosus.16546
Dalata.9033	Acomosus.16549
Dalata.9035	Acomosus.16550
Dalata.9055	Acomosus.16552
Dalata.9057	Acomosus.16555
Dalata.9070	Acomosus.16557
Dalata.9077	Acomosus.16559
Dalata.9080	Acomosus.16561
Dalata.9085	Acomosus.16564
Dalata.9086	Acomosus.16565
Dalata.9100	Acomosus.16571
Dalata.9104	Acomosus.16574
Dalata.9117	Acomosus.16576
Dalata.9123	Acomosus.16579
Dalata.9127	Acomosus.16583
Dalata.9129	Acomosus.16586
Dalata.9144	Acomosus.16589
Dalata.9154	Acomosus.16595
Dalata.9161	Acomosus.16600
Dalata.9185	Acomosus.16612
Dalata.9187	Acomosus.16613
Dalata.9189	Acomosus.16614
Dalata.9193	Acomosus.16617
Dalata.9195	Acomosus.16618
Dalata.9203	Acomosus.16622
Dalata.9209	Acomosus.16624
Dalata.9213	Acomosus.16626
Dalata.9216	Acomosus.16629
Dalata.9219	Acomosus.16631
Dalata.9230	Acomosus.16688
Dalata.9232	Acomosus.16686
Dalata.9235	Acomosus.16684
Dalata.9239	Acomosus.16681
Dalata.9271	Acomosus.16661
Dalata.9282	Acomosus.16652
Dalata.9283	Acomosus.16651
Dalata.9284	Acomosus.16650
Dalata.9293	Acomosus.16644
Dalata.9295	Acomosus.16643
Dalata.9296	Acomosus.16642
Dalata.9304	Acomosus.16735
Dalata.9312	Acomosus.16741
Dalata.9316	Acomosus.16743
Dalata.9317	Acomosus.16744
Dalata.9318	Acomosus.16745
Dalata.9319	Acomosus.16746
Dalata.9320	Acomosus.16748
Dalata.9322	Acomosus.16755
Dalata.9323	Acomosus.16754
Dalata.9326	Acomosus.16760
Dalata.9337	Acomosus.16729
Dalata.9344	Acomosus.16720
Dalata.9345	Acomosus.16721
Dalata.9346	Acomosus.16722
Dalata.9350	Acomosus.16715
Dalata.9355	Acomosus.16712
Dalata.9356	Acomosus.16711
Dalata.9357	Acomosus.16710
Dalata.9365	Acomosus.16706
Dalata.9367	Acomosus.16705
Dalata.9372	Acomosus.16700
Dalata.9373	Acomosus.16699
Dalata.9374	Acomosus.16698
Dalata.9376	Acomosus.16695
Dalata.9379	Acomosus.16693
Dalata.9408	Acomosus.16767
Dalata.9411	Acomosus.16769
Dalata.9412	Acomosus.16770
Dalata.9413	Acomosus.16771
Dalata.9414	Acomosus.16772
Dalata.9422	Acomosus.16775
Dalata.9424	Acomosus.16776
Dalata.9436	Acomosus.16789
Dalata.9437	Acomosus.16790
Dalata.9450	Acomosus.16797
Dalata.9458	Acomosus.16804
Dalata.9460	Acomosus.16805
Dalata.9461	Acomosus.16806
Dalata.9462	Acomosus.16807
Dalata.9468	Acomosus.16811
Dalata.9469	Acomosus.16812
Dalata.9471	Acomosus.16814
Dalata.9482	Acomosus.16820
Dalata.9493	Acomosus.16821
Dalata.9510	Acomosus.16827
Dalata.9511	Acomosus.16826
Dalata.9514	Acomosus.16833
Dalata.9522	Acomosus.16835
Dalata.9523	Acomosus.16836
Dalata.9526	Acomosus.16838
Dalata.9549	Acomosus.16851
Dalata.9551	Acomosus.16852
Dalata.9579	Acomosus.16863
Dalata.10010	Acomosus.2657
Dalata.10020	Acomosus.2654
Dalata.10029	Acomosus.2645
Dalata.10041	Acomosus.2637
Dalata.10043	Acomosus.2635
Dalata.10044	Acomosus.2634
Dalata.10046	Acomosus.2632
Dalata.10069	Acomosus.2620
Dalata.10070	Acomosus.2619
Dalata.10087	Acomosus.2610
Dalata.10089	Acomosus.2606
Dalata.10099	Acomosus.2604
Dalata.10103	Acomosus.2597
Dalata.10104	Acomosus.2596
Dalata.10105	Acomosus.2595
Dalata.10106	Acomosus.2594
Dalata.10114	Acomosus.2589
Dalata.10118	Acomosus.2588
Dalata.10124	Acomosus.2587
Dalata.10125	Acomosus.2586
Dalata.10126	Acomosus.2585
Dalata.10129	Acomosus.2583
Dalata.10152	Acomosus.2570
Dalata.10153	Acomosus.2568
Dalata.10154	Acomosus.2567
Dalata.10155	Acomosus.2566
Dalata.10156	Acomosus.2565
Dalata.10167	Acomosus.2558
Dalata.10169	Acomosus.2560
Dalata.10187	Acomosus.2539
Dalata.10197	Acomosus.2547
Dalata.10210	Acomosus.2534
Dalata.10211	Acomosus.2533
